name	SRX2359277	SRX2359276	SRX2359239	SRX2359238	SRX2359259	SRX2359258	SRX2359271	SRX2359270	SRX2359255	SRX2359254	SRX2359257	SRX2359256	SRX2359237	SRX2359236	SRX2359235	SRX2359252	SRX2359274	SRX2359273	SRX2359272	SRX2359266	SRX2359267	SRX2359268	SRX2359269	SRX2359279	SRX2359260	SRX2359261	SRX2359262	SRX2359263	SRX2359264	SRX2359265	SRX2359248	SRX2359249	SRX2359246	SRX2359247	SRX2359244	SRX2359245	SRX2359242	SRX2359243	SRX2359240	SRX2359241	SRX2359253	SRX2359275	SRX2359278	SRX2359251	SRX2359282	SRX2359280	SRX2359281	SRX2359250
hsa-miR-133a-5p	0.0	0.0	0.6175918887951694	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14672168729940394	0.06915090047265332	0.0	0.0	0.0	0.0	1.0513881740909565	0.0	0.0	0.0	2.8507043377742556	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.397431870979806	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.1329888594122455
hsa-miR-624-3p	1.11267937086883	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29344337459880787	0.09220120063020443	0.8756840917098112	0.0	2.2551846695553075	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6742788250826329	0.0	0.0	0.0	0.0	0.0	0.1883553983834398	0.0	0.0	0.7752584033165555	0.0	0.0	0.0	0.0	0.0	0.0	0.8272222291157407	0.0	7.094307563261329
hsa-miR-4751	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0069128927404103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6742788250826329	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.134971199845377	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.1545293521069886	6.970692269775409
hsa-miR-4485-5p	0.0	0.0	0.0	0.0	0.0	4.625100885013055	0.0	0.0	0.0	2.143562987526607	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19381460082913887	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.962478473368801
hsa-miR-1914-5p	0.0	0.0	0.3087959443975847	0.0	0.0	0.0	0.0	0.0	2.3357527839253494	2.143562987526607	0.0	0.0	0.29344337459880787	0.18440240126040885	0.0	0.0	0.0	1.4190918947147342	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.134971199845377	0.12920973388609258	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.949230320154961
hsa-miR-12135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29344337459880787	0.0	0.5837893944732074	0.0	0.0	0.0	0.0	1.635503064387575	0.0	0.0	4.276056506661384	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12920973388609258	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.918002074007067
hsa-miR-4479	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22008253094910593	0.11525150078775553	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5788746570881602	0.0	0.0	0.0	0.0	0.0	0.0	0.8073014495904829	0.0	0.0	0.0	0.0	2.724918150271061	0.0	0.0	0.2825330975751597	0.0	0.2024567997680655	0.12920973388609258	0.0	0.0	0.0	0.0	0.0	0.0	0.8272222291157407	0.0	6.887850149031624
hsa-miR-520a-5p	0.0	6.774549102948081	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0941776991917199	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.8687268021398005
hsa-miR-296-3p	0.0	0.0	0.0	0.0	0.0	4.625100885013055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09220120063020443	0.0	0.0	0.0	0.0	0.0	1.0903353762583834	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8007825246831204	0.0	0.0	0.23952026964233877	0.0	0.0	6.8479402562271
hsa-miR-3913-3p	0.0	0.0	0.463193916596377	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29344337459880787	0.11525150078775553	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6742788250826329	4.794863741959612	0.0	0.0	0.0	0.0	0.0	0.0	0.134971199845377	0.0	0.0	0.0	0.0	0.0	0.0	0.3592804044635082	0.0	0.0	6.835282963334071
hsa-miR-524-5p	0.0	6.774549102948081	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.774549102948081
hsa-miR-6721-5p	0.0	0.0	0.3087959443975847	0.0	0.0	0.0	0.0	0.0	0.0	2.143562987526607	0.0	0.0	1.8340210912425494	0.46100600315102214	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.269942399690754	1.7443314074622498	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.761659833470766
hsa-miR-4473	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22008253094910593	0.09220120063020443	0.0	2.703747664637955	0.0	0.0	1.0513881740909565	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2024567997680655	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4816666873472224	0.0	6.751543057423509
hsa-miR-6802-3p	0.0	0.0	0.3087959443975847	0.0	0.0	0.0	1.0587113682838658	0.0	0.0	0.0	0.0	0.0	0.29344337459880787	0.18440240126040885	0.0	0.0	0.0	0.9460612631431562	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12557026558895987	0.0	0.269942399690754	0.0	0.0	0.0	0.0	2.9891225829207517	0.0	0.47904053928467755	0.0	0.0	6.6550901391689665
hsa-miR-6762-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3457545023632666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5788746570881602	0.0	0.6460691216431863	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1883553983834398	0.0	0.2024567997680655	0.25841946777218516	3.4289907451539787	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.6489206921722825
hsa-miR-6882-5p	0.0	0.0	0.3087959443975847	1.305686296463255	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9807427785419534	0.645408404411431	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06278513279447993	0.0	0.0	1.7443314074622498	0.0	0.0	0.0	0.0	0.0	0.5988006741058469	0.0	0.0	6.646550638176802
hsa-miR-1292-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.44016506189821186	0.2996539020481644	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9691036824647795	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.500697824488387	0.0	0.12557026558895987	0.0	0.269942399690754	0.6460486694304629	2.2859938301026523	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.537175635712371
hsa-miR-3675-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.087377225406591	1.0004652163255914	0.5873163168219139	0.4708884959585995	0.0	0.3374279996134425	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.483475254126139
hsa-miR-490-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22008253094910593	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6460691216431863	0.71637984608579	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5168389355443703	0.0	0.0	1.2011737870246806	0.0	0.0	0.0	0.0	3.1545293521069886	6.455073573354122
hsa-miR-5094	0.0	0.0	0.0	1.9585294446948824	0.0	0.0	0.0	0.0	2.3357527839253494	0.0	0.0	0.0	0.3668042182485099	0.5532072037812266	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2825330975751597	0.0	0.4723991994588195	0.45223406860132404	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.421460016285272
hsa-miR-6775-3p	0.0	0.0	0.6175918887951694	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22008253094910593	0.09220120063020443	0.5837893944732074	0.0	0.0	0.0	0.0	0.0	0.0	1.5788746570881602	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.724918150271061	0.0	0.0	0.5336736287530794	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.351131450959987
hsa-miR-4800-3p	0.0	0.0	0.463193916596377	0.6528431482316275	0.0	0.0	1.0587113682838658	0.0	0.0	0.0	0.0	0.0	0.14672168729940394	0.0	0.0	0.0	2.2551846695553075	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4682907920547847	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23952026964233877	0.0	0.0	6.284465851663705
hsa-miR-147b-3p	1.11267937086883	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.143562987526607	0.0	0.0	0.14672168729940394	0.06915090047265332	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6400944038338845	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0004652163255914	0.0	0.0	0.0	0.0	0.12920973388609258	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.241884300213063
hsa-miR-6850-3p	0.0	0.0	0.3087959443975847	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.046100600315102214	0.0	0.0	0.0	0.9460612631431562	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0933962692225898	0.0	0.0	0.0	0.0	1.3485576501652659	2.397431870979806	0.0	0.0	0.0	0.0	0.06278513279447993	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.203128731017984
hsa-miR-3127-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.281078489293023	0.0	0.0	0.0	0.0	0.14672168729940394	0.2535533017330622	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5873163168219139	0.3139256639723996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5988006741058469	0.0	0.0	6.18139613322565
hsa-miR-1276	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6602475928473177	0.43795570299347103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.074569769128685	0.0	0.0	0.0	0.2691004831968276	0.0	0.0	0.0	0.0	0.0	1.0004652163255914	0.0	0.21974796478067976	0.0	0.4723991994588195	0.7752584033165555	0.0	0.0	0.0	0.0	0.0	0.0	1.2408333436736112	0.0	6.150577675721559
hsa-miR-200a-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14672168729940394	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.71637984608579	0.0	2.592735673190854	2.68249697548466	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.138334182060708
hsa-miR-4660	0.0	1.3549098205896162	0.0	1.305686296463255	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22008253094910593	0.20745270141795996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12557026558895987	0.0	0.0	0.12920973388609258	0.0	0.0	0.8007825246831204	1.9927483886138344	0.0	0.0	0.0	0.0	6.136442262191944
hsa-miR-4728-3p	0.0	0.0	0.0	0.9792647223474412	0.0	0.0	0.0	4.281078489293023	0.0	0.0	0.0	0.0	0.0	0.046100600315102214	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8272222291157407	0.0	6.133666041071307
hsa-miR-1233-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3357527839253494	0.0	0.0	0.0	0.22008253094910593	0.046100600315102214	0.0	0.0	0.0	0.0	1.577082261136435	0.0	0.0	0.0	0.0	0.0	0.0	1.6400944038338845	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25841946777218516	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.077532047932063
hsa-miR-7845-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.2153444812899106	0.0	0.0	0.0	0.09220120063020443	0.0	0.0	0.0	0.0	0.0	1.635503064387575	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2024567997680655	0.12920973388609258	0.0	0.0	0.8007825246831204	0.0	0.0	0.0	0.0	0.0	6.07549780464497
Hsa-Mir-599_5p	1.11267937086883	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.046100600315102214	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7619489504657417	0.0	1.528225951263346	0.0	0.0	0.0	0.0	1.6015650493662408	0.0	0.0	0.0	0.0	0.0	6.050519922279261
hsa-miR-129-1-3p	0.0	0.0	0.0	0.0	0.0	0.0	1.0587113682838658	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.577082261136435	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.724918150271061	0.0	0.0	0.03139256639723997	0.0	0.0	0.0	0.0	0.0	0.4003912623415602	0.0	0.0	0.23952026964233877	0.0	0.0	6.0320158780725
hsa-miR-548ah-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14672168729940394	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.71637984608579	0.0	0.0	0.0	0.0	0.0	0.6742788250826329	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3173614830328633	0.0	3.1545293521069886	6.009271193607679
hsa-miR-4729	1.6690190563032452	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8921225262863124	0.0	1.635503064387575	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8007825246831204	0.0	0.0	0.0	0.0	0.0	5.997427171660252
hsa-miR-200b-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.203818952191012	0.0	0.0	0.0	0.0	1.0004652163255914	0.5873163168219139	0.0	0.0	0.0	0.0	0.0	0.0	1.2011737870246806	0.0	0.0	0.0	0.0	0.0	5.992774272363198
hsa-miR-6770-5p	0.0	1.3549098205896162	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22008253094910593	0.0691509004726533	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.023745463226989	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32302433471523145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.990913049953596
hsa-miR-4677-5p	0.0	0.0	0.0	0.9792647223474412	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22008253094910593	0.09220120063020443	0.5837893944732074	0.0	0.0	0.0	0.0	0.0	0.0	3.9471866427204008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1569628319861998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.97948732310656
hsa-miR-5003-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14672168729940394	0.11525150078775553	0.0	0.0	0.0	0.0	0.0	0.0	3.8858266416160374	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1569628319861998	0.0	0.0	0.19381460082913887	0.0	0.0	0.0	0.0	1.2375364609179798	0.23952026964233877	0.0	0.0	5.975633993078854
hsa-miR-365a-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8809744752328709	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3592804044635082	0.0	4.731794028160484	5.972048907856863
hsa-miR-4766-5p	0.0	0.0	0.0	0.9792647223474412	0.0	4.625100885013055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09220120063020443	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25841946777218516	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.954986275762885
hsa-miR-4670-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5036291758880242	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3683119856322405	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.871941161520265
hsa-miR-122b-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4750729218359595	0.23952026964233877	0.0	3.1545293521069886	5.869122543585287
hsa-miR-3188	0.0	0.0	0.463193916596377	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.007794589637781	0.046100600315102214	0.0	0.0	0.0	0.0	0.0	1.0903353762583834	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12557026558895987	0.0	0.0	1.098282738031787	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.83127748642839
hsa-miR-5188	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14672168729940394	0.2535533017330622	0.0	0.0	0.0	0.9460612631431562	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.02374546322699	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0941776991917199	0.0	0.134971199845377	0.19381460082913887	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.793045215268848
hsa-miR-4766-3p	0.0	0.0	0.0	1.305686296463255	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14672168729940394	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2691004831968276	0.0	0.0	0.0	0.0	0.0	0.0	0.5873163168219139	0.1883553983834398	0.0	0.0	0.12920973388609258	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.1545293521069886	5.780919268157922
hsa-miR-5187-3p	0.0	0.0	0.3087959443975847	0.9792647223474412	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3668042182485099	0.4149054028359199	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0004652163255914	1.1746326336438278	0.06278513279447993	0.0	0.0	0.8398632702596017	0.0	0.0	0.0	0.0	0.0	0.5988006741058469	0.0	0.0	5.746317214958804
hsa-miR-92b-5p	0.0	0.0	0.7719898609939616	0.6528431482316275	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5135259055479138	0.13830180094530664	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2691004831968276	0.0	2.359975887789215	0.0	0.0	0.0	0.0	0.5873163168219139	0.1883553983834398	0.0	0.134971199845377	0.12920973388609258	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.745589735641675
hsa-miR-1537-5p	0.0	1.3549098205896162	0.6175918887951694	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14672168729940394	0.0	0.0	0.0	0.0	0.0	0.0	2.7258384406459584	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8809744752328709	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.726036312563019
hsa-miR-4695-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06915090047265332	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.805728428286518	0.0	0.0	0.0	0.0	0.0	0.5873163168219139	0.12557026558895987	0.0	0.134971199845377	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.722737111015421
hsa-miR-4632-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0903353762583834	0.0	0.0	0.0	0.9691036824647795	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5961478064697094	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.6555868651928725
hsa-miR-152-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8803301237964237	0.3918551026783688	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2825330975751597	2.2923389268950194	0.404913599536131	1.098282738031787	0.0	0.0	0.0	0.0	0.0	0.23952026964233877	0.0	0.0	5.589773858155228
hsa-miR-4529-3p	0.0	0.0	0.0	0.0	0.0	4.625100885013055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9460612631431562	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.571162148156211
hsa-miR-6763-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.046100600315102214	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.71637984608579	0.0	0.0	0.0	0.0	0.0	0.0	3.5961478064697094	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2011737870246806	0.0	0.0	0.0	0.0	0.0	5.559802039895282
hsa-miR-3194-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.143562987526607	0.0	0.0	0.0	0.09220120063020443	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0004652163255914	1.7619489504657417	0.0941776991917199	0.0	0.269942399690754	0.19381460082913887	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.5561130546597575
hsa-miR-3685	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2535533017330622	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.71637984608579	1.0933962692225898	2.592735673190854	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5873163168219139	0.1569628319861998	0.0	0.0	0.12920973388609258	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.529553972926503
