name	SRX2359277	SRX2359276	SRX2359239	SRX2359238	SRX2359259	SRX2359258	SRX2359271	SRX2359270	SRX2359255	SRX2359254	SRX2359257	SRX2359256	SRX2359237	SRX2359236	SRX2359235	SRX2359252	SRX2359274	SRX2359273	SRX2359272	SRX2359266	SRX2359267	SRX2359268	SRX2359269	SRX2359279	SRX2359260	SRX2359261	SRX2359262	SRX2359263	SRX2359264	SRX2359265	SRX2359248	SRX2359249	SRX2359246	SRX2359247	SRX2359244	SRX2359245	SRX2359242	SRX2359243	SRX2359240	SRX2359241	SRX2359253	SRX2359275	SRX2359278	SRX2359251	SRX2359282	SRX2359280	SRX2359281	SRX2359250
hsa-miR-328-3p	149.09903569642324	127.36152313542391	97.88831437403434	115.87965881111387	191.4593188834731	233.56759469315924	122.81051872092844	273.98902331475347	260.43643540767647	245.4379620717965	344.39447348162554	130.48522152924602	413.0215497478221	79.17778104118804	124.34714102279318	264.9672711345196	196.95279447449687	200.56498778634912	151.39989706909776	250.23196885129897	363.3247909910995	264.46150506226684	141.10986471982565	140.19699939657144	61.96685668642084	42.095756365069704	286.49729188758937	237.40098233039242	15.069627059022347	182.61768027488768	45.1766812805364	137.85233258133886	29.9160222736292	100.82197156002925	208.09676499572302	203.21144562038222	54.40331756641686	129.13509288175274	65.93343112446667	157.50666560714686	182.8795064082122	242.31809138367882	181.77763310306833	174.36548400371052	108.90320856078222	17.964020223175407	341.64278062480093	91.48135121110268	8181.599627030319
hsa-miR-122-5p	161.33850877598036	50.8091182721106	10.653460081716672	34.92710843039207	15.954943240289424	62.43886194767623	6.352268209703196	21.405392446465115	51.38656124635769	33.22522630666241	22.10018011646795	36.69896855510044	19.440623567171023	15.328449604771485	20.724523503798864	24.333728981741594	27.813944257848796	38.78851178886941	7.359717218636696	9.81301838632545	186.5196787975698	16.57818389942568	28.507043377742555	102.07892121962344	93.1293799911527	28.975001134398628	84.26390937870275	185.09229130844156	6.054760871928622	22.42673266533708	733.6153616899046	2489.7329980125287	8.62962180970073	6.812295375677652	25.011630408139787	4.404872376164354	0.941776991917199	20.631050342055172	6.006218393119276	25.131293240845007	17.144953725769895	7.085324309464293	142.53928939359542	20.92385808044526	1198.5540623990635	1765.0248669943944	20.26694461333565	189.27176112641934	8106.247196864947
hsa-miR-15b-5p	92.3523877821129	220.17284584581262	155.1699620597863	266.0335829043882	79.77471620144712	233.56759469315924	130.22149829891552	203.3512282414186	216.0571325130948	161.83900555825883	116.02594561145673	136.60171628842943	359.6148555708391	256.1349353507079	188.85586911208262	163.57673371059627	120.2765157096164	263.0050311537974	178.21029550841715	169.54715100817862	262.29329830908256	238.4100732203122	102.6253561598732	100.14071385469389	50.5047791490482	47.01603957657136	171.12055443059634	181.06854584521457	66.06416862482118	192.2291371314607	183.40384042247615	191.7945496783845	100.67892111317519	103.54688971030032	205.59560195490903	161.21832896761538	174.73102456703765	147.4738042969129	152.78739822496675	353.45322704540627	217.16941385975198	189.88669149364304	101.29898937241472	169.38361303217593	113.23458617399515	25.26938844726674	134.01000111675	72.55417509846075	7919.352113999832
hsa-miR-142-3p	156.33145160707062	204.59138290903203	79.82375162677563	309.77407383590725	71.79724458130241	425.509281421201	100.04822430282533	55.6540203608093	195.03535745776668	231.50480265287354	200.74330272458388	118.25223201087921	471.636863823934	178.36322261913045	225.92649566113127	201.42920101552764	95.46948434450802	149.0046489450471	118.8068636722781	139.01776047294388	159.31889230625754	286.5657502615011	133.98310387539001	110.80085436180646	21.4913953825737	22.41462351906309	202.2333825088866	214.59975803877282	19.240684548573174	169.80240446612362	82.26201666008122	204.98042496877343	31.06663851492263	36.78639502865933	222.60351063244408	214.3704556399986	77.10014307162136	116.14517229601431	111.01381187282257	500.0416701391783	217.16941385975198	266.40819403585743	148.14476706637726	173.3691098094036	144.79176592740365	11.257452673189922	193.57000161308332	70.97691042240724	7891.228369546464
hsa-miR-181c-5p	91.79604809667849	123.97424858394987	59.44321929653505	244.8161805868603	311.12139318564374	312.19430973838115	63.522682097031954	21.405392446465115	177.51721157832654	136.11624970793955	147.33453410978635	95.82508456054005	427.326914259514	164.87879702696307	196.4451312402343	170.33610287219116	107.49713591546967	171.71011926048286	75.69994853454888	260.0449872376244	114.63188592767311	266.04037971935503	81.24507362656628	101.43285209798026	17.19311630605896	10.387264557614602	254.08809597270368	195.8222792103802	12.378622227054072	112.13366332668541	72.14783428384172	179.80739032348546	17.834551740048177	12.262131676219775	242.61281495895594	308.9283826483267	63.38159155602749	144.4173523943862	116.00774626710152	708.7799952321608	234.31436758552186	189.88669149364304	120.91816122715117	264.03916149133306	57.54544543268606	32.33523640171573	158.41305687566435	12.618117408427954	7460.608952303936
hsa-miR-98-5p	67.53963781173799	62.66457920226974	56.108223097041126	237.01470496549234	60.62878431309981	210.44209026809398	45.524588836206235	66.35671658404185	172.84570601047585	201.7628662009419	118.78846812601523	94.60178560870337	927.5891792755617	288.1137692742864	160.3231624572046	101.3905374239233	66.90381186347413	103.4754506562827	70.96870175113958	34.89073204026827	204.00589868484198	166.17655765852888	65.56619976880788	72.35974162403687	13.253027152587116	7.1070757499468336	126.39586406805412	142.03821485191278	12.83609304848868	178.45271563703935	57.3137001320238	137.85233258133886	5.177773085820438	16.349508901626365	184.28569284717392	62.49045610985164	42.23555883084665	39.27540694746799	122.98913157910366	1449.1743821029015	104.01271926967068	164.3795239795716	27.02641020805531	81.70268393316721	51.29588630505027	43.329216778299084	150.55444569906481	31.545293521069887	6907.115006822607
hsa-miR-1307-3p	99.02846400732588	149.7175351751526	137.56859322912396	292.4737304077691	263.25656346477547	254.380548675718	69.34559462259321	44.95132413757674	192.69960467384132	254.01221402190293	243.10198128114746	103.98041090611792	567.152682255846	160.45313939671325	241.10501991743467	143.2986262258116	86.4487456662868	88.4567281038851	53.620796878638785	87.77199778879985	116.57479924848113	189.46495885057922	57.01408675548511	76.88222547553917	42.9827907651474	30.615095538232513	163.34234741102378	139.48984272520232	25.02634493730497	102.52220647011238	59.33653660727169	122.26902541997012	37.970335962683215	39.511313178930386	200.0930432651183	166.21051766060165	54.30913986722514	144.4173523943862	115.40037586779734	491.9660617712975	124.58666374059456	143.1235510511787	89.28725150216792	159.41987108910675	99.00291687343838	84.07161464446091	184.88416820736805	77.28596912662123	6869.884707243787
hsa-miR-654-3p	68.42978130843305	33.8727455147404	91.09480359728748	350.2503490262681	0.0	87.87691681524804	18.527448944967652	23.545931691111626	273.28307571926587	49.30194871311196	38.67531520381891	46.89312648707279	818.707015130674	336.05032599693754	283.1378563195056	90.57554676537148	68.40726830984433	107.37795336674823	111.44714645364141	26.71321671833039	42.74409305777641	321.30099271744064	68.41690410658214	134.38237730178275	11.820267460415536	24.60141605750827	158.1568760646421	93.88739414196311	14.12777536783345	99.31838751792137	28.6568500660119	212.17272058171287	8.62962180970073	47.68606762974357	321.6495670486776	247.84748569884766	94.86833565245918	146.70969132128124	133.1490886474644	848.0680883613686	334.8980961100386	165.79658884146446	90.88881655153416	92.6628000705433	32.175947983867474	15.209537122288511	133.18277888763427	12.618117408427954	6859.794455669312
hsa-miR-210-3p	93.46506715298173	197.81683380608396	150.53802289382253	111.30975677349248	87.75218782159183	212.7546407106005	75.16850714815448	98.46480525373953	210.21775055328143	141.47515717675606	259.67711636849845	177.3783480163188	62.943603851444294	113.01562167247307	106.83345918859696	120.31677107638899	122.53170037917171	65.75125778844935	71.49439583818506	61.603948758598655	202.06298536403395	190.25439617912332	69.84225627546925	73.00581074568005	186.2587599823054	72.71085190330221	68.70749533955762	311.1696491562206	148.8125672078457	59.27065061553372	260.2716264818963	255.32649425934937	134.6221002313314	174.3947616173479	228.60630193039765	122.45545205736906	283.0353786375155	123.78630205233104	125.18578785658717	84.30935136067541	115.44268842018396	96.36041060871439	70.86925343445616	111.59390976237472	134.8914742400598	69.10159779181474	105.47083421225695	414.82060980206904	6833.148709754434
hsa-miR-99a-5p	178.58503902444724	52.16402809270022	27.946032967981413	47.33112824679299	39.88735810072356	173.44128318798954	67.75752757016741	62.07563809474883	56.05806681420839	40.72769676300553	47.883723585680556	67.28144235101747	21.348005502063273	19.327676682106603	46.41125686061999	25.68560281406057	30.0691289274041	72.84671726202302	32.06733930977418	45.248918114722905	136.0039324565613	82.89091949712841	49.88732591104947	97.23340280729954	81.30911253073717	34.988680615122874	141.30409418890153	521.7456617317664	14.396875851030279	27.2324610936236	419.90713832020964	949.3830209080033	23.012324825868614	70.84787190704759	23.010699975488603	280.73719944087486	18.6942732895564	53.487908294217114	13.09220638500157	21.190396357319184	91.4397532041061	24.090102652178597	130.52755152334862	62.771574241335784	274.423710208562	164.3109049746444	40.5338892266713	1209.7620065330302	6212.358609222922
hsa-miR-32-5p	130.18348639165313	129.39388786630835	149.92043100502735	212.82686632351056	39.88735810072356	60.1263115051697	71.99237304330288	134.85397241273023	70.07258351776048	65.37867111956152	93.9257654949888	112.1357372516958	104.68592388812472	124.97872745424209	143.32029634317243	78.40868227450069	91.7108432285825	115.41947410346505	94.09924158114062	95.94951311073773	190.40550543918584	108.94235133908306	104.05070832876032	97.87947192894273	152.94709713931618	58.49670040340855	119.26584096677928	158.26732155359497	139.66315077915354	155.38521918126406	209.70071460069883	290.0892563885566	319.296006958927	242.51771537412444	102.54768467337313	84.86720778076656	198.68355272813173	103.91936468590754	105.74993507885287	100.97740703198136	109.72770384492732	143.1235510511787	136.53342045847202	85.68818071039487	112.61581794353616	13.772415504434479	83.13583402613195	145.1083501969215	5992.627632113204
hsa-miR-424-3p	51.18325105996618	109.7476954677589	153.47158436559957	193.89441502479335	223.36920536405194	113.31497168281983	27.526495575380515	55.6540203608093	119.12339198019282	112.53705684514686	176.8014409317436	79.5144318693843	116.86382393397524	102.75823810236282	194.9856577540513	114.90927574711307	81.18664810399108	59.60185957801884	105.13881740909567	320.0134329318355	112.6889726068651	194.20158282184372	55.58873458659798	78.82043284046874	154.73804675453064	66.69717242257798	147.78593337187866	154.24357609036798	16.415129475006484	121.74512018325845	267.35155414526395	285.294392646597	117.93816473257665	250.69246982493763	64.53000645300065	104.24864623588972	45.95871720555931	74.88307161190396	168.71399980672123	90.4468137202648	128.01565448574854	83.60682685167866	104.50211947114721	143.47788398019608	110.1407450217002	38.20348300795303	87.27194517171066	116.71758602795859	5896.514495642293
hsa-miR-410-3p	70.09880036473629	21.67855712943386	67.93510776746862	432.18216412933737	71.79724458130241	78.62671504522193	16.410026208399923	21.405392446465115	152.99180734711038	47.158385725585354	34.991951851074255	75.43676869659535	470.02292526364056	138.6014548473548	382.6739480771875	43.25996263420728	57.13134496206779	77.57702357773881	69.39161949000314	49.61025961975644	52.458659661816505	254.1988197911938	58.43943892437224	114.35423453084398	62.32504660946373	27.334906730564743	286.49729188758937	146.19608516391398	12.647722710250898	92.91074961353934	62.70793073268486	255.32649425934937	6.903697447760584	69.48541283191206	322.65003226500323	130.09056417605393	69.28339403870861	84.05242731948404	66.13588792423472	646.2424840312921	136.01663289110783	167.21365370335732	90.08803402685103	49.81870971534586	33.41348444478545	16.766418874963716	119.94722322178241	36.27708754923037	5848.763984842144
hsa-miR-125b-5p	156.88779129250506	60.29348701623792	27.17404310698745	35.57995157862369	15.954943240289424	185.00403540052218	31.761341048515977	68.49725582868837	80.58347104542456	68.59401560085142	27.62522514558494	124.36872677006261	46.877579092159564	19.938509636281708	59.54651823626716	81.11242993913864	43.60023694473595	73.79277852516617	57.30065548795714	44.158582738464524	169.03345891029764	131.04659653831732	64.14084759992075	121.46099486891903	97.42765906766745	26.78820859595345	156.86050822804665	374.2083280801101	16.684229958203314	33.64009899800562	242.74037702974783	368.00579219540026	12.081470533581022	193.46918866924534	25.51186301630258	152.99590053210858	18.36465134238538	48.139117464795405	11.944951186315864	35.92030602033374	205.7394447092387	31.175426961642888	180.9768505783852	89.67367748762254	516.0527042027976	207.90359404955007	58.73277826721759	938.4724822518292	5837.843085018406
hsa-miR-301a-3p	47.84521294735969	75.8749499530185	64.84714832349277	245.79544530920774	31.909886480578848	339.9449150484595	48.70072294105783	64.21617733939534	241.75041313627366	156.4800980894423	134.44276237518002	103.98041090611792	413.53507565337003	130.57995039252702	202.57491988220298	143.2986262258116	65.40035541710392	91.29491189331458	78.85411305682175	49.06509193162725	155.4330656646415	146.04590578065483	37.05915639106532	40.37932010269915	11.103887614329745	21.3212272498405	90.74574856167989	147.53733365165633	10.22581836147945	118.54130123106744	22.92548005280952	131.85875290388935	3.451848723880292	25.88672242757508	170.07908677535053	49.04091245462981	42.41135720267119	32.09274497653027	103.65788148124953	598.5640922273238	171.44953725769892	175.71604287471447	45.244212644596296	101.63016781930556	49.50145843671919	3.5928040446350815	120.77444545089814	41.00888157739085	5397.670381243347
hsa-miR-30e-3p	91.23970841124407	105.00551109569525	55.892065935962826	177.57333631900266	55.842301341012984	242.81779646318535	41.8190990472127	70.63779507333487	188.02809910599063	116.28829207331843	73.66726705489317	48.93195807346726	284.27326914259515	108.68216524285346	143.32029634317243	121.66864490870796	47.35887806066146	107.8509839983198	48.88955009522948	192.98936159773385	106.86023264444103	189.46495885057922	75.54366495101777	126.62954784206453	19.700445767359227	15.307547769116256	107.59853043742044	107.29987901938641	7.131162804715932	84.90120223306181	20.396934458749644	115.0767298070307	7.4790055684073	21.118115664600722	170.32920307943195	253.8674779462723	24.815823737018192	74.11895863627228	91.44298789524291	421.15912760171875	139.44562363626181	134.62116187982156	94.09194665026664	75.72443876732571	242.55714633992403	190.5383745004805	102.57555641035185	31.545293521069887	5374.117457803001
hsa-miR-1260b	72.32415910647396	74.52004013242889	21.615716107830927	28.561887735133702	15.954943240289424	152.6283292054308	102.95968056560596	147.69720788060928	293.7209125786127	185.4181984210515	278.0939331322217	84.61151083537047	107.80375974323705	21.125600094395587	25.248891310966222	183.17890427922143	184.17341468035013	165.79723636583813	83.05966575318557	50.97317884007942	119.48916922969315	315.38021275336	161.06479508424545	81.56622660745228	14.864881806280144	91.02523941278059	172.41692226719178	152.23170335875446	33.0993594332098	210.651096106559	17.362679745877795	54.54157506479059	5.465427146143796	33.380247340820496	206.09583456307183	75.61697579082141	51.829127121843186	163.52017678517802	16.02782998163852	55.6893953049059	116.58568533523528	121.86757812278584	66.66514517986977	175.36185819801742	61.25805481544	21.077783728525812	270.9152800354051	8.67495571829422	5153.192386046524
hsa-miR-28-5p	91.79604809667849	63.680761567711954	51.41452474219785	234.37069021515424	39.88735810072356	240.5052460206788	52.406212730051365	38.529706403637206	213.72137972916946	148.9776276330992	103.13417387685044	67.28144235101747	339.3672627235213	150.40320852802097	150.90955847132412	141.94675239349263	66.90381186347413	127.71827052432609	53.09510279159331	47.42958886723967	68.00196622828065	119.99447393870018	57.01408675548511	83.01988213114944	17.551306229101854	8.200472019169423	93.33848423487073	140.83109121294467	10.360368603077864	91.30884013744384	28.6568500660119	161.82665129113693	10.355546171640876	25.88672242757508	150.0697824488387	118.0505796812047	35.75613312645632	44.31855258663704	78.68820950985479	432.4003744498088	112.01369767502997	165.79658884146446	96.09390296197444	76.72081296163262	151.5982164624525	74.37104372394619	125.7377788255926	29.968028845016395	5031.409171176462
hsa-miR-361-5p	58.972006656047995	81.29458923537696	101.90266165120293	229.14794502930124	39.88735810072356	168.81618230297647	47.112655888632034	66.35671658404185	98.10161692486467	51.44551170063857	60.775495320286865	40.77663172788938	284.71343420449335	136.82658173522336	172.8016607640694	77.0568084421817	49.614062730216766	105.48583084046192	62.03190227136644	220.24774600419343	73.83070619070472	127.0994098955969	61.29014326214649	82.37381300950626	41.19184114993293	10.387264557614602	160.74961173783294	156.92607306585262	15.607828025416003	51.26110323505619	48.21093599340825	152.2369238072177	24.162941067162045	39.511313178930386	90.04186946930324	288.95962787638166	40.810336316411956	116.14517229601431	75.24644391379768	236.1307886768342	123.44366682554323	59.51672419950006	48.84773400567034	73.73169037871187	64.97066419819394	10.179611459799398	90.16722297361574	375.3889929007317	4891.787851781076
hsa-miR-361-3p	245.90214096201146	65.71312629859638	39.680278855089625	84.86960927011157	119.66207430217068	111.00242124031331	90.51982198827054	79.19995205192092	64.23320155794711	96.46033443869732	57.09213196754221	20.38831586394469	171.6643741403026	60.16128341120839	78.81156825388301	68.94556544826784	48.110606283846565	198.19983462849123	93.57354749409514	150.4662819236569	69.94487954908867	80.52260751149618	129.70704736872864	143.10431044396577	39.042701611675554	16.94764217295014	88.15301288848903	147.53733365165633	9.553067153487381	38.44582742629214	78.55348312212674	119.87159354899032	17.25924361940146	21.79934520216849	76.53558904890775	643.4050250784067	33.68422374423848	155.11493405322963	63.03155032779106	100.39596322949393	64.00782724287427	170.04778342714303	100.49820684773161	82.69905812747413	86.62755226425858	64.07167212932562	150.14083458450693	83.5950278308352	4818.953813587102
hsa-miR-19a-3p	88.45800998407199	173.42845703547087	84.4556907927394	134.81211010983105	63.819772961157696	143.37812743540468	65.11074914945776	44.95132413757674	131.97003229178225	86.81430099482758	99.45081052410578	110.09690566530134	143.49381017881706	88.32875020373584	74.14125309809735	98.68678975928535	75.17282231851026	86.40692870040826	86.21383027545845	81.22998553124955	273.95077823393063	131.57288809068	48.46197374216234	80.11257108375511	32.95347291994634	22.41462351906309	70.00386317615305	84.4986547277668	56.24200098813697	118.54130123106744	81.9248772475399	75.5191039358639	13.807394895521169	50.41098578001463	143.06652593455956	132.14617128493063	193.50377927258717	87.8729921976424	91.78041589485636	127.2715878778012	77.72379022349018	89.27508629925009	85.28333887875232	108.60478717945398	70.53957827232485	46.22741204097138	119.53361210722454	47.317940281604834	4520.981968464339
hsa-miR-342-5p	237.55704568049524	55.55130264417426	29.644410662168127	162.55794390967523	39.88735810072356	76.3141646027154	101.1069356711092	64.21617733939534	50.218684854395015	42.87125975053214	25.78354346921261	32.621305382311505	109.38101788170565	86.96878249444032	141.5689281597528	45.96371029884523	69.15899653302944	163.668598523766	96.20201792932254	80.68481784312037	75.77361951151273	56.83948765517377	163.9154994220197	201.57356595267413	20.416825613445017	7.1070757499468336	149.0823012084741	181.06854584521457	10.764019327873106	40.04773690238765	75.8563678217962	91.10241109723265	8.054313689054014	13.624590751355305	47.0218651673028	589.3719239307907	22.445684974026577	136.0121096624378	32.93297276227199	90.96365265580917	48.0058704321557	114.78225381332155	297.09031665743765	32.880348412128264	111.37828148261818	12.215533751759278	95.95777857742593	14.19538208448145	4452.4073366430175
hsa-miR-339-3p	109.04257834514534	100.2633267236316	63.61196454590244	108.69838418056597	95.72965944173654	104.06476991279372	51.87685704590943	59.93509885010232	115.6197628043048	110.39349385762026	73.66726705489317	89.70858980135664	215.16735442457588	113.63797977672695	86.4008303820347	104.09428508856126	84.19356099673149	130.55645431375555	46.26107966000209	106.30769918519238	81.60235947393679	88.41698079693698	88.37183447100192	107.89354331441211	59.459527225120574	26.78820859595345	82.96754154210733	83.15740624002447	33.77211064120187	40.04773690238765	65.4050460330154	82.71139954880331	29.340714152982482	29.97409965298167	104.04838249786151	227.2914146100807	67.46262518766869	123.78630205233104	72.61450551681283	227.99057544201037	108.58470692987599	110.53105922764297	149.34594085340194	83.69543232178104	43.93254436258828	41.0777262436611	129.46027885661343	25.23623481685591	4384.197233901596
hsa-miR-181a-2-3p	66.76076225212981	111.78006019864333	53.11290243638456	137.42348270275758	127.63954592231539	138.75302655039164	52.406212730051365	38.529706403637206	94.59798774897665	98.60389742622392	84.71735711312715	79.5144318693843	181.7148097203118	84.82510457978807	122.59577283937357	91.92742059769046	49.614062730216766	136.23282189261448	63.60898453250287	73.59763789744088	73.83070619070472	83.68035682567249	142.53521688871277	83.01988213114944	21.133205459530807	12.574057096059782	54.44744913700793	105.95863053164408	11.571320777463589	60.872560091629225	53.60516659406931	58.73708083900526	21.28640046392847	17.711967976761898	93.5434977264428	180.59976742273852	28.53584285509113	77.93952351443065	101.16091428411006	230.25174578501696	125.72966065564589	128.95290243225014	96.89468548665756	145.4706323688099	103.33429448665132	128.26310439347242	100.92111195212037	61.51332236608628	4292.0309948768245
hsa-miR-194-5p	229.211950398979	160.5568137398695	18.682154636053873	28.725098522191608	15.954943240289424	64.75141239018276	27.526495575380515	29.96754942505116	38.53992093476826	35.368789294189014	42.358678556563575	55.04845283265067	26.996790463090328	29.965390204816437	12.551471981173961	28.389350478698525	37.58641115925512	64.33216589373461	72.54578401227602	49.06509193162725	128.23227917332923	17.367621227969764	52.738030248823726	105.95533594948256	71.637984608579	15.307547769116256	28.52009240509939	186.43353979618388	22.20078986373828	48.057284282865176	72.48497369638304	146.2433441297682	9.78023805099416	25.88672242757508	23.010699975488603	37.881902435013444	25.553549047353332	24.45161522021354	28.006523967915726	43.80209978738539	41.14788894184774	39.677816133000036	314.7075322004663	20.923858080445264	1024.680189640087	422.15447524462206	35.15694473741898	121.44938005611907	4201.574974768126
hsa-miR-199a-5p	57.85932728517916	39.29238479709887	63.457566573703645	195.2001013212566	0.0	212.7546407106005	32.29069673265791	36.389167158990695	178.68508797028923	102.89102340127714	84.71735711312715	36.69896855510044	342.3750573131591	246.16183881587412	154.12040014092676	87.87179910073353	81.18664810399108	166.5067823131955	64.66037270659383	25.077713653942816	85.48818611555282	173.67621227969764	37.05915639106532	83.34291669197104	2.507329461300265	5.466981346112949	77.78207019572561	115.3473699458404	13.185923676644554	60.872560091629225	13.485576501652657	86.30754735527303	2.8765406032335767	35.423935953523795	80.53744991421011	180.8934255811495	41.94046870671259	45.846778537900384	83.00728790490685	364.8882884943254	96.0117408643114	58.0996593376072	50.44929905503658	43.840464549504354	25.988265679277575	4.311364853562098	106.71166755593056	15.772646760534943	4199.31804817189
hsa-miR-20a-5p	33.93672081149932	130.74879768689794	44.929809909848565	170.71848326257057	47.86482972086827	171.128732745483	58.758480939754556	66.35671658404185	121.45914476411816	101.81924190751383	138.1261257279247	112.1357372516958	262.92526364053185	143.9260741837491	88.15219856545433	209.5404440094415	52.620975622957175	85.61854431445563	68.86592540295766	22.351875213296857	159.31889230625754	108.15291401053898	59.86479109325936	35.85683625119684	17.90949615214475	13.667453365282372	57.04018481019878	127.41860633552136	17.760631890990624	64.07637904382024	63.04507014522618	76.7178198713538	6.328389327113869	14.987049826490836	98.54582380807076	48.4535961378079	130.6349329677146	38.96976175721532	95.82955189021767	205.29273218935342	149.73259587172373	75.10443768032151	41.240300021180694	116.57578073390931	40.21993497983434	32.694516806179244	92.64888966096296	59.93605769003279	4180.00754888898
hsa-miR-769-5p	66.20442256669538	98.23096199274717	44.3122180210534	120.12313927461945	199.4367905036178	150.31577876292425	29.11456262780631	19.264853201818603	94.59798774897665	93.2449899574074	47.883723585680556	57.08728441904513	177.45988078862908	64.05678413783453	95.15767129913282	43.25996263420728	49.614062730216766	66.69731905159252	44.15830331182018	221.33808138045183	62.1732262658566	149.20365509483113	59.86479109325936	92.06484983415406	18.62587599823054	6.013679480724243	93.33848423487073	143.51358818842934	7.6693637711095874	59.27065061553372	41.13100833004061	82.71139954880331	13.807394895521169	17.711967976761898	122.55698899988495	245.791878589971	21.880618778876254	79.467749465694	62.42417992848686	224.63112236097194	118.87167916533792	113.36518895142869	95.29312043729132	133.5141420371269	63.73312773727596	42.6346079963363	100.5075008375625	18.927176112641934	4072.2577947232894
hsa-miR-589-5p	56.19030822887592	56.22875755446907	58.3624334911435	89.43951130773296	79.77471620144712	48.56355929263707	48.70072294105783	34.24862791434418	64.23320155794711	67.52223410708812	64.45885867303153	42.81546331428385	90.30719853278313	73.20775330038231	92.53061902400339	17.574359820146707	76.67627876488046	105.95886147203349	49.41524418227496	368.53335717533355	91.31692607797689	108.15291401053898	64.14084759992075	97.55643736812114	84.53282183812323	72.16415376869092	160.74961173783294	68.40367287485884	47.63078552583849	49.65919375896068	86.64482902311832	134.25618477486915	69.61228259825256	47.68606762974357	74.53465861625656	184.71098164049192	73.45860536954152	122.25807610106769	61.14195352995578	103.62620657664625	77.72379022349018	45.34607558057147	93.29116412558352	52.80783229826661	64.97066419819394	15.68857766157319	62.8688894127963	63.090587042139774	3862.7668578193166
hsa-miR-500a-3p	52.388653711740744	86.37550106258803	41.22425857707755	68.22210899020507	7.977471620144712	189.62913628553522	45.7892666782772	43.88105451525348	95.18192594495798	74.4888138165496	66.30054034940385	50.97078965986173	77.73804065413418	103.04252513763929	68.74120119922017	68.26962853210836	52.99683973454973	111.39871373510664	55.723573226820704	158.09862955746559	82.5738161343408	119.2050366101561	75.54366495101777	66.8681540900698	50.32568418752675	48.92948304771089	128.34041582294725	119.37111540906739	29.33195266845421	45.65442006872192	94.06189609902728	122.26902541997012	71.62586102051606	38.83008364136262	65.78058797340763	169.93018766714044	71.70062165129607	85.19859678293155	70.79239431890024	89.21932124834693	116.58568533523528	77.2300349731608	60.659276244746366	126.53952267697848	56.61729308699758	20.41910298700938	58.31916715265972	63.090587042139774	3743.451661300478
hsa-miR-215-5p	49.51423200366294	203.2364730884424	37.20991129990895	28.398676948075792	15.954943240289424	474.07284071383805	7.940335262128994	17.12431395717209	89.92648218112595	49.30194871311196	219.16011948830717	201.84432705305244	6.785878037597432	4.137528878280423	26.416470099912637	62.18619628667296	21.048390249182873	16.083041473433656	55.723573226820704	37.07140279278503	118.51771256928915	75.7859835402317	25.6563390399683	40.37932010269915	14.3275969217158	59.043398538019844	12.96367836595427	337.323994667196	11.705871019062002	54.4649221872472	45.00811157426575	355.4192748727563	5.465427146143796	27.24918150271061	177.08234328962968	25.2546016233423	6.482564961030053	42.79032663537369	8.132014790683964	10.659803045602638	160.01956810718568	45.34607558057147	22.42191069112737	131.52139364851305	81.67740642058666	9.281410448640628	84.79027848436343	26.024867154882656	3637.9324619225954
hsa-let-7c-5p	94.66119747666572	58.70146797704511	23.082496843719458	44.736076732572265	106.4992461289319	35.49764929247519	19.87730593952958	40.45619172381906	38.656708573964536	40.08462786674755	43.279519394749734	63.71348707482716	322.05899434510167	48.65117090920229	29.238118839866473	51.77676777781683	28.189808369441344	29.919187446902313	37.63969663245624	35.16331588433286	92.38552840442128	37.814048037261436	35.871362916992716	44.029610639983154	29.443211674125966	6.642382335527233	32.73328787403453	171.14330703592134	14.047045222874404	37.72496816204916	35.06811789450593	65.27008268742523	5.868142830596496	37.39950161247032	44.09550440955044	31.465471673734037	12.224265355085242	21.08951812743418	33.39974816173725	365.3854383275633	37.947497579704034	68.23167310014115	71.81017290095882	64.76432262994962	309.4459920525409	553.0103865569728	40.5132086709434	65.61421052382536	3556.3210426284963
hsa-miR-223-5p	27.260644586286336	74.52004013242889	48.63536124261958	91.39804075242785	95.72965944173654	55.501210620156655	37.054897889935305	21.405392446465115	75.91196547757386	68.59401560085142	40.51699688019124	18.34948427755022	141.2196240256763	34.96730533900503	66.84388566718225	32.444971975655456	32.324313596959406	47.77609378872939	32.06733930977418	363.62684798217083	83.5452727947448	217.09526534962205	47.03662157327522	48.45518412323898	44.77374038036188	10.387264557614602	84.26390937870275	79.13366077679748	4.440157972747656	84.90120223306181	35.39963831683823	134.25618477486915	10.355546171640876	46.323608554608036	100.04652163255915	99.84377385972537	11.207146203814668	68.77016780685058	47.307405545804635	127.46540247863032	46.862873517104376	68.01911337085721	73.67199227084707	69.74619360148421	27.844570370654544	2.155682426781049	91.82166743184722	37.85435222528387	3209.1322107337446
