name	SRX1704767	SRX1704760	SRX1704761	SRX1704762	SRX1704763	SRX1704764	SRX1704765	SRX1704748	SRX1704749	SRX1704746	SRX1704747	SRX1704744	SRX1704745	SRX1704742	SRX1704743	SRX1704740	SRX1704741	SRX1704766	SRX1704775	SRX1704773	SRX1704772	SRX1704739	SRX1704774	SRX1704759	SRX1704758	SRX1704771	SRX1704770	SRX1704755	SRX1704754	SRX1704757	SRX1704756	SRX1704751	SRX1704750	SRX1704753	SRX1704752	SRX1704768	SRX1704769
hsa-miR-26b-5p	813.0081300813008	0.0	0.0	3914.988814317673	1236.3486503193901	1106.6843736166445	337.2681281618887	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1350.4388926401082	2635.046113306983	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11393.783102443987
hsa-miR-21-5p	1626.0162601626016	0.0	0.0	0.0	2884.81351741191	4648.074369189907	1517.7065767284992	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10676.610723492919
hsa-miR-140-3p	0.0	0.0	0.0	1677.8523489932886	0.0	0.0	337.2681281618887	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2025.6583389601622	2635.046113306983	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1076.4262648008612	0.0	2806.361085126286	10558.612279349469
hsa-miR-93-5p	0.0	0.0	0.0	0.0	618.1743251596951	221.3368747233289	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9708.73786407767	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10548.249063960693
hsa-miR-125b-5p	813.0081300813008	0.0	2985.0746268656717	2796.420581655481	618.1743251596951	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1350.4388926401082	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1870.9073900841906	10434.023946486448
hsa-miR-29a-3p	813.0081300813008	0.0	0.0	0.0	1030.2905419328251	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6688.963210702341	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1870.9073900841906	10403.169272800656
hsa-miR-378a-3p	1219.5121951219512	0.0	0.0	0.0	1236.3486503193901	664.0106241699867	2192.2428330522766	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1350.4388926401082	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1870.9073900841906	8533.460585387904
hsa-miR-122-5p	2032.520325203252	0.0	0.0	0.0	0.0	0.0	0.0	5305.039787798409	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7337.56011300166
hsa-miR-150-5p	0.0	0.0	0.0	0.0	824.2324335462602	774.6790615316511	505.902192242833	0.0	0.0	0.0	0.0	0.0	5128.205128205128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7233.018815525872
hsa-miR-130a-3p	0.0	0.0	0.0	0.0	824.2324335462602	996.01593625498	0.0	5305.039787798409	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7125.288157599649
hsa-miR-195-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6993.006993006993	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6993.006993006993
hsa-miR-30b-5p	0.0	0.0	2985.0746268656717	2237.1364653243845	824.2324335462602	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6046.443525736317
hsa-miR-23a-3p	2235.7723577235774	0.0	0.0	559.2841163310961	0.0	221.3368747233289	337.2681281618887	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2635.046113306983	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5988.707590246874
hsa-miR-146b-5p	0.0	0.0	0.0	1118.5682326621923	824.2324335462602	664.0106241699867	337.2681281618887	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2820.8744710860365	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5764.953889626364
hsa-miR-222-3p	0.0	0.0	0.0	1118.5682326621923	412.1162167731301	221.3368747233289	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1410.4372355430182	0.0	0.0	0.0	0.0	0.0	0.0	2025.6583389601622	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5188.116898661831
hsa-miR-27a-3p	0.0	0.0	0.0	2609.9925428784486	1098.9765780616801	1051.3501549358123	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4760.3192758759415
hsa-miR-146a-5p	0.0	0.0	0.0	0.0	412.1162167731301	1438.6896857016377	1180.4384485666103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1410.4372355430182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4441.681586584396
hsa-miR-301a-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1410.4372355430182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2635.046113306983	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4045.483348850001
hsa-miR-744-5p	0.0	0.0	0.0	0.0	618.1743251596951	332.00531208499336	337.2681281618887	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2635.046113306983	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3922.4938787135598
hsa-miR-218-5p	0.0	0.0	0.0	3355.7046979865772	0.0	442.6737494466578	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3798.378447433235
hsa-miR-484	0.0	0.0	0.0	0.0	0.0	1106.6843736166445	505.902192242833	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2115.6558533145276	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3728.242419174005
hsa-let-7e-5p	0.0	0.0	2985.0746268656717	0.0	0.0	0.0	674.5362563237774	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3659.610883189449
hsa-miR-129-2-3p	813.0081300813008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2700.8777852802164	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3513.885915361517
hsa-miR-28-3p	0.0	0.0	0.0	0.0	1236.3486503193901	996.01593625498	1180.4384485666103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3412.8030351409807
hsa-miR-144-3p	0.0	0.0	0.0	0.0	2060.5810838656503	1328.0212483399735	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3388.6023322056235
hsa-miR-106b-3p	0.0	0.0	0.0	0.0	0.0	0.0	505.902192242833	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2806.361085126286	3312.263277369119
hsa-miR-584-5p	1219.5121951219512	0.0	0.0	0.0	412.1162167731301	1106.6843736166445	505.902192242833	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3244.2149777545583
hsa-miR-219a-2-3p	0.0	0.0	0.0	1677.8523489932886	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1350.4388926401082	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3028.2912416333966
hsa-miR-425-5p	0.0	0.0	0.0	0.0	618.1743251596951	1217.352810978309	1180.4384485666103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3015.9655847046142
hsa-miR-486-3p	0.0	0.0	0.0	0.0	824.2324335462602	553.3421868083223	1517.7065767284992	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2895.2811970830817
hsa-miR-148b-3p	0.0	0.0	0.0	0.0	618.1743251596951	885.3474988933156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1350.4388926401082	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2853.960716693119
	sumhsa-miR-92b-3p	0.0	0.0	2985.0746268656717	2796.420581655481	1030.2905419328251	774.6790615316511	337.2681281618887	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3526.093088857546	0.0	0.0	0.0	0.0	0.0	0.0	1350.4388926401082	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2806.361085126286	15606.626006771457
hsa-miR-200a-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1410.4372355430182	0.0	0.0	0.0	0.0	0.0	0.0	1350.4388926401082	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2760.8761281831266
hsa-miR-221-3p	0.0	0.0	0.0	0.0	618.1743251596951	442.6737494466578	337.2681281618887	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1350.4388926401082	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2748.5550954083496
hsa-miR-338-3p	813.0081300813008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1870.9073900841906	2683.915520165491
hsa-miR-23b-3p	1422.7642276422764	0.0	0.0	559.2841163310961	0.0	221.3368747233289	337.2681281618887	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2540.6533468585903
hsa-miR-186-5p	0.0	0.0	0.0	0.0	824.2324335462602	1328.0212483399735	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2152.2536818862336
hsa-miR-136-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1870.9073900841906	1870.9073900841906
hsa-miR-30a-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1870.9073900841906	1870.9073900841906
hsa-miR-496	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1870.9073900841906	1870.9073900841906
hsa-miR-9985	0.0	0.0	0.0	1491.4243102162563	274.74414451542003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1766.1684547316763
hsa-let-7d-3p	0.0	0.0	0.0	0.0	824.2324335462602	553.3421868083223	337.2681281618887	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1714.842748516471
hsa-miR-375-3p	0.0	0.0	0.0	0.0	0.0	221.3368747233289	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1350.4388926401082	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1571.7757673634371
hsa-miR-3615	0.0	0.0	0.0	0.0	412.1162167731301	332.00531208499336	674.5362563237774	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1418.6577851819006
hsa-miR-383-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1350.4388926401082	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1350.4388926401082
hsa-miR-342-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1350.4388926401082	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1350.4388926401082
hsa-miR-361-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1350.4388926401082	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1350.4388926401082
hsa-miR-652-3p	0.0	0.0	0.0	0.0	412.1162167731301	885.3474988933156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1297.4637156664458
hsa-miR-12136	0.0	0.0	0.0	0.0	0.0	553.3421868083223	674.5362563237774	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1227.8784431320996
hsa-miR-130b-3p	0.0	0.0	0.0	0.0	824.2324335462602	332.00531208499336	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1156.2377456312536
hsa-miR-99a-5p	0.0	0.0	0.0	1118.5682326621923	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1118.5682326621923
hsa-miR-339-5p	0.0	0.0	0.0	1118.5682326621923	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1118.5682326621923
hsa-miR-1298-5p	0.0	0.0	0.0	1118.5682326621923	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1118.5682326621923
hsa-miR-153-3p	0.0	0.0	0.0	1118.5682326621923	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1118.5682326621923
hsa-miR-197-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1077.5862068965516	0.0	0.0	0.0	1077.5862068965516
hsa-miR-326	813.0081300813008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	813.0081300813008
hsa-miR-138-5p	813.0081300813008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	813.0081300813008
hsa-miR-29c-3p	813.0081300813008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	813.0081300813008
hsa-miR-431-3p	813.0081300813008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	813.0081300813008
hsa-miR-98-5p	0.0	0.0	0.0	0.0	412.1162167731301	221.3368747233289	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	633.4530914964589
hsa-miR-1307-5p	0.0	0.0	0.0	0.0	412.1162167731301	221.3368747233289	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	633.4530914964589
hsa-miR-363-3p	0.0	0.0	0.0	0.0	0.0	553.3421868083223	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	553.3421868083223
hsa-miR-199a-3p	0.0	0.0	0.0	0.0	274.74414451542003	147.55791648221924	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	422.3020609976393
hsa-miR-340-5p	0.0	0.0	0.0	0.0	412.1162167731301	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	412.1162167731301
hsa-miR-323b-3p	0.0	0.0	0.0	0.0	412.1162167731301	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	412.1162167731301
hsa-miR-141-3p	0.0	0.0	0.0	0.0	412.1162167731301	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	412.1162167731301
hsa-miR-139-5p	0.0	0.0	0.0	0.0	412.1162167731301	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	412.1162167731301
hsa-miR-532-5p	0.0	0.0	0.0	0.0	412.1162167731301	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	412.1162167731301
hsa-miR-589-5p	0.0	0.0	0.0	0.0	0.0	0.0	337.2681281618887	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	337.2681281618887
hsa-miR-16-2-3p	0.0	0.0	0.0	0.0	0.0	332.00531208499336	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	332.00531208499336
hsa-miR-421	0.0	0.0	0.0	0.0	0.0	221.3368747233289	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	221.3368747233289
hsa-miR-32-5p	0.0	0.0	0.0	0.0	0.0	221.3368747233289	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	221.3368747233289
hsa-miR-4732-3p	0.0	0.0	0.0	0.0	0.0	221.3368747233289	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	221.3368747233289
hsa-miR-335-5p	0.0	0.0	0.0	0.0	0.0	221.3368747233289	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	221.3368747233289
hsa-miR-409-3p	0.0	0.0	0.0	0.0	0.0	221.3368747233289	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	221.3368747233289
hsa-miR-28-5p	0.0	0.0	0.0	0.0	0.0	221.3368747233289	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	221.3368747233289
