name	SRX3313436	SRX3313437	SRX3313434	SRX3313435	SRX3313432	SRX3313433	SRX3313430	SRX3313431	SRX3313454	SRX3313455	SRX3313456	SRX3313457	SRX3313443	SRX3313441	SRX3313438	SRX3313439	SRX3313440	SRX3313447	SRX3313446	SRX3313445	SRX3313442	SRX3313444	SRX3313425	SRX3313424	SRX3313427	SRX3313426	SRX3313421	SRX3313420	SRX3313423	SRX3313422	SRX3313450	SRX3313449	SRX3313448	SRX3313429	SRX3313428	SRX3313451	SRX3313452	SRX3313453	SRX3313418	SRX3313419	SRX3313458	SRX3313412	SRX3313413	SRX3313414	SRX3313415	SRX3313416	SRX3313417
hsa-miR-432-5p	125.8811681772407	0.0	0.0	0.0	14.867972405043217	99.28432548711372	153.66341896954142	0.0	0.0	0.0	47.83665751204358	0.0	0.0	78.248485891798	166.3433778419343	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.61534312138955	0.0	0.0	43.36795541774183	0.0	0.0	0.0	0.0	128.2643271253399	0.0	133.5247187635611	0.0	0.0	0.0	0.0	0.0	140.1127128934832	0.0	0.0	156.89071135674808	0.0	0.0	0.0	0.0	0.0	1307.9011749629788
hsa-miR-99a-3p	125.8811681772407	0.0	0.0	0.0	16.519969338936907	66.18955032474248	45.68371915310691	0.0	0.0	0.0	19.697447210841474	0.0	0.0	78.248485891798	57.79727535185854	0.0	0.0	0.0	0.0	0.0	154.73089718131882	252.79656196675725	0.0	63.02190011028833	0.0	0.0	0.0	0.0	0.0	95.04250052686604	0.0	0.0	66.76235938178056	126.39668335102886	0.0	0.0	0.0	0.0	0.0	60.44731009470078	0.0	76.06822368812028	0.0	0.0	0.0	0.0	0.0	1305.284051749386
hsa-miR-671-3p	0.0	0.0	184.7585097595966	0.0	4.9559908016810725	16.54738758118562	16.612261510220694	0.0	0.0	0.0	59.09234163252442	0.0	116.16290686058129	0.0	46.51975821003248	0.0	0.0	0.0	0.0	110.97547442015315	0.0	0.0	49.03835780347388	94.53285016543249	0.0	0.0	65.84145377929946	0.0	0.0	0.0	0.0	0.0	0.0	0.0	116.66569445254623	0.0	0.0	0.0	0.0	120.89462018940156	0.0	40.4112438343139	173.19016279875305	83.68901163277262	0.0	0.0	0.0	1299.8880254319686
hsa-miR-4732-3p	0.0	0.0	0.0	0.0	295.70745116697066	0.0	24.91839226533104	0.0	0.0	0.0	0.0	0.0	46.465162744232515	0.0	0.0	0.0	0.0	0.0	208.1093267663279	66.58528465209189	0.0	110.5984958604563	0.0	0.0	0.0	0.0	0.0	0.0	0.0	111.57163105327753	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	120.89462018940156	0.0	0.0	0.0	0.0	0.0	0.0	253.59256128486896	1238.4429259829583
hsa-miR-501-3p	50.35246727089628	0.0	108.68147632917446	0.0	0.0	49.64216274355686	0.0	0.0	0.0	0.0	11.255684120480842	0.0	0.0	46.9490915350788	70.48448213641285	104.44955086693128	0.0	0.0	0.0	0.0	0.0	0.0	29.42301468208433	0.0	0.0	0.0	118.51461680273901	0.0	200.11506616304376	0.0	76.95859627520393	0.0	100.14353907267082	0.0	0.0	0.0	0.0	81.49959250203749	108.97655447270915	0.0	0.0	11.885659951268794	0.0	0.0	0.0	0.0	0.0	1169.3315549242889
hsa-miR-874-5p	100.70493454179255	0.0	0.0	0.0	0.0	132.37910064948497	145.35728821443107	0.0	0.0	0.0	64.72018369276485	0.0	0.0	109.5478802485172	139.55927463009743	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63.02190011028833	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	81.49959250203749	0.0	0.0	0.0	194.92482320080822	0.0	0.0	120.66365007541478	0.0	0.0	1152.3786278656369
hsa-miR-140-5p	0.0	0.0	0.0	0.0	0.0	24.82108137177843	95.520503683769	0.0	0.0	0.0	47.83665751204358	0.0	418.1864646980926	0.0	74.71355106459762	0.0	133.92259274139548	0.0	0.0	0.0	0.0	0.0	68.65370092486343	0.0	0.0	0.0	0.0	0.0	150.0862996222828	0.0	102.61146170027192	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.656979853806384	0.0	0.0	0.0	0.0	0.0	1152.0092931729012
hsa-miR-374a-5p	75.52870090634441	0.0	86.94518106333956	0.0	0.0	49.64216274355686	62.295980663327605	0.0	0.0	0.0	53.464499572284	0.0	92.93032548846503	31.299394356719198	83.17168892096716	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	151.78784396209642	0.0	0.0	0.0	53.719674210837326	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.919771795328934	0.0	125.53351744915894	0.0	0.0	225.41561003099463	1141.6543511634202
hsa-miR-549a-5p	0.0	49.096622152395916	119.5496239620919	0.0	11.563978537255835	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.229068928184771	0.0	0.0	102.79393926934068	0.0	177.56075907224505	0.0	31.599570245844657	0.0	0.0	107.97387032338173	0.0	0.0	171.86560109993985	0.0	0.0	0.0	0.0	200.28707814534164	0.0	0.0	154.42584470937058	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1130.9459564453925
hsa-miR-32-5p	0.0	0.0	32.60444289875234	0.0	49.55990801681072	107.55801927770653	33.22452302044139	0.0	0.0	0.0	216.6719193192562	0.0	0.0	78.248485891798	54.97789606640202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	68.65370092486343	0.0	0.0	173.47182167096733	0.0	0.0	0.0	86.7779352636603	51.30573085013596	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	110.82006850695144	0.0	38.03411184406014	0.0	0.0	0.0	0.0	0.0	1101.9085635518059
hsa-miR-487b-3p	0.0	0.0	0.0	0.0	0.0	148.92648823067057	116.28583057154486	0.0	0.0	0.0	73.16194678312547	0.0	0.0	140.8472746052364	205.8146878383255	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63.02190011028833	0.0	0.0	0.0	0.0	0.0	0.0	51.30573085013596	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	194.92482320080822	0.0	83.68901163277262	0.0	0.0	0.0	1077.9776938229081
hsa-miR-34c-3p	0.0	0.0	54.34073816458723	0.0	6.607987735574763	82.7369379059281	8.306130755110347	0.0	0.0	0.0	0.0	0.0	116.16290686058129	31.299394356719198	5.638758570913028	208.89910173386255	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	105.34632604687913	0.0	200.11506616304376	148.76217473770336	0.0	0.0	0.0	0.0	0.0	92.65550682562234	0.0	0.0	0.0	0.0	0.0	11.885659951268794	0.0	0.0	0.0	0.0	0.0	1072.7566898077937
hsa-miR-1297	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	399.46737683089214	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	105.34632604687913	0.0	0.0	24.793695789617228	230.8757888256118	53.72877713303245	66.76235938178056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	180.99547511312218	0.0	0.0	1061.9697991209355
hsa-miR-885-5p	0.0	0.0	0.0	0.0	0.0	57.91585653414967	78.9082421735483	0.0	0.0	0.0	45.02273648192337	0.0	0.0	78.248485891798	77.53293035005413	0.0	0.0	0.0	0.0	0.0	0.0	126.39828098337863	58.84602936416866	0.0	0.0	195.15579937983824	131.6829075585989	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.74551682450131	0.0	78.44535567837404	0.0	0.0	0.0	0.0	0.0	1028.9021412203333
hsa-miR-378c	0.0	98.19324430479183	70.6429596139634	0.0	9.911981603362145	8.27369379059281	14.535728821443108	0.0	0.0	0.0	67.95619287740308	0.0	0.0	0.0	21.356798087333093	0.0	0.0	0.0	0.0	0.0	283.6733114990845	122.44833470264804	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.925978421220098	0.0	107.4575542660649	0.0	0.0	0.0	46.32775341281117	0.0	0.0	124.54463368309618	10.074551682450132	0.0	12.242229749806858	0.0	0.0	0.0	0.0	0.0	1026.5649465160714
hsa-miR-190a-5p	0.0	0.0	0.0	0.0	4.9559908016810725	49.64216274355686	62.295980663327605	0.0	0.0	0.0	45.02273648192337	0.0	0.0	0.0	93.03951642006496	365.5734280342595	0.0	0.0	0.0	0.0	0.0	0.0	156.9227449711164	0.0	107.97387032338173	0.0	0.0	0.0	0.0	41.32282631602871	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	78.44535567837404	0.0	0.0	0.0	0.0	0.0	1005.1946124337144
hsa-miR-7-5p	0.0	0.0	0.0	0.0	0.0	66.18955032474247	112.13276519398966	0.0	0.0	0.0	47.83665751204358	0.0	0.0	62.598788713438395	138.14958498736917	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	126.04380022057666	0.0	0.0	0.0	0.0	0.0	0.0	153.9171925504079	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	97.4624116004041	0.0	0.0	180.99547511312215	0.0	0.0	985.326226216094
hsa-miR-12136	0.0	0.0	97.81332869625702	0.0	29.735944810086433	66.18955032474248	53.98984990821725	0.0	0.0	0.0	101.30115708432758	0.0	0.0	31.299394356719198	71.8941717791411	0.0	0.0	102.79393926934068	0.0	0.0	0.0	47.39935536876698	78.4613724855582	63.02190011028833	0.0	0.0	0.0	0.0	50.02876654076094	37.19054368442584	76.95859627520393	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	76.06822368812028	0.0	0.0	0.0	0.0	0.0	984.1460943819562
kshv-miR-K12-1-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	112.33430689732644	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.42301468208433	0.0	0.0	108.41988854435458	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	603.8063955173412	0.0	0.0	0.0	128.06556957162067	0.0	0.0	0.0	0.0	0.0	0.0	982.0491752127273
hsa-miR-1468-5p	0.0	171.8381775333857	141.2859192279268	379.1289512345386	16.519969338936907	0.0	0.0	0.0	0.0	0.0	28.139210301202105	0.0	0.0	0.0	2.819379285456514	0.0	0.0	143.91151497707696	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.336581511719782	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.885659951268794	0.0	0.0	0.0	0.0	56.35390250774866	978.219265869261
hsa-miR-211-5p	0.0	0.0	0.0	0.0	0.0	57.91585653414967	53.98984990821725	0.0	332.88948069241013	0.0	22.511368240961684	0.0	0.0	0.0	53.568206423673765	0.0	0.0	0.0	0.0	0.0	0.0	63.19914049168931	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57.851956842440195	0.0	0.0	0.0	126.39668335102886	0.0	0.0	0.0	0.0	0.0	0.0	0.0	54.67403577583645	0.0	0.0	0.0	0.0	140.88475626937165	963.8813345297791
hsa-miR-369-5p	50.35246727089628	0.0	0.0	0.0	0.0	91.01063169652092	87.21437292865865	0.0	0.0	0.0	30.953131331322314	0.0	69.69774411634877	109.5478802485172	81.7619992782389	0.0	0.0	143.91151497707696	0.0	0.0	0.0	0.0	19.61534312138955	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	102.21667558091163	173.19016279875305	0.0	0.0	0.0	0.0	959.4719233486343
hsa-miR-125a-3p	75.52870090634441	0.0	0.0	0.0	13.215975471149527	57.91585653414967	8.306130755110347	0.0	0.0	0.0	8.44176309036063	0.0	0.0	31.299394356719198	2.819379285456514	104.44955086693128	0.0	0.0	0.0	0.0	0.0	0.0	58.84602936416866	126.04380022057666	0.0	0.0	144.8511983144588	0.0	0.0	70.24880473724882	0.0	0.0	0.0	0.0	0.0	247.0813515349929	0.0	0.0	0.0	0.0	0.0	7.131395970761276	0.0	0.0	0.0	0.0	0.0	956.1793314084288
hsa-miR-22-5p	0.0	0.0	217.36295265834892	0.0	19.82396320672429	16.54738758118562	16.612261510220694	0.0	0.0	0.0	33.76705236144252	0.0	0.0	0.0	21.145344640923852	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63.02190011028833	0.0	65.05193312661275	0.0	0.0	0.0	0.0	179.57005797547586	0.0	300.43061721801246	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.39418791228383	0.0	0.0	0.0	0.0	0.0	954.7276583015191
hsa-miR-1260a	0.0	0.0	76.07703343042212	0.0	4.9559908016810725	49.64216274355686	8.306130755110347	0.0	0.0	0.0	14.069605150601053	0.0	0.0	23.4745457675394	17.621120534103213	0.0	0.0	0.0	0.0	0.0	25.78848286355314	63.19914049168931	0.0	0.0	0.0	205.9977882342737	65.84145377929946	0.0	25.01438327038047	45.45510894763159	0.0	161.18633139909736	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.22365504735039	0.0	35.656979853806384	86.59508139937653	0.0	0.0	0.0	0.0	939.1049944694726
ebv-miR-BHRF1-2-3p	0.0	73.64493322859387	21.73629526583489	142.17335671295197	6.607987735574763	0.0	16.612261510220694	68.23144104803494	0.0	0.0	0.0	0.0	0.0	31.299394356719198	0.0	0.0	0.0	0.0	0.0	44.39018976806126	51.57696572710628	0.0	0.0	0.0	0.0	0.0	79.00974453515934	0.0	0.0	0.0	0.0	0.0	0.0	0.0	116.66569445254623	0.0	0.0	0.0	186.81695052464428	60.44731009470078	0.0	9.508527961015036	0.0	0.0	0.0	0.0	0.0	908.7210529211636
hsa-miR-574-3p	50.35246727089628	0.0	0.0	0.0	14.867972405043217	91.01063169652092	41.530653775551734	113.71906841339155	0.0	0.0	33.76705236144252	0.0	0.0	46.9490915350788	98.67827499097798	0.0	0.0	0.0	0.0	0.0	77.36544859065941	0.0	0.0	0.0	0.0	0.0	158.01948907031868	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	81.49959250203749	0.0	0.0	0.0	80.8224876686278	0.0	0.0	0.0	0.0	0.0	888.5822302805464
hsa-miR-485-5p	0.0	0.0	0.0	0.0	4.9559908016810725	33.09477516237124	20.765326887775867	0.0	0.0	0.0	16.88352618072126	0.0	0.0	62.598788713438395	25.374413569108626	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	225.1294494334242	0.0	179.57005797547586	0.0	0.0	0.0	0.0	154.42584470937058	0.0	0.0	0.0	0.0	128.06556957162067	35.656979853806384	0.0	0.0	0.0	0.0	0.0	886.5207228587943
hsa-miR-26b-3p	0.0	0.0	65.20888579750468	0.0	4.9559908016810725	49.64216274355686	12.45919613266552	0.0	0.0	0.0	45.02273648192337	0.0	0.0	0.0	15.506586070010826	0.0	0.0	41.11757570773627	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	65.84145377929946	171.86560109993985	0.0	41.32282631602871	0.0	0.0	66.76235938178056	0.0	116.66569445254623	185.31101365124468	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	881.6820824159182
hsa-miR-383-5p	75.52870090634441	0.0	0.0	0.0	0.0	74.46324411533529	107.9796998164345	0.0	0.0	0.0	25.325289271081896	0.0	0.0	31.299394356719198	83.17168892096716	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.05826105282297	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	137.87365543471802	0.0	125.53351744915894	180.99547511312218	0.0	0.0	875.2289264367046
hsa-miR-485-3p	0.0	0.0	0.0	0.0	0.0	16.54738758118562	58.14291528577243	0.0	0.0	0.0	47.83665751204358	0.0	0.0	46.9490915350788	100.08796463370624	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	78.44535567837404	346.3803255975061	167.37802326554524	0.0	0.0	0.0	861.767721089212
hsa-miR-873-3p	0.0	0.0	0.0	0.0	0.0	24.82108137177843	8.306130755110347	90.97525473071325	0.0	0.0	5.627842060240421	0.0	0.0	0.0	29.603482497293395	0.0	0.0	0.0	0.0	0.0	128.9424143177657	0.0	0.0	0.0	0.0	238.52375479758007	52.673163023439564	0.0	0.0	0.0	0.0	0.0	0.0	176.95535669144041	0.0	0.0	0.0	0.0	31.136158420774045	0.0	0.0	30.902715873298863	0.0	0.0	0.0	0.0	0.0	818.4673545394345
hsa-miR-193b-3p	0.0	0.0	0.0	0.0	0.0	16.54738758118562	24.91839226533104	0.0	0.0	207.06077233668083	19.697447210841474	0.0	0.0	0.0	53.568206423673765	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.19054368442584	76.95859627520393	214.9151085321298	0.0	0.0	0.0	0.0	0.0	0.0	31.136158420774045	100.74551682450131	0.0	33.279847863552625	0.0	0.0	0.0	0.0	0.0	816.0179774183003
hsa-miR-455-5p	0.0	0.0	0.0	0.0	0.0	41.36846895296405	33.22452302044139	0.0	0.0	0.0	36.580973391562736	0.0	0.0	31.299394356719198	63.436033922771564	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	107.4575542660649	0.0	126.39668335102886	0.0	0.0	72.45676746208095	0.0	0.0	0.0	0.0	38.03411184406014	0.0	0.0	120.66365007541478	143.1229426077	0.0	814.0411032508086
hsa-miR-95-3p	0.0	0.0	54.34073816458723	0.0	0.0	49.64216274355686	41.530653775551734	0.0	0.0	0.0	42.208815451803154	0.0	0.0	46.9490915350788	54.97789606640202	0.0	0.0	0.0	0.0	0.0	0.0	78.99892561461164	0.0	63.02190011028833	0.0	43.36795541774183	0.0	0.0	0.0	0.0	102.61146170027192	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.136158420774045	0.0	0.0	80.8224876686278	0.0	0.0	120.66365007541478	0.0	0.0	810.2718967447101
hsa-miR-937-3p	0.0	0.0	152.15406686084424	0.0	19.82396320672429	0.0	0.0	0.0	266.31158455392807	0.0	0.0	0.0	0.0	46.9490915350788	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.61534312138955	0.0	0.0	0.0	0.0	0.0	0.0	37.19054368442584	0.0	0.0	133.5247187635611	0.0	0.0	0.0	0.0	0.0	0.0	0.0	128.06556957162067	0.0	0.0	0.0	0.0	0.0	0.0	803.6348812975727
hsa-miR-33a-5p	50.35246727089628	0.0	0.0	0.0	0.0	57.91585653414967	20.765326887775867	45.48762736535662	0.0	0.0	22.511368240961684	0.0	0.0	0.0	70.48448213641285	0.0	0.0	0.0	0.0	88.78037953612252	0.0	0.0	0.0	0.0	0.0	86.73591083548366	144.8511983144588	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	71.31395970761277	0.0	0.0	0.0	143.1229426077	0.0	802.3215194369307
hsa-miR-549a-3p	176.23363544813697	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	280.8357672433161	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	225.1294494334242	0.0	0.0	107.4575542660649	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	789.6564063909422
hsa-miR-320c	0.0	29.457973291437547	0.0	0.0	11.233579150477096	0.0	2.3731802157458133	0.0	0.0	0.0	0.0	112.33430689732644	37.17213019538601	0.0	3.463808836418003	26.11238771673282	0.0	0.0	48.55884291214318	0.0	0.0	0.0	0.0	0.0	0.0	0.0	118.51461680273901	0.0	0.0	0.0	0.0	161.18633139909736	0.0	36.11333810029396	0.0	0.0	12.076127910346825	0.0	0.0	28.208744710860366	0.0	8.96518350609989	0.0	0.0	0.0	0.0	140.88475626937165	776.6553079144761
hsa-miR-194-5p	0.0	0.0	0.0	0.0	14.867972405043217	0.0	24.91839226533104	0.0	0.0	0.0	59.09234163252442	0.0	0.0	0.0	40.88099963911945	156.67432630039693	0.0	164.4703028309451	0.0	0.0	0.0	0.0	0.0	63.02190011028833	0.0	0.0	0.0	0.0	0.0	28.925978421220098	0.0	0.0	0.0	0.0	0.0	0.0	0.0	81.49959250203749	0.0	90.67096514205117	0.0	47.542639805075176	0.0	0.0	0.0	0.0	0.0	772.5654110540323
hsa-miR-1304-3p	201.4098690835851	49.096622152395916	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.627842060240421	0.0	0.0	140.8472746052364	15.506586070010826	156.67432630039693	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	192.098354357431	0.0	0.0	0.0	0.0	0.0	0.0	761.2608746292965
hsa-miR-431-3p	0.0	0.0	0.0	0.0	0.0	41.36846895296405	87.21437292865865	0.0	0.0	0.0	22.511368240961684	0.0	0.0	31.299394356719198	104.31703356189101	0.0	0.0	0.0	0.0	0.0	154.73089718131882	0.0	0.0	63.02190011028833	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	118.85659951268794	0.0	0.0	120.66365007541478	0.0	0.0	743.9836849209045
hsa-miR-129-2-3p	0.0	0.0	0.0	0.0	0.0	91.01063169652092	145.35728821443107	0.0	0.0	0.0	47.83665751204358	0.0	0.0	62.598788713438395	90.92498195597257	0.0	0.0	0.0	0.0	0.0	77.36544859065941	0.0	0.0	94.53285016543249	0.0	0.0	19.752436133789836	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	102.21667558091163	0.0	0.0	0.0	0.0	0.0	731.5957585631999
hsa-miR-511-5p	0.0	0.0	0.0	0.0	6.607987735574763	0.0	0.0	0.0	0.0	207.06077233668083	8.44176309036063	280.8357672433161	0.0	93.8981830701576	0.0	0.0	0.0	0.0	0.0	66.58528465209189	0.0	0.0	0.0	0.0	0.0	0.0	52.673163023439564	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	716.1029211516214
hsa-miR-183-5p	50.35246727089628	0.0	0.0	0.0	11.563978537255835	74.46324411533529	91.36743830621381	0.0	0.0	0.0	28.139210301202105	0.0	0.0	31.299394356719198	107.13641284734753	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	126.04380022057666	0.0	0.0	0.0	0.0	0.0	115.70391368488039	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	78.44535567837404	0.0	0.0	0.0	0.0	0.0	714.5152153188012
hsa-miR-1260b	0.0	0.0	21.73629526583489	0.0	9.911981603362145	16.54738758118562	8.306130755110347	0.0	0.0	207.06077233668083	25.325289271081896	0.0	0.0	23.4745457675394	19.03081017683147	0.0	0.0	0.0	0.0	0.0	25.78848286355314	63.19914049168931	0.0	0.0	0.0	54.20994427217729	0.0	0.0	25.01438327038047	4.132282631602871	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.74551682450131	0.0	19.01705592203007	86.59508139937653	0.0	0.0	0.0	0.0	710.0951004329377
hsa-miR-128-1-5p	0.0	0.0	0.0	0.0	3.3039938677873817	57.91585653414967	99.67356906132416	0.0	0.0	0.0	50.65057854216379	0.0	0.0	0.0	100.08796463370624	0.0	0.0	0.0	34.68488779438799	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	185.31101365124468	0.0	0.0	0.0	0.0	0.0	128.36512747370298	0.0	0.0	0.0	0.0	0.0	659.9929915584669
hsa-miR-92a-1-5p	201.4098690835851	0.0	119.5496239620919	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.208815451803154	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	166.90589845445137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	128.06556957162067	0.0	0.0	0.0	0.0	0.0	0.0	658.1397765235522
hsa-miR-3605-5p	0.0	0.0	54.34073816458723	0.0	0.0	24.82108137177843	8.306130755110347	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	154.73089718131882	0.0	0.0	0.0	0.0	43.36795541774183	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	162.99918500407497	0.0	0.0	0.0	0.0	0.0	209.22252908193155	0.0	0.0	0.0	657.7885169765432
hsa-miR-664a-3p	0.0	0.0	0.0	0.0	8.259984669468453	74.46324411533529	16.612261510220694	0.0	0.0	0.0	56.27842060240421	0.0	0.0	0.0	23.96472392638037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	216.83977708870916	0.0	0.0	0.0	0.0	0.0	107.4575542660649	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.01705592203007	0.0	0.0	120.66365007541478	0.0	0.0	643.556672176028
hsa-miR-7704	0.0	0.0	32.60444289875234	0.0	13.215975471149527	0.0	24.91839226533104	0.0	0.0	0.0	50.65057854216379	449.33722758930577	0.0	0.0	5.638758570913028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57.851956842440195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.131395970761276	0.0	0.0	0.0	0.0	0.0	641.3487281508171
hsa-let-7a-3p	0.0	0.0	0.0	0.0	6.607987735574763	16.54738758118562	33.22452302044139	250.18195050946142	0.0	0.0	5.627842060240421	0.0	0.0	0.0	18.32596535546734	0.0	0.0	0.0	0.0	0.0	0.0	189.59742147506793	0.0	0.0	0.0	0.0	92.17803529101923	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.525583883045105	0.0	0.0	0.0	0.0	0.0	640.8166969115032
hsa-miR-99b-3p	0.0	0.0	0.0	0.0	4.9559908016810725	16.54738758118562	45.68371915310691	0.0	0.0	0.0	33.76705236144252	0.0	0.0	0.0	60.61665463731505	0.0	0.0	41.11757570773627	0.0	0.0	51.57696572710628	0.0	0.0	0.0	0.0	195.15579937983824	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	120.76127910346825	0.0	0.0	0.0	0.0	66.55969572710525	0.0	0.0	0.0	0.0	0.0	636.7421201799855
hsa-miR-17-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	295.66957787481806	133.15579227696404	0.0	22.511368240961684	0.0	0.0	0.0	9.867827499097798	0.0	0.0	41.11757570773627	0.0	0.0	0.0	0.0	68.65370092486343	0.0	0.0	0.0	0.0	0.0	0.0	28.925978421220098	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.771319902537588	0.0	0.0	0.0	0.0	0.0	623.673140848199
