name	SRX3313436	SRX3313437	SRX3313434	SRX3313435	SRX3313432	SRX3313433	SRX3313430	SRX3313431	SRX3313454	SRX3313455	SRX3313456	SRX3313457	SRX3313443	SRX3313441	SRX3313438	SRX3313439	SRX3313440	SRX3313447	SRX3313446	SRX3313445	SRX3313442	SRX3313444	SRX3313425	SRX3313424	SRX3313427	SRX3313426	SRX3313421	SRX3313420	SRX3313423	SRX3313422	SRX3313450	SRX3313449	SRX3313448	SRX3313429	SRX3313428	SRX3313451	SRX3313452	SRX3313453	SRX3313418	SRX3313419	SRX3313458	SRX3313412	SRX3313413	SRX3313414	SRX3313415	SRX3313416	SRX3313417
hsa-let-7d-3p	1359.5166163141994	687.3527101335428	956.3969916967352	0.0	97.46781909972775	620.5270342944608	328.0921648268587	1523.8355167394468	1131.8242343541945	1138.8342478517445	205.41623519877535	617.8386879352954	464.65162744232515	391.24242945899	441.2328581739444	1096.7202841027784	770.054908263024	698.9987870315167	554.9582047102078	1842.1928753745424	1573.0974546767413	2069.771851102825	1049.420856994341	661.7299511580275	809.804027425363	1409.4585510766096	1027.1266789570714	0.0	1550.8917627635892	537.1967421083733	795.2388281771073	1235.7618740597463	1001.4353907267082	935.3354567976136	1049.991250072916	833.8995614306011	507.19737223456667	855.7457212713937	825.1081981505122	554.1003425347571	384.196708714862	263.86165091816724	606.1655697956356	1004.2681395932715	301.65912518853696	1932.15972520395	225.41561003099463	38927.19263416659
hsa-miR-199a-3p	1409.8690835850957	851.0081173081958	579.6345404222636	410.72303050408345	865.6463933602942	281.3055888801556	484.5242940481035	2607.957302280446	399.46737683089214	897.2633467922835	95.67331502408715	337.00292069197934	278.7909764653951	125.19757742687679	137.20979189221697	348.16516955643755	44.64086424713182	1151.2921198166157	173.42443897193994	621.4626567528576	739.2698420885232	1706.3767932756114	1163.8436918691134	63.02190011028833	575.8606417247026	939.6390340510729	2616.100430164165	0.0	1434.1579741684802	961.4444256196015	974.8088861525832	1576.0441292356188	1268.4848282538305	960.6147934678194	1049.991250072916	2038.4211501636917	627.9586513380349	597.663678348275	1027.4932278855435	235.07287259050307	1152.590126144586	123.61086349319548	346.3803255975061	251.06703489831787	442.4333836098542	858.7376556462001	56.35390250774866	35887.70039733513
hsa-miR-182-5p	855.9919436052367	0.0	423.8577576837804	284.34671342590394	1050.6700499563874	1497.5385760972986	2022.5428388693695	0.0	732.3568575233022	207.06077233668083	962.360992301112	0.0	929.3032548846503	1486.721231944162	1935.5038794658967	574.4725297681221	569.1710191509308	287.8230299541539	2098.435711560473	909.9988902452559	335.2502772261908	631.9914049168931	225.57644589597984	1607.0584528123522	0.0	151.78784396209642	92.17803529101923	343.7312021998797	300.1725992445656	3396.7363231775603	333.4872505258837	644.7453255963894	267.0494375271222	379.19005005308657	0.0	0.0	0.0	733.4963325183375	1136.4697823582526	826.1132379609107	1088.5573413587756	2232.126938848279	0.0	83.68901163277262	120.66365007541478	0.0	563.5390250774866	32321.76601703197
hsa-miR-423-3p	579.0533736153071	490.9662215239591	1575.8814067730298	189.5644756172693	310.57542357201385	562.6111777603111	685.2557872966037	1319.141193595342	1398.1358189081225	517.6519308417021	1226.8695691324117	1404.1788362165805	162.6280696048138	688.5866758478223	466.60727174305305	261.1238771673282	0.0	493.4109084928353	971.1768582428637	688.0479414049495	1237.8471774505506	1216.5834544650193	568.844950520297	724.7518512683157	377.9085461318361	303.57568792419283	1422.1754016328682	601.5296038497895	450.2588988668484	314.05348000181823	487.4044430762916	752.2028798624543	734.3859531995861	631.9834167551443	0.0	617.7033788374823	265.67481402763013	488.99755501222495	700.563564467416	876.4859963731614	640.3278478581033	729.7795210079039	519.5704883962592	627.6675872457946	422.32277526395177	286.2458852154	1070.7241476472245	31061.036123713886
hsa-miR-99a-5p	830.8157099697886	294.5797329143755	630.3525627092118	426.52007013885594	287.4474664975022	1265.8751499607	1106.7919231184537	398.0167394468705	399.46737683089214	414.12154467336165	509.3197064517581	730.1729948326218	487.8842088144414	712.0612216153618	1494.2710212919524	1175.057447252977	903.9775010044195	431.73454493123086	494.2596510700288	510.4871823327045	438.40420868040337	584.5920495481262	931.7287982660037	913.8175515991808	1079.7387032338174	737.2552421016112	895.4437713984726	601.5296038497895	325.1869825149461	231.40782736976078	1180.031809553127	644.7453255963894	400.5741562906833	606.7040800849385	524.995625036458	1204.5215887330905	386.4360931310984	1100.2444987775061	451.47429710122367	95.70824098327624	640.3278478581033	1200.4516550781482	259.7852441981296	292.9115407147042	784.3137254901961	0.0	309.94646379261764	30325.490686839312
hsa-miR-29a-3p	906.344410876133	564.611154752553	1097.682910924662	0.0	155.28771178600692	1514.0859636784842	1167.0113710930038	318.41339155749637	0.0	310.59115850502127	2735.131241276845	730.1729948326218	0.0	845.0836476314183	1356.121436304583	313.34865260079386	167.40324092674436	185.02909068481324	208.1093267663279	732.4381311730108	979.9623488150193	774.1894710231941	470.76823491334926	913.8175515991808	1187.712573557199	780.623197519353	381.8804319199368	171.86560109993985	175.1006828926633	396.69913263387565	743.9330973269714	752.2028798624543	267.0494375271222	581.4247434147328	174.99854167881935	586.8182098956082	72.45676746208095	855.7457212713937	529.3146931531587	755.5913761837598	256.13113914324134	1233.7315029417007	1212.3311395912713	502.13406979663574	1327.3001508295627	214.68441391155002	591.7159763313609	30197.048921665657
hsa-miR-15a-5p	755.2870090634441	343.6763550667714	489.06664348128504	0.0	2402.0035418814264	463.32685227319735	398.69427624529663	341.1572052401747	399.46737683089214	0.0	2189.2305614335237	561.6715344866323	209.0932323490463	438.1915209940688	466.60727174305305	783.3716315019846	234.3645372974421	308.38181780802205	832.4373070653116	377.3166130285207	386.82724295329706	458.19376856474753	304.03781838153805	630.2190011028832	755.8170922636722	281.8917102153219	474.05846721095605	0.0	200.11506616304376	2900.8624073852156	128.2643271253399	805.9316569954868	1001.4353907267082	960.6147934678194	349.9970833576387	1050.0957440237198	410.58834895179206	977.9951100244499	638.291247625868	322.3856538384042	1408.7212652878272	461.1636061092292	0.0	334.7560465310905	542.9864253393665	214.68441391155002	309.94646379261764	28303.225439139667
hsa-miR-411-5p	553.8771399798591	638.2560879811468	0.0	0.0	28.08394787619274	1720.9283084433046	2213.5838462369074	0.0	0.0	0.0	1094.6152807167618	0.0	0.0	1392.8230488740044	2485.282840129917	104.44955086693128	0.0	205.58787853868137	0.0	110.97547442015315	103.15393145421255	157.99785122922327	274.6148036994537	1859.1460532535057	1403.6603142039626	585.4673981395148	210.69265209375826	0.0	300.1725992445656	194.21728368533496	1000.4617515776512	429.8302170642596	133.5247187635611	0.0	174.99854167881935	185.31101365124468	0.0	611.2469437652812	186.81695052464428	0.0	0.0	3037.974683544304	1645.3065465881539	1506.402209389907	2956.2594268476623	286.2458852154	0.0	27791.965179678285
hsa-miR-21-3p	427.9959718026183	908.2875098193244	923.7925487979829	94.78223780863465	125.5517669759205	124.10540685889215	286.561511051307	341.1572052401747	532.6231691078561	1242.364634020085	2358.0658232407363	1516.513143113907	278.7909764653951	344.29333792391117	239.64723926380367	626.6973052015877	569.1710191509308	82.23515141547254	815.0948631681176	221.9509488403063	567.346622998169	142.19806610630096	372.69151930640146	409.64235071687415	215.94774064676346	1127.5668408612876	566.2365025019753	601.5296038497895	675.3883483002727	41.32282631602871	76.95859627520393	376.10143993122716	1301.8660079447206	0.0	933.3255556203699	494.1627030699858	652.1109071587285	814.9959250203749	404.77005947006256	664.9204110417087	640.3278478581033	178.2848992690319	259.7852441981296	334.7560465310905	482.6546003016591	1001.8605982539001	140.88475626937165	25537.31778908449
hsa-miR-219a-2-3p	453.1722054380665	270.03142183817755	163.02221449376168	142.17335671295197	71.03586815742871	1663.0124519091548	1860.5732891447178	659.570596797671	532.6231691078561	310.59115850502127	751.3169150420962	0.0	46.465162744232515	1314.5745629822063	1915.7682244677012	417.7982034677251	502.20972278023305	185.02909068481324	0.0	0.0	464.19269154395647	47.39935536876698	196.15343121389552	1512.5256026469199	323.9216109701452	585.4673981395148	447.7218856992363	601.5296038497895	425.244515596468	111.57163105327753	692.6273664768354	429.8302170642596	467.33651567246386	126.39668335102886	291.6642361313656	308.85168941874116	338.1315814897111	366.7481662591687	295.7935049973534	493.6530324400564	128.06556957162067	2137.041659238129	432.9754069968826	1129.8016570424304	1266.9683257918552	143.1229426077	225.41561003099463	25249.119504936378
hsa-miR-30b-5p	377.64350453172204	98.19324430479183	0.0	236.95559452158665	28.08394787619274	2432.465974434286	1773.358916216059	568.5953420669578	199.73368841544607	0.0	1305.6593579757778	168.50146034598967	0.0	1267.6254714471274	2107.486015878744	0.0	0.0	287.8230299541539	52.02733169158198	66.58528465209189	257.8848286355314	521.3929090564368	137.30740184972686	945.3285016543249	1025.7517680721264	195.15579937983824	298.4812571328242	0.0	150.0862996222828	66.11652210564594	513.0573085013596	107.4575542660649	0.0	151.67602002123462	0.0	339.73685836061526	0.0	611.2469437652812	171.24887131425726	0.0	448.22949350067233	1925.4769121055447	1472.116383789401	460.2895639802494	2232.2775263951735	286.2458852154	253.59256128486896	23540.895334321365
hsa-miR-23b-3p	906.344410876133	245.48311076197956	163.02221449376168	0.0	19.82396320672429	1778.8441649774543	1924.9458024968228	22.74381368267831	199.73368841544607	465.8867377575319	1118.5336094727836	0.0	0.0	1181.5521369661496	1970.041275712739	104.44955086693128	234.3645372974421	380.33757529656054	0.0	0.0	38.682724295329706	181.69752891360676	171.63425231215857	961.083976681897	809.804027425363	542.0994427217729	309.45483276270744	0.0	37.5215749055707	16.529130526411485	872.1974244523112	967.1179883945841	433.95533598157357	290.7123717073664	291.6642361313656	138.98326023843353	0.0	611.2469437652812	0.0	261.9383437437034	0.0	1904.0827241932607	1298.9262209906478	292.9115407147042	1146.3046757164404	322.02662086732505	70.44237813468582	22687.124147857638
hsa-miR-23a-3p	1057.4018126888218	515.514532600157	619.4844150762945	663.4756646604426	90.859831364153	198.56865097422744	218.0359323216466	523.1077147016011	1065.2463382157123	1190.5994409359148	294.054747647562	224.66861379465288	209.0932323490463	336.4684893347314	282.64277336701554	417.7982034677251	267.84518548279095	256.98484817335174	0.0	710.2430362889802	1250.7414188823273	892.6878594451115	603.1718009827288	772.018276351032	701.8301571019813	346.94364334193466	1007.3742428232816	0.0	137.57910798709258	169.42358789571773	564.3630393514956	1289.4906511927788	734.3859531995861	1124.930481824157	641.6613194890043	386.06461177342646	0.0	407.49796251018745	529.3146931531587	332.46020552085434	128.06556957162067	185.4162952397932	173.19016279875305	0.0	180.99547511312218	536.711034778875	70.44237813468582	22308.85339190754
hsa-miR-375-3p	528.7009063444109	220.9347996857816	695.5614485067165	2606.511539737453	49.55990801681072	355.7688329954908	182.73487661242763	568.5953420669578	466.04527296937414	517.6519308417021	70.34802575300526	112.33430689732644	418.1864646980926	359.9430351022708	200.17592926741247	208.89910173386255	267.84518548279095	1007.3806048395387	329.50643404668585	177.56075907224505	412.6157258168502	363.3950578272135	402.1145339884858	315.1095005514416	0.0	433.6795541774183	579.4047932578352	601.5296038497895	275.15821597418517	475.2125026343302	718.2802319019034	591.016548463357	1068.197750108489	884.776783457202	1283.3226389780086	216.1961825931188	338.1315814897111	366.7481662591687	342.4977426285145	513.8021358049567	832.4262022155343	218.6961431033458	259.7852441981296	627.6675872457946	0.0	286.2458852154	309.94646379261764	22060.201480203155
hsa-miR-24-3p	881.1681772406848	613.7077769049489	195.62665739251403	0.0	66.07987735574763	728.0850535721673	784.9293563579278	818.7772925764192	998.6684420772303	414.12154467336165	512.1336274818783	617.8386879352954	302.02355783751136	735.5357673829012	936.0339227715626	574.4725297681221	234.3645372974421	411.17575707736273	138.73955117755196	310.73132837642885	438.40420868040337	252.79656196675725	353.07617618501195	756.2628013234599	323.9216109701452	368.6276210508056	276.5341058730577	0.0	900.5177977336969	115.70391368488039	384.79298137601967	752.2028798624543	0.0	733.1007634359673	408.32993058391185	0.0	410.58834895179206	896.4955175224125	607.1550892050939	402.98206729800523	448.22949350067233	803.4706127057705	259.7852441981296	125.53351744915894	663.6500754147813	429.36882782310005	507.1851225697379	21892.928714622285
hsa-miR-19b-3p	1384.6928499496476	564.611154752553	543.4073816458723	284.34671342590394	256.05952475352206	297.85297646134114	506.67397606173114	136.46288209606988	399.46737683089214	207.06077233668083	281.39210301202104	505.504381037969	696.9774411634877	892.0327391664972	325.63830747022735	574.4725297681221	770.054908263024	82.23515141547254	208.1093267663279	909.9988902452559	593.1351058617222	616.1916197939707	117.69205872833732	283.5985504962975	431.8954812935269	173.47182167096733	223.86094284961814	687.4624043997594	225.1294494334242	814.0596784257657	153.91719255040786	644.7453255963894	734.3859531995861	429.7487233934981	0.0	123.54067576749645	217.37030238624286	529.7473512632437	793.9720397297382	544.0257908523071	512.2622782864827	237.71319902537587	1039.1409767925184	209.22252908193155	180.99547511312218	644.0532417346501	225.41561003099463	21213.80516437999
hsa-let-7d-5p	528.7009063444109	0.0	695.5614485067165	236.95559452158665	130.50775777760157	949.406362470525	1120.289385595508	0.0	0.0	0.0	1235.3113322227723	337.00292069197934	92.93032548846503	938.981830701576	1162.2891104294479	313.34865260079386	0.0	287.8230299541539	0.0	643.6577516368883	206.3078629084251	236.9967768438349	333.4608330636224	630.2190011028832	1079.7387032338174	216.83977708870916	131.6829075585989	429.6640027498496	550.3164319483703	636.3715252668421	615.6687702016314	644.7453255963894	500.7176953633541	227.51403003185195	174.99854167881935	247.0813515349929	0.0	488.99755501222495	171.24887131425726	171.2673786016522	448.22949350067233	1436.3820051108337	1125.7360581918947	334.7560465310905	965.3092006033182	0.0	0.0	20677.01655398036
hsa-miR-1911-5p	830.8157099697886	73.64493322859387	304.3081337216885	473.9111890431733	52.86390188459811	339.2214454143052	132.89809208176555	363.901018922853	1531.2916111850866	1035.3038616834042	16.88352618072126	0.0	0.0	312.993943567192	167.75306748466258	417.7982034677251	468.7290745948842	637.3224234699122	502.9308730186258	1065.3645544334702	515.7696572710628	110.5984958604563	794.4213964162768	126.04380022057666	755.8170922636722	845.6751306459657	553.0682117461154	257.79840164990975	700.4027315706531	268.59837105418666	307.8343851008157	429.8302170642596	66.76235938178056	530.8660700743212	699.9941667152774	648.5885477793564	120.76127910346825	325.99837000814995	420.3381386804496	574.2494458996574	128.06556957162067	68.93682771735901	173.19016279875305	627.6675872457946	0.0	357.80735651925005	507.1851225697379	19644.20445828139
hsa-miR-30a-3p	730.110775427996	490.9662215239591	869.4518106333957	1326.9513293208852	85.90384056247191	446.77946469201174	485.90864917395527	568.5953420669578	266.31158455392807	310.59115850502127	175.87006438251316	393.17007414064255	325.2561392096276	344.29333792391117	611.8053049440636	731.146856068519	267.84518548279095	390.6169692234946	208.1093267663279	355.1215181444901	154.73089718131882	473.9935536876698	402.1145339884858	252.0876004411533	161.9608054850726	151.78784396209642	790.0974453515935	859.3280054996992	175.1006828926633	214.8786968433493	487.4044430762916	214.9151085321298	300.43061721801246	1112.290813489054	466.66277781018493	308.85168941874116	120.76127910346825	366.7481662591687	358.0658218389015	584.3239975821076	128.06556957162067	426.69519225054967	0.0	502.13406979663574	301.65912518853696	357.80735651925005	394.47731755424064	19452.178363288953
hsa-miR-381-3p	453.1722054380665	171.8381775333857	43.47259053166978	236.95559452158665	82.59984669468454	1754.0230836056758	1910.4100736753799	45.48762736535662	199.73368841544607	0.0	970.8027553914726	0.0	139.39548823269755	1408.4727460523638	2378.146427282569	0.0	0.0	308.38181780802205	52.02733169158198	66.58528465209189	77.36544859065941	47.39935536876698	29.42301468208433	1323.459902316055	323.9216109701452	0.0	184.35607058203846	171.86560109993985	525.3020486779899	0.0	949.1560207275152	107.4575542660649	166.90589845445137	50.558673340411545	0.0	216.1961825931188	169.06579074485555	407.49796251018745	0.0	80.59641345960105	0.0	2614.8451892791345	346.3803255975061	251.06703489831787	542.9864253393665	143.1229426077	225.41561003099463	19175.84981502896
ebv-miR-BHRF1-1	176.23363544813697	171.8381775333857	271.70369082293615	616.0845457561253	3.3039938677873817	91.01063169652092	49.83678453066208	591.3391557496361	2796.271637816245	207.06077233668083	0.0	168.50146034598967	185.86065097693006	328.6436407455516	5.638758570913028	104.44955086693128	334.8064818534887	205.58787853868137	0.0	155.36566418821442	593.1351058617222	205.39720659799028	29.42301468208433	535.6861509374507	269.93467580845436	216.83977708870916	276.5341058730577	2492.0512159491277	325.1869825149461	49.587391579234456	102.61146170027192	107.4575542660649	0.0	50.558673340411545	349.9970833576387	123.54067576749645	48.3045116413873	366.7481662591687	793.9720397297382	503.7275841225065	0.0	40.4112438343139	1039.1409767925184	627.6675872457946	422.32277526395177	2146.8441391155	619.8929275852353	18800.51013855959
hsa-miR-584-5p	226.58610271903325	245.48311076197956	0.0	94.78223780863465	49.55990801681072	810.8219914780954	560.6638259699484	705.0582241630276	732.3568575233022	207.06077233668083	216.6719193192562	0.0	46.465162744232515	485.1406125291476	649.8669252977264	626.6973052015877	1138.3420383018615	123.35272712320882	86.71221948596997	399.51170791255134	206.3078629084251	537.1926941793591	254.99946057806417	693.2409012131716	269.93467580845436	628.8353535572566	645.2462470371346	257.79840164990975	800.460264652175	516.5353289503589	590.0159047765635	268.64388566516226	300.43061721801246	783.6594367763789	583.3284722627312	370.62202730248936	169.06579074485555	285.2485737571312	529.3146931531587	161.1928269192021	256.13113914324134	760.6822368812028	173.19016279875305	125.53351744915894	361.99095022624437	429.36882782310005	0.0	18364.10390212475
hsa-miR-199b-3p	704.9345417925479	425.5040586540979	289.8172702111318	205.36151525204173	432.8231966801471	140.6527944400778	242.26214702405176	1303.978651140223	199.73368841544607	448.63167339614176	45.02273648192336	168.50146034598967	139.39548823269755	62.598788713438395	68.60489594610848	174.08258477821877	22.32043212356591	575.6460599083078	86.71221948596997	310.7313283764288	369.6349210442616	853.1883966378057	581.9218459345567	31.510950055144164	287.9303208623513	469.81951702553647	1308.0502150820826	0.0	717.0789870842401	480.72221280980074	487.4044430762916	788.0220646178094	634.2424141269153	480.3073967339097	524.995625036458	1019.2105750818458	313.97932566901744	298.8318391741375	513.7466139427718	117.53643629525153	576.295063072293	61.80543174659774	173.19016279875305	125.53351744915894	221.2166918049271	429.36882782310005	28.17695125387433	17941.036277637446
hsa-miR-145-3p	553.8771399798591	343.6763550667714	206.49480502543148	0.0	33.03993867787381	57.91585653414967	132.89809208176555	1319.141193595342	1198.4021304926764	931.7734755150638	14.069605150601053	280.8357672433161	69.69774411634877	62.598788713438395	59.20696499458679	522.2477543346564	267.84518548279095	143.91151497707696	208.1093267663279	577.0724669847964	1083.1162802692318	347.59527270429123	833.652082659056	157.5547502757208	0.0	563.7834204306438	171.18777982617857	171.86560109993985	725.4171148410336	53.719674210837326	615.6687702016314	429.8302170642596	667.6235938178055	328.63137671267503	1108.3240972991894	1019.2105750818458	700.4154188001158	407.49796251018745	435.9062178908366	0.0	0.0	61.805431746597726	432.9754069968826	0.0	180.99547511312218	357.80735651925005	0.0	17837.39798180421
hsa-miR-133a-3p	1787.5125881168178	0.0	0.0	0.0	0.0	124.10540685889215	263.02747391182766	0.0	0.0	0.0	56.27842060240421	0.0	557.5819529307902	0.0	78.94261999278238	104.44955086693128	234.3645372974421	0.0	69.36977558877598	0.0	438.40420868040337	0.0	166.7304165318112	0.0	0.0	0.0	0.0	0.0	0.0	276.8629363173924	0.0	107.4575542660649	0.0	0.0	0.0	154.42584470937058	0.0	0.0	12283.21449699536	0.0	0.0	75.2758463580357	865.9508139937652	0.0	0.0	0.0	0.0	17643.954444018866
hsa-miR-30e-3p	528.7009063444109	196.38648860958367	1086.8147632917446	853.0401402777119	54.51589881849179	678.4428908286104	506.67397606173114	0.0	0.0	517.6519308417021	479.7735356354959	280.8357672433161	0.0	672.9369786694627	599.1180981595091	208.89910173386255	401.76777822418643	123.35272712320882	104.05466338316396	155.36566418821442	0.0	300.19591733552426	304.03781838153805	693.2409012131716	863.7909625870539	672.2033089749984	210.69265209375826	1288.992008249549	0.0	61.98423947404307	359.1401159509517	214.9151085321298	267.0494375271222	252.7933667020577	408.32993058391185	185.31101365124468	72.45676746208095	203.74898125509372	435.9062178908366	584.3239975821076	192.098354357431	486.1234920068937	259.7852441981296	251.06703489831787	301.65912518853696	715.6147130385001	309.94646379261764	17343.738482362005
hsa-miR-181a-3p	528.7009063444109	0.0	369.5170195191932	0.0	42.95192028123596	752.9061349439457	685.2557872966037	1137.1906841339155	332.88948069241013	207.06077233668083	658.4575210481293	112.33430689732644	69.69774411634877	563.3890984209456	903.6110609888127	0.0	435.2484264095353	123.35272712320882	0.0	221.9509488403063	0.0	221.1969917209126	0.0	567.197100992595	539.8693516169087	281.8917102153219	223.86094284961814	0.0	400.2301323260875	49.587391579234456	282.1815196757478	322.3726627981947	600.8612344360249	353.91071338288083	816.6598611678237	185.31101365124468	144.9135349241619	407.49796251018745	295.7935049973534	503.7275841225065	0.0	931.8357401794734	346.3803255975061	543.978575613022	542.9864253393665	286.2458852154	169.06170752324599	16162.066411827824
hsa-miR-93-5p	176.23363544813697	171.8381775333857	576.0118245446247	0.0	507.1630587053631	430.23207711082614	427.76573388818287	45.48762736535662	466.04527296937414	0.0	706.2941785601728	449.33722758930577	46.465162744232515	297.3442463888324	528.6336160230964	104.44955086693128	0.0	123.35272712320882	1439.4228434671015	643.6577516368883	618.9235887252753	458.19376856474753	186.34575965320073	504.1752008823066	215.94774064676346	0.0	105.34632604687913	257.79840164990975	150.0862996222828	1293.4044636916988	128.2643271253399	0.0	267.0494375271222	0.0	116.66569445254623	0.0	144.9135349241619	529.7473512632437	684.995485257029	413.05661898045537	448.22949350067233	503.95198193379684	432.9754069968826	167.37802326554524	542.9864253393665	644.0532417346501	140.88475626937165	16095.108040018267
hsa-miR-660-5p	151.05740181268882	1448.3503534956794	228.23110029126636	710.8667835647599	95.81582216583406	297.85297646134114	228.41859576553455	841.5211062590976	0.0	207.06077233668083	225.11368240961684	393.17007414064255	139.39548823269755	579.0387955993052	214.27282569469506	261.1238771673282	0.0	246.70545424641764	364.19132184107383	288.5362334923982	412.6157258168502	189.59742147506793	382.4991908670963	157.5547502757208	215.94774064676346	151.78784396209642	329.2072688964973	171.86560109993985	425.244515596468	404.9636978970814	128.2643271253399	0.0	867.9106719631471	202.23469336164618	116.66569445254623	1204.5215887330905	507.19737223456667	1018.7449062754687	77.84039605193512	241.78924037880313	768.393417429724	116.47946752243418	173.19016279875305	83.68901163277262	301.65912518853696	0.0	0.0	15570.586496659407
hsa-miR-205-5p	0.0	0.0	0.0	142.17335671295197	0.0	0.0	0.0	0.0	11451.398135818908	0.0	0.0	0.0	0.0	0.0	4.229068928184771	0.0	167.40324092674436	0.0	0.0	44.39018976806126	593.1351058617222	0.0	0.0	0.0	0.0	0.0	158.01948907031868	0.0	0.0	681.8266342144738	153.91719255040786	1235.7618740597463	100.14353907267082	176.95535669144041	0.0	216.1961825931188	0.0	0.0	0.0	90.67096514205117	0.0	0.0	0.0	0.0	0.0	286.2458852154	0.0	15502.4662166262
hsa-miR-136-3p	327.2910372608258	245.48311076197956	97.81332869625702	0.0	34.691935611767505	926.6537045463947	909.521317684583	250.18195050946142	266.31158455392807	0.0	422.08815451803156	0.0	0.0	610.3381899560244	1068.5447491880188	0.0	0.0	308.38181780802205	0.0	133.17056930418377	128.9424143177657	142.19806610630096	58.84602936416866	535.6861509374507	647.8432219402904	0.0	289.7023966289176	343.7312021998797	125.07191635190235	132.23304421129188	359.1401159509517	376.10143993122716	433.95533598157357	176.95535669144041	583.3284722627312	0.0	48.3045116413873	285.2485737571312	202.38502973503128	0.0	0.0	1088.7264515362215	692.7606511950122	585.8230814294084	904.9773755656109	214.68441391155002	56.35390250774866	14013.470604554472
hsa-miR-744-5p	226.58610271903325	147.28986645718774	510.80293874712	189.5644756172693	122.24777310813312	372.31622057667647	394.5412108677415	409.3886462882096	998.6684420772303	0.0	227.92760343973706	0.0	209.0932323490463	281.6945492104728	338.32551425478164	261.1238771673282	200.88388911209321	411.17575707736273	225.4517706635219	288.5362334923982	309.46179436263765	331.7954875813689	88.26904404625299	504.1752008823066	161.9608054850726	0.0	250.1975243613379	0.0	225.1294494334242	181.82043579052635	359.1401159509517	429.8302170642596	66.76235938178056	0.0	0.0	339.73685836061526	0.0	529.7473512632437	217.9531089454183	574.2494458996574	640.3278478581033	539.6089617876032	432.9754069968826	125.53351744915894	241.32730015082956	644.0532417346501	704.4237813468583	13714.097359358282
hsa-miR-335-5p	302.11480362537765	73.64493322859387	119.5496239620919	236.95559452158665	47.90791108291703	91.01063169652092	240.87779189820006	432.1324599708879	466.04527296937414	724.7127031783829	22.511368240961684	224.66861379465288	69.69774411634877	125.19757742687679	152.24648141465175	1201.1698349697097	0.0	123.35272712320882	0.0	199.75585395627567	283.6733114990845	458.19376856474753	333.4608330636224	63.02190011028833	971.7648329104356	303.57568792419283	605.7413747695549	429.6640027498496	900.5177977336969	148.76217473770336	487.4044430762916	107.4575542660649	934.6730313449277	0.0	233.33138890509247	216.1961825931188	169.06579074485555	122.24938875305624	186.81695052464428	241.78924037880313	128.06556957162067	99.83954359065787	519.5704883962592	0.0	180.99547511312218	0.0	0.0	12979.38265849831
hsa-miR-342-3p	75.52870090634441	0.0	1032.4740251271573	189.5644756172693	13.215975471149527	413.6846895296405	448.53106077595874	250.18195050946142	332.88948069241013	414.12154467336165	1702.4222232227273	337.00292069197934	0.0	281.6945492104728	585.0212017322266	104.44955086693128	0.0	82.23515141547254	0.0	244.14604372433692	747.866003043041	63.19914049168931	0.0	441.15330077201827	323.9216109701452	86.73591083548366	289.7023966289176	0.0	0.0	57.851956842440195	51.30573085013596	0.0	0.0	0.0	349.9970833576387	0.0	48.3045116413873	122.24938875305624	140.1127128934832	513.8021358049567	576.295063072293	406.48957033339275	865.9508139937652	209.22252908193155	482.6546003016591	0.0	56.35390250774866	12340.331906342084
hsa-miR-181a-2-3p	427.9959718026183	0.0	706.429596139634	568.6934268518079	36.3439325456612	438.50577090141894	411.15347237796215	1023.471615720524	0.0	0.0	284.2060240421413	561.6715344866323	139.39548823269755	109.5478802485172	508.8979610249008	0.0	0.0	431.73454493123086	0.0	488.29208744867384	567.346622998169	284.3961322126019	68.65370092486343	504.1752008823066	323.9216109701452	0.0	171.18777982617857	0.0	125.07191635190235	78.51337000045456	128.2643271253399	161.18633139909736	166.90589845445137	252.7933667020577	408.32993058391185	185.31101365124468	0.0	488.99755501222495	249.08926736619236	181.34193028410235	0.0	492.06632198252805	259.7852441981296	418.4450581638631	120.66365007541478	143.1229426077	394.47731755424064	12310.385796081542
hsa-miR-532-5p	151.05740181268882	147.28986645718774	652.0888579750467	331.7378323302213	307.2714297042265	157.2001820212634	265.7961841635311	0.0	399.46737683089214	724.7127031783829	576.8538111746432	0.0	139.39548823269755	46.9490915350788	315.77047997112953	0.0	0.0	411.17575707736273	346.84887794387987	88.78037953612252	283.6733114990845	205.39720659799028	107.88438716764253	441.15330077201827	377.9085461318361	368.6276210508056	210.69265209375826	0.0	275.15821597418517	161.15902263251198	0.0	322.3726627981947	567.4800547451347	176.95535669144041	0.0	370.62202730248936	169.06579074485555	0.0	607.1550892050939	332.46020552085434	896.4589870013447	318.5356866940037	173.19016279875305	167.37802326554524	0.0	357.80735651925005	140.88475626937165	12094.41614342052
