name	SRX1936168	SRX1936162	SRX1936158	SRX1936159	SRX1936164	SRX1936154	SRX1936155	SRX1936149	SRX1936157	SRX1936150	SRX1936151	SRX1936152	SRX1936153	SRX1936165	SRX1936161	SRX1936163	SRX1936167	SRX1936160	SRX1936166	SRX1936156
hsa-miR-503-3p	7.467237495488544	0.0	0.0	0.0	1.352975226347118	3.8012118263302344	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.42962770787391	0.0	0.0	45.05105225603981
hsa-miR-101-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.17156234816026	44.17156234816026
hsa-miR-5699-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.17156234816026	44.17156234816026
hsa-miR-1915-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.17156234816026	44.17156234816026
hsa-miR-3679-5p	0.0	0.0	0.0	0.0	0.9019834842314121	7.602423652660469	0.0	9.290021703813206	0.0	3.780832690591776	13.959802747987172	8.604593131813763	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.1396574110978
hsa-miR-212-3p	0.0	0.0	0.0	0.0	5.411900905388472	7.602423652660469	0.0	6.967516277859905	0.0	9.45208172647944	10.469852060990378	0.0	3.7513176503246766	0.0	0.0	0.0	0.0	0.0	0.416656944671291	0.0	44.07174921837463
hsa-miR-491-5p	0.0	0.0	0.0	0.0	0.22549587105785301	7.602423652660469	0.0	0.0	0.0	0.0	0.0	0.0	3.7513176503246766	0.0	0.0	0.0	0.0	32.42962770787391	0.0	0.0	44.00886488191691
hsa-miR-4725-5p	0.0	43.9792417978714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.9792417978714
hsa-miR-6506-5p	0.0	0.0	0.0	0.0	0.0	0.0	43.93190554640307	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.93190554640307
hsa-miR-6500-3p	0.0	0.0	0.0	0.0	0.0	0.0	43.93190554640307	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.93190554640307
hsa-miR-885-5p	0.0	0.0	0.0	0.0	0.0	0.0	43.93190554640307	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.93190554640307
hsa-miR-1266-5p	0.0	0.0	0.0	0.0	2.1422107750496036	5.068282435106979	0.0	10.451274416789856	0.0	5.671249035887664	0.0	3.441837252725505	3.7513176503246766	10.525097094020692	0.0	0.0	1.901743566044939	0.0	0.833313889342582	0.0	43.7863261152925
hsa-miR-34b-5p	0.0	0.0	0.0	0.0	16.46119858722327	0.0	0.0	8.128768990836555	0.0	18.90416345295888	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.4941310310187
hsa-miR-210-5p	0.0	0.0	0.0	0.0	13.078760521355473	0.0	0.0	4.645010851906603	0.0	0.0	0.0	3.441837252725505	0.0	7.016731396013795	0.0	0.0	11.410461396269634	0.0	3.333255557370328	0.0	42.92605697564134
hsa-miR-29b-1-5p	0.0	0.0	0.0	0.0	1.8039669684628241	10.136564870213958	0.0	2.3225054259533016	0.0	0.0	0.0	5.162755879088258	20.63224707678572	0.0	0.0	0.0	0.0	0.0	2.4999416680277458	0.0	42.557981888531806
hsa-miR-216b-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3225054259533016	16.69100771959107	0.0	0.0	6.88367450545101	5.626976475487015	10.525097094020692	0.0	0.0	0.0	0.0	0.416656944671291	0.0	42.46591816517438
hsa-miR-12135	0.0	0.0	0.0	0.0	19.054401104388578	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.508717830224695	0.0	13.749679174152602	0.0	42.312798108765875
hsa-miR-1248	7.467237495488544	0.0	0.0	0.0	1.0147314197603385	16.47191791409768	0.0	5.8062635648832535	0.0	0.0	6.979901373993586	3.441837252725505	0.0	0.0	0.0	0.0	0.0	0.0	0.6249854170069364	0.0	41.80687443795585
hsa-miR-5582-3p	0.0	0.0	0.0	19.121738548468826	1.9167149039917506	7.602423652660469	0.0	0.0	0.0	0.0	0.0	0.0	7.502635300649353	0.0	0.0	0.0	0.0	0.0	5.2082118083911375	0.0	41.351724214161536
hsa-miR-4797-3p	0.0	0.0	24.657568024065785	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.03346279202759	0.0	0.0	0.0	0.0	1.2499708340138729	0.0	39.941001650107246
hsa-miR-219b-5p	0.0	0.0	0.0	0.0	3.6079339369256482	3.8012118263302344	0.0	5.8062635648832535	0.0	7.561665381183552	6.979901373993586	6.88367450545101	3.7513176503246766	0.0	0.0	0.0	0.0	0.0	1.4582993063495184	0.0	39.85026754544148
hsa-miR-769-3p	0.0	0.0	0.0	0.0	6.7648761317355905	5.068282435106979	0.0	4.645010851906603	0.0	9.45208172647944	6.979901373993586	3.441837252725505	0.0	0.0	0.0	0.0	1.901743566044939	0.0	1.2499708340138729	0.0	39.50370417200652
hsa-miR-4741	12.445395825814241	0.0	0.0	0.0	0.0	7.602423652660469	0.0	0.0	16.69100771959107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9508717830224696	0.0	0.833313889342582	0.0	38.52301287043083
hsa-miR-6501-5p	0.0	0.0	0.0	0.0	3.6079339369256482	6.335353043883724	0.0	2.3225054259533016	16.69100771959107	0.0	0.0	6.88367450545101	0.0	0.0	0.0	0.0	0.0	0.0	2.4999416680277458	0.0	38.3404162998325
hsa-miR-544a	0.0	0.0	0.0	38.24347709693765	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.24347709693765
hsa-miR-147b-5p	0.0	0.0	0.0	0.0	6.539380260677737	8.869494261437213	0.0	6.967516277859905	0.0	0.0	10.469852060990378	5.162755879088258	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.00899874005349
hsa-miR-2682-5p	17.423554156139936	0.0	0.0	0.0	7.5541116804380755	0.0	0.0	3.4837581389299523	0.0	9.45208172647944	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.913505701987404
hsa-miR-1283	0.0	0.0	0.0	0.0	10.147314197603386	0.0	0.0	6.967516277859905	0.0	5.671249035887664	13.959802747987172	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0416423616782273	0.0	37.78752462101636
hsa-miR-6869-5p	0.0	0.0	36.98635203609868	0.0	0.3382438065867795	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.416656944671291	0.0	37.74125278735675
hsa-miR-4785	0.0	0.0	36.98635203609868	0.0	0.676487613173559	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.662839649272236
hsa-miR-10394-3p	17.423554156139936	0.0	0.0	0.0	0.22549587105785301	0.0	0.0	0.0	0.0	7.561665381183552	6.979901373993586	5.162755879088258	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.35337266146318
hsa-miR-542-5p	0.0	0.0	0.0	0.0	2.5932025171653095	8.869494261437213	0.0	9.290021703813206	0.0	9.45208172647944	0.0	6.88367450545101	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.088474714346184
hsa-miR-4440	0.0	0.0	36.98635203609868	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.98635203609868
hsa-miR-26a-2-3p	0.0	0.0	0.0	0.0	12.627768779239767	8.869494261437213	0.0	0.0	0.0	0.0	0.0	6.88367450545101	0.0	0.0	0.0	0.0	0.9508717830224696	0.0	6.874839587076301	0.0	36.20664891622676
hsa-miR-3065-3p	0.0	0.0	0.0	0.0	3.0441942592810154	0.0	0.0	16.25753798167311	0.0	0.0	6.979901373993586	3.441837252725505	3.7513176503246766	0.0	0.0	0.0	0.0	0.0	2.4999416680277458	0.0	35.97473018602564
hsa-miR-3614-5p	19.912633321302785	0.0	0.0	0.0	1.578471097404971	2.5341412175534894	0.0	0.0	0.0	3.780832690591776	0.0	0.0	0.0	7.016731396013795	0.0	0.0	0.0	0.0	0.416656944671291	0.0	35.2394666675381
hsa-miR-302a-5p	0.0	0.0	0.0	0.0	6.088388518562031	0.0	0.0	11.612527129766507	0.0	17.01374710766299	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.714662755991526
hsa-miR-4658	0.0	0.0	0.0	0.0	0.22549587105785301	5.068282435106979	0.0	2.3225054259533016	0.0	0.0	0.0	5.162755879088258	0.0	21.050194188041385	0.0	0.0	0.0	0.0	0.0	0.0	33.829233799247774
hsa-miR-550a-3-5p	0.0	0.0	24.657568024065785	0.0	0.7140702583498679	0.0	0.0	0.0	0.0	0.0	0.0	1.147279084241835	6.25219608387446	0.0	0.0	0.0	0.31695726100748983	0.0	0.5138768984279256	0.0	33.60194760996736
hsa-miR-653-3p	0.0	0.0	0.0	0.0	5.411900905388472	0.0	0.0	5.8062635648832535	0.0	11.342498071775328	6.979901373993586	0.0	3.7513176503246766	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.29188156636532
hsa-miR-487a-5p	0.0	0.0	0.0	19.121738548468826	0.0	0.0	0.0	0.0	0.0	0.0	13.959802747987172	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.081541296455995
hsa-miR-6511b-3p	0.0	0.0	0.0	0.0	3.833429807983501	0.0	0.0	3.4837581389299523	0.0	0.0	6.979901373993586	6.88367450545101	3.7513176503246766	7.016731396013795	0.0	0.0	0.0	0.0	0.833313889342582	0.0	32.782126762039105
hsa-miR-6129	0.0	0.0	0.0	0.0	2.931446323752089	5.068282435106979	0.0	5.8062635648832535	0.0	0.0	0.0	0.0	3.7513176503246766	10.525097094020692	0.0	0.0	1.901743566044939	0.0	2.7082701403633913	0.0	32.69242077449602
hsa-miR-181b-3p	4.978158330325696	0.0	0.0	0.0	6.426632325148811	0.0	0.0	0.0	0.0	3.780832690591776	0.0	3.441837252725505	7.502635300649353	0.0	0.0	0.0	6.1806665896460515	0.0	0.0	0.0	32.310762489087196
hsa-miR-3928-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.959802747987172	0.0	16.880929426461044	0.0	0.0	0.0	0.9508717830224696	0.0	0.416656944671291	0.0	32.20826090214198
hsa-miR-135a-5p	0.0	0.0	0.0	19.121738548468826	1.0523140649366474	0.0	0.0	0.0	0.0	0.0	0.0	3.441837252725505	5.626976475487015	0.0	0.0	0.0	2.8526153490674084	0.0	0.0	0.0	32.0954816906854
hsa-miR-10526-3p	0.0	0.0	0.0	0.0	0.3382438065867795	13.937776696544192	0.0	0.0	0.0	0.0	0.0	6.88367450545101	3.7513176503246766	7.016731396013795	0.0	0.0	0.0	0.0	0.0	0.0	31.927744054920456
hsa-miR-3127-5p	0.0	0.0	0.0	0.0	1.0147314197603385	2.5341412175534894	0.0	0.0	0.0	0.0	6.979901373993586	0.0	3.7513176503246766	17.54182849003449	0.0	0.0	0.0	0.0	0.0	0.0	31.821920151666582
hsa-miR-206	0.0	0.0	0.0	19.121738548468826	0.0	3.8012118263302344	0.0	2.3225054259533016	0.0	5.671249035887664	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.91670483664003
hsa-miR-7854-3p	0.0	0.0	0.0	0.0	1.2402272908181915	5.068282435106979	0.0	4.645010851906603	0.0	9.45208172647944	10.469852060990378	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.875454365301593
hsa-miR-1226-3p	0.0	0.0	0.0	0.0	1.352975226347118	7.602423652660469	0.0	0.0	0.0	0.0	0.0	12.046430384539267	9.378294125811692	0.0	0.0	0.0	0.0	0.0	0.416656944671291	0.0	30.796780334029837
hsa-miR-548j-5p	4.978158330325696	0.0	0.0	0.0	2.5932025171653095	10.136564870213958	0.0	0.0	0.0	5.671249035887664	0.0	0.0	5.626976475487015	0.0	0.0	0.0	0.0	0.0	1.4582993063495184	0.0	30.464450535429165
hsa-miR-219a-5p	0.0	0.0	0.0	0.0	9.358078648900898	0.0	0.0	3.4837581389299523	0.0	9.45208172647944	0.0	0.0	5.626976475487015	0.0	0.0	0.0	0.0	0.0	2.4999416680277458	0.0	30.420836657825053
hsa-miR-18b-5p	0.0	0.0	0.0	0.0	1.4093491941115812	0.0	0.0	1.7418790694649762	0.0	1.890416345295888	0.0	0.0	10.31612353839286	14.03346279202759	0.0	0.0	0.0	0.0	0.5208211808391137	0.0	29.91205212013201
hsa-miR-3127-3p	0.0	0.0	0.0	0.0	2.931446323752089	0.0	0.0	8.128768990836555	0.0	3.780832690591776	10.469852060990378	0.0	0.0	0.0	0.0	0.0	1.901743566044939	0.0	2.4999416680277458	0.0	29.712585300243482
hsa-miR-9898	0.0	0.0	0.0	0.0	2.3677066461074565	0.0	0.0	4.645010851906603	0.0	11.342498071775328	0.0	0.0	0.0	10.525097094020692	0.0	0.0	0.0	0.0	0.6249854170069364	0.0	29.505298080817017
hsa-miR-5001-3p	0.0	0.0	0.0	0.0	2.5932025171653095	15.204847305320937	0.0	3.4837581389299523	0.0	3.780832690591776	0.0	0.0	3.7513176503246766	0.0	0.0	0.0	0.0	0.0	0.416656944671291	0.0	29.230615247003946
hsa-miR-6511a-3p	0.0	0.0	0.0	0.0	4.397169485628134	0.0	0.0	2.322505425953302	0.0	11.34249807177533	0.0	5.162755879088257	3.751317650324678	0.0	0.0	0.0	0.0	0.0	2.0832847233564555	0.0	29.059531236126162
hsa-miR-6499-5p	0.0	0.0	0.0	0.0	1.2402272908181915	3.8012118263302344	0.0	0.0	0.0	0.0	10.469852060990378	0.0	0.0	10.525097094020692	0.0	0.0	2.3771794575561738	0.0	0.6249854170069364	0.0	29.03855314672261
hsa-miR-627-3p	0.0	0.0	0.0	0.0	0.22549587105785301	7.602423652660469	0.0	3.4837581389299523	0.0	0.0	0.0	3.441837252725505	0.0	14.03346279202759	0.0	0.0	0.0	0.0	0.0	0.0	28.78697770740137
hsa-miR-217-5p	0.0	0.0	0.0	0.0	0.0	6.335353043883724	0.0	0.0	0.0	0.0	0.0	12.046430384539267	7.502635300649353	0.0	0.0	0.0	1.901743566044939	0.0	0.416656944671291	0.0	28.202819239788575
hsa-miR-6130	1.6593861101085654	0.0	0.0	0.0	1.9542975491680592	4.223568695922482	0.0	0.0	0.0	2.5205551270611837	6.979901373993586	0.0	1.8756588251623383	2.3389104653379316	0.0	0.0	5.071316176119838	0.0	1.3888564822376366	0.0	28.01245080511162
hsa-miR-20a-3p	0.0	0.0	0.0	0.0	1.0147314197603385	7.602423652660469	0.0	0.0	0.0	9.45208172647944	0.0	0.0	9.378294125811692	0.0	0.0	0.0	0.0	0.0	0.416656944671291	0.0	27.864187869383233
hsa-miR-378e	0.0	0.0	0.0	0.0	0.11274793552892651	1.5204847305320937	0.0	0.0	0.0	0.0	2.7919605495974347	6.88367450545101	1.5005270601298706	14.03346279202759	0.0	0.0	0.5705230698134817	0.0	0.3749912502041619	0.0	27.78837189328457
hsa-miR-3064-5p	0.0	0.0	0.0	0.0	2.1422107750496036	7.602423652660469	0.0	0.0	0.0	5.671249035887664	0.0	3.441837252725505	5.626976475487015	0.0	0.0	0.0	1.901743566044939	0.0	1.2499708340138729	0.0	27.636411591869066
hsa-miR-6777-5p	0.0	0.0	0.0	0.0	0.7892355487024855	2.5341412175534894	0.0	2.3225054259533016	0.0	3.780832690591776	10.469852060990378	6.88367450545101	0.0	0.0	0.0	0.0	0.0	0.0	0.833313889342582	0.0	27.61355533858502
hsa-miR-1914-3p	0.0	0.0	0.0	0.0	0.45099174211570603	0.0	0.0	4.645010851906603	16.69100771959107	5.671249035887664	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.45825934950104
hsa-miR-99a-3p	0.0	0.0	0.0	0.0	0.3382438065867795	3.8012118263302344	0.0	0.0	0.0	0.0	10.469852060990378	3.441837252725505	9.378294125811692	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.42943907244459
hsa-miR-4504	0.0	0.0	0.0	0.0	1.2402272908181915	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.050194188041385	0.0	0.0	0.9508717830224696	0.0	4.166569446712909	0.0	27.407862708594955
hsa-miR-6847-5p	0.0	0.0	0.0	0.0	0.3382438065867795	2.5341412175534894	0.0	4.645010851906603	0.0	5.671249035887664	0.0	3.441837252725505	0.0	10.525097094020692	0.0	0.0	0.0	0.0	0.0	0.0	27.15557925868073
hsa-miR-642a-5p	0.0	0.0	0.0	0.0	4.622665356685987	0.0	0.0	9.290021703813206	0.0	13.232914417071216	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.14560147757041
hsa-miR-182-3p	0.0	0.0	0.0	0.0	5.862892647504178	3.8012118263302344	0.0	10.451274416789856	0.0	0.0	0.0	3.441837252725505	0.0	0.0	0.0	0.0	0.9508717830224696	0.0	2.0832847233564546	0.0	26.591372649728697
hsa-miR-4758-3p	0.0	0.0	0.0	0.0	1.127479355289265	7.602423652660469	0.0	0.0	0.0	0.0	0.0	0.0	16.880929426461044	0.0	0.0	0.0	0.9508717830224696	0.0	0.0	0.0	26.56170421743325
hsa-miR-659-5p	0.0	0.0	0.0	19.121738548468826	0.45099174211570603	0.0	0.0	0.0	0.0	0.0	0.0	3.441837252725505	0.0	0.0	0.0	0.0	0.0	0.0	3.541584029705973	0.0	26.556151573016013
hsa-miR-33a-3p	0.0	0.0	24.657568024065785	0.0	1.0147314197603385	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.833313889342582	0.0	26.505613333168704
hsa-miR-618	0.0	0.0	0.0	0.0	0.0	6.335353043883724	0.0	0.0	0.0	0.0	6.979901373993586	6.88367450545101	5.626976475487015	0.0	0.0	0.0	0.0	0.0	0.6249854170069364	0.0	26.45089081582227
hsa-miR-552-3p	0.0	0.0	0.0	0.0	0.22549587105785301	0.0	0.0	0.0	25.036511579386605	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.833313889342582	0.0	26.095321339787038
hsa-miR-556-5p	0.0	0.0	0.0	0.0	2.1422107750496036	3.8012118263302344	0.0	4.645010851906603	0.0	0.0	0.0	6.88367450545101	7.502635300649353	0.0	0.0	0.0	0.0	0.0	1.0416423616782273	0.0	26.016385621065034
hsa-miR-1908-3p	0.0	0.0	0.0	0.0	0.676487613173559	0.0	0.0	0.0	0.0	0.0	0.0	8.604593131813763	15.005270601298706	0.0	0.0	0.0	0.0	0.0	1.666627778685164	0.0	25.952979124971193
hsa-miR-4787-3p	0.0	0.0	0.0	0.0	4.397169485628134	3.8012118263302344	0.0	2.3225054259533016	0.0	15.123330762367104	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.644217500278774
hsa-miR-1294	4.978158330325696	0.0	0.0	0.0	0.7892355487024855	0.0	0.0	0.0	0.0	7.561665381183552	0.0	10.325511758176516	0.0	0.0	0.0	0.0	0.0	0.0	1.666627778685164	0.0	25.321198797073414
hsa-miR-16-1-3p	0.0	0.0	0.0	0.0	3.3824380658677953	0.0	0.0	2.3225054259533016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.606974264179756	0.0	11.874722923131793	0.0	25.186640679132644
hsa-miR-4721	0.0	0.0	0.0	0.0	0.0	13.937776696544192	0.0	0.0	0.0	0.0	0.0	0.0	3.7513176503246766	7.016731396013795	0.0	0.0	0.0	0.0	0.416656944671291	0.0	25.12248268755396
hsa-miR-4726-5p	0.0	0.0	0.0	0.0	1.2402272908181915	11.403635478990703	0.0	0.0	0.0	0.0	0.0	6.88367450545101	3.7513176503246766	0.0	0.0	0.0	0.0	0.0	1.4582993063495184	0.0	24.7371542319341
hsa-miR-11401	14.934474990977089	0.0	0.0	0.0	1.2402272908181915	0.0	0.0	2.3225054259533016	0.0	3.780832690591776	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2916131956921	0.0	24.56965359403246
hsa-miR-2277-3p	0.0	0.0	0.0	19.121738548468826	1.578471097404971	2.5341412175534894	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0416423616782273	0.0	24.275993225105516
hsa-miR-194-3p	0.0	0.0	0.0	19.121738548468826	1.4657231618760445	0.0	0.0	2.3225054259533016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0416423616782273	0.0	23.951609497976403
Hsa-Mir-1913_5p	0.0	0.0	0.0	0.0	0.7892355487024855	0.0	0.0	2.3225054259533016	0.0	17.01374710766299	0.0	0.0	3.7513176503246766	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.876805732643454
hsa-miR-4707-5p	0.0	0.0	0.0	0.0	2.3677066461074565	0.0	0.0	0.0	0.0	11.342498071775328	0.0	0.0	7.502635300649353	0.0	0.0	0.0	2.3771794575561738	0.0	0.0	0.0	23.59001947608831
hsa-miR-3163	0.0	0.0	0.0	19.121738548468826	0.0	0.0	0.0	3.4837581389299523	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.416656944671291	0.0	23.022153632070072
hsa-miR-4654	0.0	0.0	0.0	0.0	0.7892355487024855	11.403635478990703	0.0	0.0	0.0	3.780832690591776	0.0	0.0	0.0	7.016731396013795	0.0	0.0	0.0	0.0	0.0	0.0	22.99043511429876
hsa-miR-489-3p	0.0	0.0	0.0	0.0	2.1422107750496036	0.0	0.0	15.096285268696459	0.0	5.671249035887664	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.909745079633723
hsa-miR-412-3p	0.0	0.0	0.0	19.121738548468826	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.7513176503246766	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.873056198793503
hsa-miR-548av-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7291496531747592	22.08578117408013	22.814930827254887
hsa-miR-122b-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3225054259533016	16.69100771959107	3.780832690591776	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.79434583613615
hsa-miR-514a-3p	0.0	0.0	0.0	0.0	8.794338971256266	0.0	0.0	8.128768990836555	0.0	5.671249035887663	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.594356997980483
hsa-miR-643	0.0	0.0	0.0	0.0	1.2402272908181915	0.0	0.0	0.0	16.69100771959107	0.0	0.0	3.441837252725505	0.0	0.0	0.0	0.0	0.0	0.0	0.833313889342582	0.0	22.206386152477346
hsa-miR-519a-3p	0.0	0.0	0.0	0.0	5.299152969859546	0.0	0.0	0.0	16.69100771959107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.990160689450615
hsa-miR-6807-5p	0.0	0.0	0.0	0.0	0.45099174211570603	0.0	0.0	0.0	0.0	0.0	6.979901373993586	6.88367450545101	7.502635300649353	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.817202922209656
hsa-miR-4484	0.0	0.0	0.0	0.0	1.2402272908181915	0.0	0.0	0.0	0.0	7.561665381183552	6.979901373993586	3.441837252725505	0.0	0.0	0.0	0.0	0.9508717830224696	0.0	1.4582993063495184	0.0	21.632802388092827
hsa-miR-767-3p	0.0	0.0	0.0	19.121738548468826	0.5637396776446325	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.901743566044939	0.0	0.0	0.0	21.5872217921584
hsa-miR-5701	0.0	0.0	0.0	0.0	1.6912190329338979	2.53414121755349	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.03346279202759	0.0	0.0	0.9508717830224694	0.0	2.2916131956921	0.0	21.501308021229548
hsa-miR-6827-5p	0.0	0.0	0.0	0.0	3.7206818724545747	3.8012118263302344	0.0	0.0	0.0	0.0	6.979901373993586	0.0	3.7513176503246766	0.0	0.0	0.0	1.4263076745337042	0.0	1.0416423616782273	0.0	20.721062759315004
hsa-miR-3619-5p	0.0	0.0	0.0	0.0	0.22549587105785301	2.5341412175534894	0.0	0.0	16.69100771959107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2499708340138729	0.0	20.700615642216285
hsa-miR-4306	0.0	0.0	0.0	0.0	0.0	5.068282435106979	0.0	0.0	0.0	0.0	8.724876717491982	6.88367450545101	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.676833658049972
hsa-miR-6789-5p	0.0	0.0	0.0	0.0	0.0	3.8012118263302344	0.0	0.0	0.0	0.0	10.469852060990378	5.162755879088258	0.0	0.0	0.0	0.0	0.9508717830224696	0.0	0.0	0.0	20.38469154943134
hsa-miR-374c-5p	0.0	0.0	0.0	0.0	0.0	1.2670706087767447	0.0	0.0	0.0	0.0	0.0	0.0	2.8134882377435075	0.0	0.0	0.0	0.0	16.214813853936956	0.0	0.0	20.295372700457207
hsa-miR-942-3p	0.0	0.0	0.0	0.0	0.45099174211570603	0.0	0.0	0.0	0.0	5.671249035887664	0.0	0.0	5.626976475487015	0.0	0.0	0.0	0.0	0.0	8.541467365761465	0.0	20.29068461925185
hsa-miR-6857-3p	0.0	0.0	0.0	0.0	0.7892355487024855	0.0	0.0	0.0	0.0	0.0	6.979901373993586	0.0	0.0	10.525097094020692	0.0	0.0	1.4263076745337042	0.0	0.416656944671291	0.0	20.13719863592176
hsa-miR-124-3p	0.0	0.0	0.0	0.0	0.22549587105785301	3.801211826330234	0.0	2.3225054259533016	0.0	5.671249035887664	0.0	0.0	7.502635300649352	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.523097459878404
hsa-miR-519d-3p	0.0	0.0	0.0	0.0	1.578471097404971	0.0	0.0	3.4837581389299523	0.0	7.561665381183552	0.0	6.88367450545101	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.507569122969485
hsa-miR-6825-5p	0.0	0.0	0.0	19.121738548468826	0.22549587105785301	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.34723441952668
hsa-miR-2116-3p	0.0	0.0	0.0	0.0	2.25495871057853	0.0	0.0	3.4837581389299523	0.0	5.671249035887664	6.979901373993586	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.833313889342582	0.0	19.223181148732312
hsa-miR-6779-5p	0.0	0.0	0.0	19.121738548468826	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.121738548468826
hsa-miR-4746-3p	0.0	0.0	0.0	19.121738548468826	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.121738548468826
hsa-miR-6752-5p	0.0	0.0	0.0	19.121738548468826	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.121738548468826
