name	SRX1936168	SRX1936162	SRX1936158	SRX1936159	SRX1936164	SRX1936154	SRX1936155	SRX1936149	SRX1936157	SRX1936150	SRX1936151	SRX1936152	SRX1936153	SRX1936165	SRX1936161	SRX1936163	SRX1936167	SRX1936160	SRX1936166	SRX1936156
hsa-miR-34c-5p	149.34474990977088	109.9481044946785	73.97270407219736	143.4130391135162	1531.6807041604666	19.00605913165117	0.0	700.2353859249204	0.0	928.1944255402809	1019.0656006030636	51.627558790882574	18.756588251623384	10.525097094020692	386.4332213667846	392.7087083156069	135.4992290807019	0.0	1.666627778685164	0.0	5672.077803628851
hsa-miR-96-5p	14.934474990977089	329.8443134840355	345.205952336921	344.19129387243885	868.3845994437919	165.98624974975357	329.48929159802304	351.85957203192515	242.01961193407053	387.53535078565704	383.8945755696472	153.161757746285	142.5500707123377	98.23423954419313	416.1588537796142	98.17717707890172	182.0919464488029	210.79258010118045	298.53470085697995	110.42890587040064	5473.475517935936
hsa-miR-671-5p	32.35802914711702	395.8131761808426	332.8771683248881	152.9739083877506	223.12816441174556	150.78140244443262	615.046677649643	192.76795035412403	425.6206968495723	213.61704701843533	321.07546320370494	211.67299104261858	196.9441766420455	21.050194188041385	891.7689723848875	294.5315312367052	57.527742872859406	340.5110909326761	178.32917231931253	220.85781174080128	5469.253367332204
hsa-miR-361-3p	306.15673731503034	131.93772539361422	320.5483843128552	458.92172516325184	196.74514749797675	203.9983680130559	549.1488193300384	249.6693332899799	292.09263509284375	328.9324440814845	247.7864987767723	232.32401455897158	219.45208254399358	192.96011339037938	267.5306917154663	229.0800798507707	85.10302458051102	389.155532494487	128.95532437576455	419.62984230752244	5450.12852408477
hsa-miR-18a-5p	0.0	153.9273462925499	542.4664965294473	267.70433967856354	288.46559305075846	428.26986576653974	439.3190554640307	254.89497049837482	408.9296891299812	211.72663067313945	237.31664671578193	657.3909152705714	657.4184182193995	21.050194188041385	0.0	0.0	48.01902504263471	372.94071864055	154.05890529220983	287.1151552630417	5431.013965715616
hsa-miR-32-5p	32.35802914711702	0.0	468.4937924572499	315.5086860497356	1632.3646105877979	182.45816766385124	0.0	300.76445266095254	150.21906947631962	332.71327677207626	265.23625221175627	268.4633057125894	296.3540943756494	94.72587384618623	0.0	65.45145138593448	213.4707152885444	324.29627707873914	272.076984870353	110.42890587040064	5325.383945455253
hsa-miR-135b-5p	19.912633321302785	109.9481044946785	271.23324826472367	210.33912403315708	906.7940628139796	311.6993697590792	197.69357495881383	651.462771979901	91.80054245775088	667.3169698894484	582.8217647284644	330.4163762616485	341.3699061795456	17.54182849003449	0.0	0.0	74.16799907575262	291.8666493708652	64.5818264240501	88.34312469632052	5229.309877199516
hsa-miR-22-5p	39.82526664260557	0.0	110.95905610829604	305.9478167755012	207.79444517981153	970.5760863229865	65.89785831960461	285.66816739225607	191.9465887752973	268.4391210320161	254.7664001507659	853.5756386759252	920.9484831547081	45.60875407408967	148.62816206414792	0.0	47.06815325961224	291.8666493708652	82.70640351725126	110.42890587040064	5202.651956686141
hsa-miR-142-3p	0.0	0.0	715.0694726979078	592.7738950025335	0.676487613173559	212.86786227449312	571.1147721032399	135.86656741826812	701.022324222825	166.35663838603813	139.59802747987172	270.18422433895216	288.8514590750001	0.0	0.0	0.0	0.0	713.4518095732261	0.0	463.8014046556827	4971.634944841212
hsa-let-7b-3p	124.4539582581424	461.7820388776497	135.61662413236184	105.16956201657854	31.9076657546862	159.65089670586983	351.4552443712246	26.708812398462968	459.0027122887544	49.150824977693084	52.34926030495189	118.74338521902993	114.41518833490264	175.41828490034487	951.2202372105468	556.3373367804431	185.89543358089279	48.64444156181087	479.9888002613272	375.4582799593622	4963.368987895035
hsa-miR-409-3p	313.62397481051886	241.8858298882927	406.84987239708545	745.7478033902842	1.4657231618760445	172.32160279363728	373.4211971444261	146.31784183505798	742.7498435218026	136.10997686130392	52.34926030495189	89.48776857086314	138.79875306201302	0.0	208.0794268898071	359.98298262263967	0.0	372.94071864055	3.958240974377264	375.4582799593622	4881.549096828849
hsa-miR-3615	831.3524411643913	219.896208989357	147.94540814439472	191.21738548468826	133.49355566624897	138.1106963566652	43.93190554640307	47.61136123204268	50.07302315877321	138.00039320659982	97.7186192359102	58.511233296333586	33.76185885292209	1792.7748716815247	178.3537944769775	130.90290277186895	189.69892071298267	145.9333246854326	152.70477022202815	154.6004682185609	4876.593143104106
hsa-miR-339-3p	62.2269791290712	43.9792417978714	678.0831206618091	468.4825944374862	255.03583016643174	198.93008557794892	329.48929159802304	262.44311313272306	308.7836428124348	243.86370854316954	446.7136879355895	265.0214684598639	198.81983546720787	14.03346279202759	0.0	0.0	74.16799907575262	599.9481125956675	148.53820077531523	198.77203056672116	4797.332405525113
hsa-miR-941	57.2488207987455	197.90658809042137	345.2059523369211	325.0695553239702	90.98758397184369	584.1195506460792	43.93190554640306	231.0892898823535	200.2920926350929	236.30204316198603	184.96738641082996	557.5776349415318	555.1950122480519	224.5354046724414	0.0	130.90290277186895	36.60856364636507	291.86664937086516	41.24903752245781	66.25734352224038	4401.313317500469
hsa-miR-769-5p	296.20042065437895	109.9481044946785	283.56203227675655	353.7521631466733	241.39332996743164	320.5688640205164	131.79571663920922	320.5057487815556	300.43813895263924	332.71327677207626	324.56541389070173	270.18422433895216	260.716576697565	210.50194188041385	0.0	65.45145138593448	117.43266520327498	178.36295239330653	112.28904658891291	154.6004682185609	4384.982536303539
hsa-miR-625-3p	149.34474990977088	175.9169671914856	295.89081628878944	143.4130391135162	261.6879583626384	472.61733707372576	0.0	308.8932216517891	33.38201543918214	236.30204316198598	136.10807679287493	481.8572153815707	450.15811803896116	491.17119772096567	0.0	65.45145138593448	270.9984581614038	210.79258010118045	159.57960980910445	0.0	4343.564855584879
hsa-miR-221-5p	487.85951637191823	593.7197642712639	308.2196003008223	248.58260113009473	179.1564695554642	82.35958957048841	0.0	181.15542322435752	91.80054245775088	149.34289127837513	167.51763297584606	117.02246659266717	133.17177658652602	206.99357618240697	445.8844861924438	196.35435415780344	219.17594598667924	421.5851602023609	55.62370211361734	44.17156234816026	4329.697061499047
hsa-miR-320c	11.236414517020858	392.8288704874157	269.648118891748	244.02980623760214	16.17744961614214	393.19312774690343	168.19643837765747	194.07850698734055	169.7117820631278	195.63108579033445	258.3311354953412	424.5956968020006	432.8975909931221	13.156371367525866	358.40619652040243	203.83452003048168	7.477927379340992	333.33024479736116	8.33909113549255	234.26703602506421	4329.367411261424
hsa-miR-199b-3p	0.0	0.0	542.4664965294471	411.1173787920797	3.156942194809942	190.4829481861039	695.5885044847154	113.41568163405294	706.5859934626887	67.42484964888666	63.98242926160788	132.51073422993198	208.19812959301956	0.0	0.0	0.0	0.0	405.37034634842394	0.2083284723356455	640.4876540483239	4180.996416886428
hsa-miR-494-3p	9.956316660651392	0.0	653.4255526377433	583.2130257282992	0.45099174211570603	211.60079166571637	680.9445359692476	109.15775501980517	584.1852701856875	132.32914417071217	76.77891511392944	146.27808324083398	165.05797661428576	0.0	0.0	0.0	0.0	340.5110909326761	0.0	485.8871858297628	4179.776635511466
hsa-miR-378c	85.87323119811826	87.9584835957428	413.0142644031019	360.9228151023491	30.517107883162776	428.6288691056932	241.6254805052169	80.1264371953889	152.30544544126852	67.10978025800402	79.57087566352688	514.1244396258724	513.5553863294482	190.3288391168742	74.31408103207396	40.90715711620905	87.93186813500286	445.9073809832663	54.22790134896852	132.51468704448078	4081.4645310837695
hsa-miR-543	306.15673731503034	1077.4914240478493	184.9317601804934	277.265208952798	2.1422107750496036	16.47191791409768	109.82976386600768	39.48259224120613	116.83705403713749	69.94540477594785	52.34926030495189	10.325511758176516	26.259223552272736	0.0	683.6895454950804	687.240239552312	1.901743566044939	210.79258010118045	3.7499125020416186	132.51468704448078	4009.3767779821596
hsa-miR-141-3p	0.0	65.96886269680711	197.26054419252628	57.36521564540648	409.50050184106107	308.53169323713735	263.59143327841844	232.83116895181846	329.64740246192366	334.6036931173722	205.90709053281077	297.7189223607562	375.1317650324676	50.871302621100014	0.0	0.0	30.190179110963406	194.5777662472435	189.68307406160523	441.71562348160256	3985.09623887102
hsa-miR-493-3p	360.91647894861296	219.896208989357	456.16500844521704	573.6521564540648	0.0	119.104637225014	241.6254805052169	106.83524959385187	267.0561235134571	71.83582112124374	34.89950686996793	70.55766368087285	90.03162360779224	0.0	178.3537944769775	294.5315312367052	0.0	389.155532494487	0.0	463.8014046556827	3938.4182218185206
hsa-miR-345-5p	32.35802914711702	0.0	258.90446425269073	449.3608558890174	304.30667799257265	230.60685079736754	87.86381109280615	279.8619038273728	175.25558105570624	334.6036931173722	474.63329343156386	313.20718999802097	215.7007648936689	35.08365698006898	59.45126482565917	0.0	85.10302458051102	129.71851083149565	93.33115560636918	176.68624939264103	3736.036977712021
hsa-miR-144-5p	0.0	0.0	480.8225764692828	382.43477096937653	0.0	117.83756661623725	637.0126304228445	88.25520618622545	475.6937200083455	52.93165766828486	45.369358930958306	173.812781262638	157.5553413136364	0.0	0.0	0.0	0.0	324.29627707873914	0.0	485.8871858297628	3421.9090727563316
hsa-miR-589-5p	77.16145412004829	0.0	172.6029761684605	86.04782346810971	57.38869918422359	480.21976072638626	43.93190554640307	139.3503255571981	183.60108491550176	126.65789513482449	125.63822473188455	466.36894774430596	403.2666474099027	494.6795634189726	0.0	163.6286284648362	48.01902504263471	178.36295239330653	27.916015292976496	110.42890587040064	3385.2708351903766
hsa-miR-30e-3p	124.4539582581424	0.0	172.6029761684605	76.4869541938753	105.02470194519503	234.4080626236978	241.6254805052169	206.70298290984383	283.7471312330482	167.3018465586861	209.39704121980756	240.92860769078536	292.60277672532476	313.99872997161737	178.3537944769775	0.0	45.1664096935673	113.5036969775587	92.0811847723553	242.9435929148814	3341.3299288390413
hsa-miR-340-5p	62.2269791290712	131.93772539361422	271.23324826472367	267.70433967856354	348.05287697779613	133.0424139215582	109.82976386600768	152.12410539994124	83.45503859795535	117.20581340834505	174.49753434983964	142.83624598810846	170.6849530897728	31.57529128206208	178.3537944769775	294.5315312367052	107.44851148153906	145.9333246854326	283.7433793211492	132.51468704448078	3338.931557593643
hsa-miR-19a-3p	0.0	43.9792417978714	197.26054419252628	267.70433967856354	224.5938875736216	172.32160279363728	153.76166941241075	197.41296120603062	125.18255789693302	226.84996143550654	174.49753434983964	278.78881747076593	234.45735314529227	0.0	89.17689723848875	130.90290277186895	29.477025273696555	243.22220780905437	152.28811327735684	331.28671761120194	3273.1643349346664
hsa-miR-9-5p	9.956316660651392	0.0	24.65756802406578	57.36521564540648	578.3969092633932	44.34747130718607	263.59143327841844	484.242381311263	191.9465887752973	436.68617576335015	408.32423037862463	70.55766368087285	61.896741230357165	77.18404535615176	0.0	0.0	142.1553315618592	48.644441561810865	242.0776848540201	110.42890587040063	3252.459104523129
hsa-miR-107	9.126623605597109	183.2468408244642	164.3837868271052	229.46086258162597	281.005437983261	143.6013356613644	270.9134175361523	283.3456619663027	197.51025801516104	249.53495757905716	305.95234356005227	157.17723454113136	219.4520825439936	2.3389104653379316	59.45126482565917	0.0	10.61806824375091	75.66913131837246	47.29056322019151	353.372498785282	3243.451280083862
hsa-miR-92b-5p	291.22226232405325	637.6990060691353	24.657568024065785	38.24347709693765	47.128637051091275	44.34747130718606	65.89785831960461	20.90254883357971	58.418527018568746	17.01374710766299	31.409556182971137	25.813779395441287	31.88620002775975	564.8468773791105	594.5126482565917	490.8858853945086	113.62917807118511	0.0	78.3315055982027	44.17156234816026	3221.018295805816
hsa-miR-365a-3p	2.489079165162848	54.97405224733925	265.06885625870717	124.29130056504737	263.49192533110124	191.96119722967683	208.6765513454146	371.6008681525282	108.49155017734195	343.1105666712037	322.82043854720337	209.95207241625582	225.07905901948058	0.0	29.725632412829587	0.0	10.9350255047584	210.79258010118045	27.395194112137382	165.64335880560097	3136.49930806297
hsa-miR-365b-3p	2.489079165162848	54.97405224733925	265.06885625870717	124.29130056504737	263.49192533110124	191.96119722967683	208.6765513454146	371.6008681525282	108.49155017734195	343.1105666712037	322.82043854720337	209.95207241625582	225.07905901948058	0.0	29.725632412829587	0.0	10.9350255047584	210.79258010118045	27.395194112137382	165.64335880560097	3136.49930806297
hsa-miR-95-3p	0.0	0.0	0.0	0.0	80.72752183871138	353.5126998487118	373.4211971444261	209.02548833579712	233.67410807427498	187.1512181842929	188.4573370978268	404.4158771952468	392.0126944589287	214.01030757842076	0.0	0.0	3.3280512405786435	0.0	223.1197938714763	265.02937408896156	3127.885668957654
hsa-miR-493-5p	201.6154123781907	219.896208989357	209.58932820455917	391.9956402436109	0.0	53.21696556862328	241.6254805052169	104.51274416789856	183.60108491550176	86.95915188361084	59.32916167894548	12.046430384539267	33.76185885292209	0.0	118.90252965131835	294.5315312367052	0.0	356.72590478661306	0.0	530.0587481779231	3098.3681816255357
hsa-miR-495-3p	14.934474990977089	65.96886269680711	320.5483843128552	372.8739016951421	3.3824380658677953	87.42787200559539	241.6254805052169	77.8039317694356	267.0561235134571	126.65789513482449	108.18847129690057	61.95307054905909	73.15069418133119	0.0	326.98195654112544	163.6286284648362	0.9508717830224696	470.2296017641718	2.2916131956921	287.1151552630417	3072.76942772936
hsa-miR-1307-5p	47.29250413809412	0.0	357.5347363489539	267.70433967856354	166.64144871175338	135.5765551391117	241.6254805052169	166.05913795566104	125.18255789693302	111.53456437245738	230.33674534178834	177.25461851536352	180.06324721558448	210.50194188041385	0.0	0.0	77.02061442482002	210.79258010118045	152.91309869436378	154.6004682185609	3012.6346391388206
hsv2-miR-H10	0.0	263.87545078722843	0.0	0.0	0.3382438065867795	3.8012118263302344	0.0	4.645010851906603	0.0	13.232914417071216	20.939704121980757	3.441837252725505	0.0	10.525097094020692	683.6895454950804	1930.8178158850671	0.9508717830224696	48.64444156181087	0.0	0.0	2984.902144882831
hsa-miR-455-3p	7.467237495488544	197.9065880904213	283.56203227675655	191.21738548468826	55.81022808681862	184.99230888140474	329.48929159802304	104.51274416789856	392.23868141039014	96.41123361009028	111.67842198389738	168.65002538354975	204.44681194269486	0.0	0.0	0.0	18.541999768938155	291.8666493708652	78.3315055982027	265.02937408896156	2982.152519239089
hsa-miR-15b-3p	0.0	0.0	332.8771683248881	143.4130391135162	97.30146836146358	290.15916940987455	87.86381109280615	195.09045578007732	258.7106196536616	177.69913645781347	188.4573370978268	282.2306547234914	343.2455650047079	0.0	0.0	0.0	40.88748666996619	210.79258010118045	91.66452782768401	220.85781174080128	2961.2508313597596
hsa-miR-365a-5p	445.5451705641498	43.9792417978714	0.0	152.9739083877506	135.18477469918287	59.552318612507	131.79571663920922	80.1264371953889	0.0	132.32914417071217	118.65832335789096	36.139291153617805	61.896741230357165	726.2316994874278	297.25632412829583	229.0800798507707	118.38353698629746	113.5036969775587	72.08165142813334	0.0	2954.718056667122
hsa-miR-378d	116.98672076265386	109.9481044946785	234.24689622862496	253.36303576721195	22.061012718493288	300.5913840888031	153.76166941241075	42.96635038013608	104.31879824744419	45.36999228710131	57.933181404146765	288.253869915761	312.48476027204555	163.13900495732076	29.725632412829587	81.8143142324181	102.64660897727558	356.72590478661306	60.33192558840294	88.34312469632052	2925.0122916306927
hsa-miR-877-5p	17.423554156139936	109.9481044946785	49.31513604813157	95.60869274234413	125.71394811475305	331.97249949950714	87.86381109280615	343.7308030410886	50.07302315877321	321.37077870030095	261.7463015247595	347.625562525276	363.87781208149363	59.64221686611726	0.0	163.6286284648362	17.591127985915687	64.85925541574782	26.24938751429133	44.17156234816026	2882.412205775121
hsa-miR-125b-1-3p	338.51476646214735	659.688626968071	24.657568024065785	0.0	37.65781046666145	87.42787200559539	0.0	51.09511937097263	0.0	71.83582112124374	66.30906305293907	89.48776857086314	110.66387068457796	185.94338199436558	713.41517790791	294.5315312367052	19.96830744347186	48.64444156181087	17.49959167619422	0.0	2817.3407185475953
hsa-miR-140-5p	4.978158330325696	43.9792417978714	419.17865640911833	124.29130056504737	135.86126231235644	116.57049600746052	263.59143327841844	157.9303689648245	216.9831003546839	179.58955280310934	139.59802747987172	144.55716461447122	178.18758839042212	0.0	59.45126482565917	0.0	11.88589728778087	275.65183551692826	58.33197225398074	220.85781174080128	2751.475132933132
hsa-miR-25-5p	42.31434580776842	0.0	209.58932820455917	267.70433967856354	92.56605506924866	173.58867340241403	219.65952773201536	54.57887750990258	308.7836428124348	60.493323049468415	111.67842198389738	154.88267637264772	180.06324721558448	42.10038837608277	59.45126482565917	163.6286284648362	97.93979365131436	194.5777662472435	220.41152373111294	88.34312469632052	2742.354948831073
hsa-miR-4508	4.978158330325696	461.7820388776497	0.0	0.0	0.9019834842314121	2.5341412175534894	0.0	34.83758138929952	100.14604631754642	60.493323049468415	92.48369320541501	0.0	3.7513176503246766	0.0	713.41517790791	1210.851850639788	3.3280512405786435	32.42962770787391	0.6249854170069364	0.0	2722.5579764349714
hsa-miR-4664-3p	360.91647894861296	0.0	0.0	0.0	63.477087702785624	40.54625948085583	0.0	51.09511937097263	0.0	43.47957594180542	31.409556182971137	34.41837252725505	28.134882377435073	1880.4840141316972	0.0	0.0	53.72425574076953	32.42962770787391	40.41572363311523	44.17156234816026	2704.70251609431
hsa-miR-320d	9.24515118489058	164.1368131384843	185.8123876099243	142.0472006457684	10.175501181485618	242.96078923294084	62.7598650662901	141.78342647962535	154.6898751154958	134.7596794718069	215.75373711398026	302.6972941013056	312.230206574345	9.648005669518968	144.3816431480294	112.2024880901734	2.8186556425308913	184.15395734114117	5.922480856399065	123.83813015466359	2662.0172878188
hsa-miR-660-5p	19.912633321302785	43.9792417978714	197.26054419252628	133.85216983928177	145.67033270337305	98.83150748458608	219.65952773201536	289.151925531186	258.7106196536616	206.0553816372518	237.31664671578193	130.7898156035692	159.43100013879874	0.0	0.0	0.0	6.1806665896460515	162.14813853936957	52.29044655624702	220.85781174080128	2582.09840977727
hsa-miR-181d-5p	0.0	0.0	135.61662413236184	38.24347709693765	176.33777116724104	163.45210853220007	87.86381109280615	485.40363402424	141.8735656165241	279.7816191037914	404.83427969162796	139.39440873538297	163.18231778912343	38.59202267807587	0.0	0.0	17.11569209440445	81.07406926968478	32.29091321202505	154.6004682185609	2539.656782454987
hsa-miR-424-5p	82.13961245037399	571.7301433723283	24.657568024065785	76.4869541938753	235.98142906204316	72.22302470027445	0.0	90.57771161217876	41.727519298977676	85.06873553831495	139.59802747987172	130.7898156035692	75.02635300649354	0.0	535.0613834309326	294.5315312367052	6.656102481157287	0.0	20.207861816557614	0.0	2482.4637733077193
hsa-miR-3178	0.0	285.86507168616413	49.31513604813157	0.0	1.2402272908181915	31.67676521941862	109.82976386600768	185.8004340762641	91.80054245775088	302.4666152473421	268.72620289875306	17.209186263627526	16.880929426461044	0.0	297.25632412829583	654.5145138593448	1.901743566044939	32.42962770787391	1.666627778685164	110.42890587040064	2459.0086173913846
hsa-miR-548k	0.0	0.0	0.0	19.121738548468826	24.12805820319027	73.4900953090512	483.2509610104338	8.128768990836555	575.8397663258919	24.575412488846542	17.449753434983965	36.139291153617805	65.64805888068184	0.0	0.0	0.0	5.705230698134817	0.0	562.7993680147463	552.1445293520032	2448.4210324108867
hsa-miR-1468-5p	4.978158330325696	0.0	443.83622443318416	382.43477096937653	0.676487613173559	51.94989495984653	241.6254805052169	124.25404028850163	275.40162737325267	128.5483114801204	62.819112365942274	36.139291153617805	88.1559647826299	0.0	0.0	65.45145138593448	0.0	291.8666493708652	0.416656944671291	242.9435929148814	2441.49771487154
hsa-miR-193b-5p	72.18329578972259	241.8858298882927	73.97270407219736	124.29130056504737	79.14905074130641	34.21090643697211	0.0	112.64151315873512	16.69100771959107	153.1237239689669	108.18847129690057	30.976535274529546	9.378294125811692	24.558559886048283	416.1588537796142	621.7887881663776	31.85420473125273	194.5777662472435	33.74921251837457	44.17156234816026	2423.551580715144
hsa-miR-141-5p	0.0	0.0	123.28784012032892	86.04782346810971	131.915084568844	98.83150748458608	285.55738605161997	49.93386665799598	216.9831003546839	41.58915959650953	48.8593096179551	125.62705972448093	129.42045893620133	214.01030757842076	0.0	0.0	134.0729214061682	178.36295239330653	327.0757015669634	220.85781174080128	2412.432291266976
hsa-miR-7974	893.5794202934625	0.0	0.0	0.0	39.236281564066424	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	203.48521048440006	0.0	0.0	1000.317115739638	48.64444156181087	208.12014386330983	0.0	2393.3826135066874
hsa-miR-425-3p	0.0	43.9792417978714	184.9317601804934	172.09564693621942	124.02272908181915	190.0605913165117	131.79571663920922	199.7354666319839	175.25558105570624	145.56205858778338	164.02768228884926	206.5102351635303	206.3224707678572	17.54182849003449	0.0	0.0	15.213948528359513	210.79258010118045	31.665927795018113	132.51468704448078	2352.028152406908
hsa-miR-199b-5p	0.0	0.0	320.5483843128552	420.67824806631415	2.5932025171653095	81.09251896171166	263.59143327841844	53.417624796925935	275.40162737325267	52.93165766828486	59.32916167894548	82.60409406541213	127.544800111039	0.0	0.0	0.0	1.4263076745337042	291.8666493708652	0.0	309.2009364371218	2342.226646312846
hsa-miR-421	4.978158330325696	0.0	123.28784012032892	114.73043129081296	129.09638618062084	70.9559540914977	0.0	311.2157270777424	133.52806175672856	362.9599382968105	383.8945755696472	225.44034005352057	191.3172001665585	0.0	0.0	0.0	9.98415372173593	97.28888312362174	21.874489595242775	154.6004682185609	2335.152607593755
hsa-miR-29b-3p	146.85567074460803	109.9481044946785	102.73986676694078	95.60869274234413	220.87320570116702	317.19000906377846	131.79571663920922	118.06069248595948	136.3098963766604	69.94540477594785	34.89950686996793	119.31702476115083	116.29084716006497	106.4204261728759	39.63417655043944	163.6286284648362	68.4627683776178	0.0	94.7894549127187	88.34312469632052	2281.1132177572863
hsa-miR-199a-5p	0.0	0.0	320.5483843128552	239.0217318558603	2.25495871057853	97.56443687580935	241.6254805052169	71.99766820455234	317.1291466722303	34.02749421532598	48.8593096179551	91.20868719722588	138.79875306201302	0.0	0.0	0.0	0.0	227.0073939551174	0.416656944671291	441.71562348160256	2272.175725611014
hsa-miR-432-5p	29.868949981954177	87.9584835957428	221.91811221659208	315.5086860497356	0.0	74.75716591782793	285.55738605161997	110.31900773278181	191.9465887752973	102.08248264597795	76.77891511392944	46.464802911794315	103.1612353839286	0.0	59.45126482565917	65.45145138593448	0.0	227.0073939551174	0.0	265.02937408896156	2263.2613006328547
hsa-miR-196b-5p	0.0	0.0	36.98635203609868	19.121738548468826	40.28859562900307	321.83593462929315	307.5233388248215	114.96401858468842	292.09263509284375	86.95915188361084	83.75881648792303	290.83524785530517	324.4889767530845	24.558559886048283	0.0	0.0	4.7543589151123475	64.85925541574782	51.04047572223315	198.77203056672116	2262.839486831004
hsa-miR-194-5p	0.0	109.9481044946785	308.2196003008223	124.29130056504737	73.39890602933116	81.09251896171166	87.86381109280615	190.44544492817073	200.29209263509284	181.47996914840525	226.84679465479155	110.13879208721616	105.03689420909095	0.0	59.45126482565917	0.0	1.4263076745337042	162.14813853936957	4.791554863719846	198.77203056672116	2225.6435255771676
hsa-miR-450a-5p	9.956316660651392	0.0	49.31513604813157	86.04782346810971	333.0574015524489	100.09857809336283	175.7276221856123	281.0231565403495	58.418527018568746	296.7953662114544	324.56541389070173	144.55716461447122	178.18758839042212	0.0	59.45126482565917	0.0	11.410461396269634	32.42962770787391	26.457715986626976	44.17156234816026	2211.6707269388744
hsa-miR-130b-5p	149.34474990977088	43.9792417978714	110.95905610829604	114.73043129081296	126.39043572792662	25.341412175534895	87.86381109280615	47.61136123204268	58.418527018568746	60.493323049468415	45.369358930958306	37.86020977998056	31.88620002775975	389.42859247876567	267.5306917154663	229.0800798507707	134.54835729767944	97.28888312362174	107.28916325285742	44.17156234816026	2209.5854482091195
hsa-miR-874-3p	0.0	0.0	86.30148808423024	76.4869541938753	251.99163590715074	53.21696556862328	285.55738605161997	164.8978852426844	200.29209263509284	172.0278874219258	310.60561114271457	77.44133818632386	91.90728243295457	10.525097094020692	0.0	0.0	0.9508717830224696	32.42962770787391	43.9573076628212	331.28671761120194	2189.876148726136
hsa-miR-130a-3p	19.912633321302785	131.93772539361422	86.30148808423024	38.24347709693765	141.38591115327384	159.65089670586983	87.86381109280615	159.09162167780116	141.8735656165241	173.9183037672217	153.5578302278589	237.48677043805986	251.33828257175333	17.54182849003449	0.0	0.0	18.066563877426923	32.42962770787391	61.665227811351066	176.68624939264103	2088.951814426581
hsa-miR-582-3p	634.7151871165263	153.9273462925499	0.0	19.121738548468826	23.564318525545637	98.83150748458608	0.0	17.41879069464976	41.727519298977676	0.0	6.979901373993586	70.55766368087285	63.7724000555195	799.9073791455727	0.0	0.0	105.07133202398288	0.0	45.20727849683507	0.0	2080.802362738081
hsa-miR-487b-3p	0.0	43.9792417978714	221.91811221659208	191.21738548468826	0.0	70.9559540914977	395.38714991762765	29.031317824416266	258.7106196536616	45.36999228710131	48.8593096179551	44.74388428543157	90.03162360779224	0.0	59.45126482565917	0.0	0.0	291.8666493708652	0.0	242.9435929148814	2034.4660978960408
hsa-miR-147b-3p	0.0	0.0	86.30148808423024	28.68260782270324	91.4385757139594	315.50058158540946	0.0	114.96401858468842	0.0	111.53456437245738	104.69852060990378	400.97403994252136	393.888353284091	298.2110843305863	0.0	0.0	18.541999768938155	32.42962770787391	2.7082701403633913	0.0	1999.873731947726
hsa-miR-1275	12.445395825814241	109.9481044946785	209.58932820455917	286.8260782270324	39.80002124171106	29.14262400186513	87.86381109280615	46.45010851906603	91.80054245775088	111.53456437245738	104.69852060990378	13.76734901090202	22.50790590194806	24.558559886048283	0.0	0.0	48.96989682565718	372.94071864055	73.7482792068185	242.9435929148814	1929.5354014344505
hsa-miR-1296-5p	4.978158330325696	0.0	110.95905610829604	248.58260113009473	74.30088951356257	135.5765551391117	197.69357495881383	110.31900773278181	125.18255789693302	149.34289127837513	132.61812610587813	196.1847234053538	157.5553413136364	0.0	0.0	0.0	7.606974264179756	129.71851083149565	28.12434376531214	110.42890587040064	1919.1722176445512
hsa-miR-15b-5p	0.0	0.0	221.91811221659208	19.121738548468826	215.34855686024963	68.42181287394422	0.0	269.41062941058294	133.52806175672856	158.7949730048546	240.80659740277872	115.30154796630443	86.28030595746756	0.0	178.3537944769775	0.0	15.213948528359513	64.85925541574782	86.66464449162852	44.17156234816026	1918.1955412588452
Hsa-Mir-6529_5p	0.0	0.0	234.24689622862496	396.7760748807281	0.0	70.9559540914977	164.74464579901152	70.25578913508737	237.84686000417275	106.80852350921766	55.83921099194869	52.488018104063954	45.95364121647729	0.0	0.0	0.0	0.0	243.22220780905437	0.0	187.7291399796811	1866.8669617495657
hsa-miR-6529-5p	0.0	0.0	234.24689622862496	396.7760748807281	0.0	70.9559540914977	164.74464579901152	70.25578913508737	237.84686000417275	106.80852350921766	55.83921099194869	52.488018104063954	45.95364121647729	0.0	0.0	0.0	0.0	243.22220780905437	0.0	187.7291399796811	1866.8669617495657
hsa-miR-378a-5p	0.0	109.9481044946785	221.91811221659208	191.21738548468826	35.628347627140776	174.85574401119078	43.93190554640307	44.127603093112725	41.727519298977676	54.82207401358075	69.79901373993586	175.53369988900076	148.1770471878247	0.0	178.3537944769775	130.90290277186895	33.28051240578643	113.5036969775587	40.41572363311523	0.0	1808.1431868684326
hsa-miR-200b-5p	0.0	0.0	61.64392006016446	133.85216983928177	87.60514590597589	93.7632250494791	65.89785831960461	188.1229395022174	50.07302315877321	238.19245950728188	167.51763297584606	72.27858230723561	45.01581180389612	80.69241105415864	59.45126482565917	65.45145138593448	174.48497218462316	129.71851083149565	73.3316222621472	0.0	1787.0930009737745
