name	mean Cancer	noSamples_Cancer	stddev Cancer	mean Normal	noSamples_Normal	stddev Normal	FC 	log2(FC) 	t-statistics 	p-value 	p-value_cor 
hsa-miR-6819-5p	0.009591710662337589	142.0	0.08598635178683417	0.0	50.0	0.0	0.0	-Infinity	-0.7874307140427954	0.4320109534141464	1.0
hsa-miR-34b-5p	2.08085230509065	142.0	1.3575569590136214	2.476290286054931	50.0	1.3909294193689545	1.190036544158791	0.2510058771190565	1.7600680178568469	0.08000542627073952	1.0
hsa-miR-548i	0.0	142.0	0.0	0.023084678641074222	50.0	0.16323332808615837	1.0230846786410743	0.032925558963705276	1.6934497656687482	0.0920086754627516	1.0
hsa-miR-490-5p	77.6729285651889	142.0	14.116153889040545	71.10180567514321	50.0	10.884287607522511	0.9154000884036358	-0.12752566362228465	-2.9914803788837023	0.003144435504039192	1.0
hsa-miR-9983-3p	0.5502049012417297	142.0	0.7003312624433409	0.5114144738111073	50.0	0.5091228878338587	0.9294982154047006	-0.1054759996503624	-0.35937951911838273	0.7197102822971224	1.0
hsa-miR-6772-3p	0.00407946001591104	142.0	0.04861237652122334	0.014238123358388862	50.0	0.1006787357808735	3.4901980416173175	1.8033089004902356	0.9347258000281272	0.3511160622478732	1.0
hsa-miR-767-5p	350.01829927246234	142.0	58.80496602942928	358.1529382282	50.0	55.1263460846182	1.023240610484212	0.03314542830553702	0.8546700249492268	0.3938102171574812	1.0
hsa-miR-3065-3p	0.004909247045461725	142.0	0.058500430174308886	0.0	50.0	0.0	0.0	-Infinity	-0.5923816975988705	0.5542993355504104	1.0
hsa-miR-6763-5p	0.004956185240872885	142.0	0.059059763326161	0.0	50.0	0.0	0.0	-Infinity	-0.5923816975988702	0.5542993355504104	1.0
hsa-miR-503-3p	0.0	142.0	0.0	0.014355744684516362	50.0	0.10151044415404253	1.0143557446845164	0.0205637086371293	1.693449765668748	0.0920086754627516	1.0
hsa-miR-548an	0.00434773296985821	142.0	0.05180921772002824	0.0	50.0	0.0	0.0	-Infinity	-0.592381697598868	0.5542993355504223	1.0
hsa-miR-3200-3p	0.1011492351264763	142.0	0.43826239930892913	0.10623998758399401	50.0	0.32802828371473663	1.0503291245964665	0.07084147267335882	0.07501825840268504	0.9402791106814793	1.0
