name	SRX2409152	SRX2409153	SRX2409150	SRX2409151	SRX2409149	SRX2409148
hsa-miR-1273c	0.5722078367582595	0.5182192277212048	0.9648107337675074	0.44339527269696066	2.4061356966820275	3.5479245218085156	8.452693289434475
hsa-miR-4748	2.0027274286539085	0.0	1.7917913627110853	1.3301858180908819	3.039329301072035	0.2660943391356387	8.43012824966355
hsa-miR-31-5p	0.0	0.2591096138606024	0.27566020964785926	0.44339527269696066	4.305716509852049	3.0157358435372386	8.29961744959471
hsa-miR-26a-2-3p	2.7179872246017327	0.6477740346515061	0.5513204192957185	0.9976393635681614	1.3930259296580159	1.9513584869946836	8.259105458769818
hsa-miR-3154	1.144415673516519	0.38866442079090363	1.9296214675350147	1.8844299089620826	0.7598323252680087	2.1287547130851094	8.235718509157637
hsa-miR-301b-3p	1.144415673516519	0.6477740346515061	0.0	0.22169763634848033	2.4061356966820275	3.8140188609441545	8.234041902142687
hsa-miR-4741	1.8596754694643434	0.2591096138606024	0.9648107337675074	1.7735810907878427	1.7729420922920203	1.5965660348138322	8.226685034986149
hsa-miR-181b-3p	0.0	0.0	0.4134903144717889	0.33254645452272047	2.026219534048023	5.233188669667561	8.005444972710093
hsa-miR-6837-5p	1.4305195918956488	0.2591096138606024	0.0	1.1084881817424015	3.672522905462042	1.5078679217686193	7.978508214729315
hsa-miR-4773	0.0	0.0	4.410563354365748	0.8867905453939213	0.5065548835120057	2.1287547130851094	7.932663496356785
hsa-let-7g-3p	0.8583117551373893	0.2591096138606024	0.4134903144717889	0.33254645452272047	0.37991616263400435	5.6766792348936255	7.920053535520131
hsa-miR-3176	0.28610391837912974	2.7206509455363252	1.102640838591437	0.44339527269696066	0.5065548835120057	2.7496415044015996	7.808987363117458
hsa-miR-7113-5p	1.5735715510852137	0.38866442079090363	1.516131153063226	2.4386739998332834	1.5196646505360174	0.3547924521808516	7.791498227489496
hsa-miR-4701-5p	0.7152597959478244	0.9068836485121085	0.27566020964785926	0.5542440908712007	3.039329301072035	2.2174528261303226	7.708829872181351
hsa-miR-1197	0.8583117551373893	0.0	0.0	0.0	1.8995808131700216	4.878396217486709	7.63628878579412
hsa-miR-548n	2.0027274286539085	1.1012158589075602	0.27566020964785926	0.44339527269696066	1.5196646505360174	2.2174528261303226	7.56011624657263
hsa-miR-6500-3p	3.8624028981182517	0.6477740346515061	0.0	1.6627322726136025	0.6331936043900073	0.7095849043617032	7.515687714135071
hsa-miR-1306-5p	0.28610391837912974	0.0	0.27566020964785926	0.0	4.305716509852049	2.483547165265961	7.351027803145
hsa-miR-365a-3p	0.28610391837912974	0.0	1.0337257861794722	0.11084881817424017	1.3930259296580159	4.523603765305857	7.347308217696716
hsa-miR-365b-3p	0.28610391837912974	0.0	1.0337257861794722	0.11084881817424017	1.3930259296580159	4.523603765305857	7.347308217696716
hsa-miR-190a-5p	1.2874676327060839	1.0364384554424095	0.0	4.988196817840807	0.0	0.0	7.312102905989301
hsa-miR-125b-1-3p	2.0027274286539085	0.7773288415818073	0.9648107337675074	1.7735810907878427	1.7729420922920203	0.0	7.291390187083085
hsa-miR-1343-3p	1.7166235102747787	0.2591096138606024	0.27566020964785926	0.44339527269696066	3.165968021950036	1.4191698087234064	7.279926437153644
hsa-miR-6819-5p	2.7179872246017327	0.7773288415818073	0.0	1.441034636265122	1.7729420922920203	0.5321886782712774	7.241481473011959
hsa-miR-544b	2.0027274286539085	1.813767297024217	0.0	0.0	2.7860518593160317	0.6208867913164903	7.223433376310647
hsa-miR-4646-5p	0.8583117551373893	1.6842124900939157	2.205281677182874	0.8867905453939213	1.5196646505360174	0.0	7.154261118344118
hsa-miR-624-5p	0.28610391837912974	1.2955480693030121	1.516131153063226	1.5518834544393623	0.0	2.483547165265961	7.13321376045069
hsa-miR-1249-3p	0.28610391837912974	0.0	0.0	0.0	3.5458841845840405	3.1931320696276644	7.025120172590835
hsa-miR-2276-3p	0.5722078367582595	0.2591096138606024	0.27566020964785926	1.5518834544393623	3.419245463706039	0.8869811304521289	6.965087708864251
hsa-miR-4470	1.0013637143269543	1.2955480693030121	0.0	0.33254645452272047	2.279496975804026	1.8626603739494707	6.771615587906183
hsa-miR-5582-3p	0.28610391837912974	1.165993262372711	1.102640838591437	1.441034636265122	2.026219534048023	0.6208867913164903	6.642878980972913
hsa-miR-6511b-3p	0.5722078367582596	0.2591096138606024	0.0	0.44339527269696066	3.419245463706039	1.7739622609042582	6.46792044792612
hsa-miR-6509-5p	1.0013637143269543	0.7773288415818073	1.7917913627110853	0.5542440908712007	0.8864710461460101	1.4191698087234064	6.430368864360465
hsa-miR-589-3p	0.7152597959478244	0.5182192277212048	0.9648107337675074	0.0	0.0	4.168811313125006	6.367101070561542
hsa-miR-6855-5p	0.28610391837912974	1.5546576831636145	2.0674515723589444	0.8867905453939213	0.8864710461460101	0.6208867913164903	6.30236155675811
hsa-miR-149-5p	0.8583117551373893	0.38866442079090363	1.3783010482392963	0.6650929090454409	2.9126905801940333	0.0	6.203060713407064
hsa-miR-3155a	0.28610391837912974	0.0	1.102640838591437	0.0	1.2663872087800145	3.5479245218085156	6.203056487559097
hsa-miR-4685-3p	0.28610391837912974	1.4251028762333133	1.102640838591437	0.7759417272196811	1.3930259296580159	1.1530754695877676	6.135890759669346
hsa-miR-17-3p	0.7152597959478244	0.0	0.0	0.7759417272196811	1.3930259296580159	3.1931320696276644	6.077359522453186
hsa-miR-7856-5p	2.145779387843473	0.6477740346515061	0.27566020964785926	1.3301858180908819	0.7598323252680087	0.8869811304521289	6.046212905953857
hsa-miR-1276	1.144415673516519	0.6477740346515061	1.3783010482392963	1.441034636265122	1.139748487902013	0.2660943391356387	6.017368219710096
hsa-miR-338-3p	0.28610391837912974	0.7773288415818073	0.0	0.0	1.139748487902013	3.8140188609441545	6.0172001088071045
hsa-miR-665	0.28610391837912974	0.6477740346515061	0.0	0.0	2.1528582549260245	2.9270377304920254	6.0137739384486855
hsa-miR-3934-5p	0.0	0.2591096138606024	0.0	0.33254645452272047	4.179077788974047	1.2417735826329805	6.01250743999035
hsa-miR-4786-5p	2.288831347033038	1.6842124900939157	0.0	0.7759417272196811	0.5065548835120057	0.7095849043617032	5.965125352220344
hsa-miR-10b-3p	1.0013637143269543	1.2955480693030121	1.6539612578871556	0.0	1.3930259296580159	0.6208867913164903	5.964785762491628
hsa-miR-4479	0.5722078367582595	0.6477740346515061	1.3783010482392963	0.8867905453939213	2.026219534048023	0.44349056522606445	5.954783564317071
hsa-miR-708-3p	2.5749352654121678	0.38866442079090363	0.0	0.22169763634848033	1.5196646505360174	1.2417735826329805	5.94673555572055
hsa-miR-943	1.4305195918956488	0.0	0.4134903144717889	1.1084881817424015	1.3930259296580159	1.5965660348138322	5.942090052581687
hsa-miR-509-3p	1.144415673516519	0.5182192277212048	0.5513204192957185	0.6650929090454409	2.4061356966820275	0.6208867913164903	5.906070717577401
hsa-miR-6751-5p	2.0027274286539085	1.2955480693030121	0.0	0.8867905453939213	1.5196646505360174	0.1773962260904258	5.882126919977285
hsa-miR-6755-5p	0.5722078367582595	0.2591096138606024	0.27566020964785926	0.22169763634848033	3.165968021950036	1.3304716956781935	5.825115014243431
hsa-miR-5697	1.0013637143269543	0.6477740346515061	0.27566020964785926	0.5542440908712007	0.8864710461460101	2.394849052220748	5.760362147864278
hsa-miR-323a-5p	1.5735715510852137	0.0	0.27566020964785926	0.33254645452272047	2.9126905801940333	0.6208867913164903	5.715355586766317
hsa-miR-3179	0.4291558775686947	0.6477740346515061	0.27566020964785926	1.884429908962083	1.3930259296580159	0.9756792434973423	5.605725203985502
hsa-miR-1262	0.0	0.0	1.3783010482392963	0.22169763634848033	1.139748487902013	2.8383396174468127	5.578086789936602
hsa-miR-3609	0.0	0.0	0.0	0.0	2.1528582549260245	3.3705282957180898	5.523386550644114
hsa-miR-548t-5p	0.5722078367582595	0.9068836485121085	0.27566020964785926	0.9976393635681614	1.7729420922920203	0.9756792434973418	5.50101239427575
hsa-miR-6886-5p	0.28610391837912974	0.0	0.0	1.8844299089620826	2.7860518593160317	0.5321886782712774	5.4887743649285206
hsa-miR-6770-3p	2.574935265412168	0.7773288415818072	0.5513204192957184	1.330185818090882	0.2532774417560029	0.0	5.487047786136579
hsa-miR-6865-5p	0.28610391837912974	0.0	1.102640838591437	2.771220454356004	1.139748487902013	0.1773962260904258	5.4771099253190085
hsa-miR-6501-5p	0.5722078367582595	0.6477740346515061	0.5513204192957185	0.22169763634848033	0.6331936043900073	2.8383396174468127	5.4645331488907845
hsa-miR-548q	0.5722078367582595	2.2024317178151205	0.9648107337675074	1.2193369999166417	0.0	0.44349056522606445	5.402277853483594
hsa-miR-5006-3p	1.7166235102747787	0.6477740346515061	0.0	0.0	2.026219534048023	0.9756792434973418	5.36629632247165
hsa-miR-20b-3p	0.5722078367582595	2.9797605593969276	0.0	0.44339527269696066	1.0131097670240115	0.3547924521808516	5.363265888057011
hsa-miR-4804-5p	0.42915587756869467	0.7773288415818073	1.6539612578871556	0.5542440908712007	1.2663872087800145	0.6208867913164903	5.301964068005363
hsa-miR-4642	1.5735715510852137	0.38866442079090363	0.0	1.6627322726136025	1.3930259296580159	0.1773962260904258	5.1953904002381615
hsa-miR-3173-3p	0.28610391837912974	0.7773288415818073	1.6539612578871556	1.2193369999166417	0.5065548835120057	0.7095849043617032	5.152870805638443
hsa-miR-6793-5p	0.28610391837912974	0.5182192277212048	1.102640838591437	0.0	3.039329301072035	0.1773962260904258	5.123689511854232
hsa-miR-4797-3p	0.0	0.5182192277212048	0.8269806289435778	0.8867905453939213	1.8995808131700216	0.9756792434973418	5.107250458726067
hsa-miR-5698	0.5722078367582595	0.0	0.0	1.9952787271363228	2.1528582549260245	0.3547924521808516	5.075137271001458
hsa-miR-548a-3p	0.28610391837912974	0.5182192277212048	0.27566020964785926	0.775941727219681	1.6463033714140185	1.5078679217686197	5.010096376150513
hsa-miR-4687-3p	1.2874676327060839	0.5182192277212048	0.0	1.1084881817424015	1.6463033714140187	0.44349056522606445	5.003968978809774
hsa-miR-6741-3p	0.0	0.5182192277212048	0.0	0.0	3.672522905462042	0.7982830174069161	4.989025150590163
hsa-miR-378b	0.28610391837912974	0.5182192277212048	0.0	0.0	0.6331936043900073	3.5479245218085156	4.985441272298857
hsa-miR-3920	0.7152597959478244	0.2591096138606024	1.3783010482392963	0.7759417272196811	0.5065548835120057	1.3304716956781935	4.965638764457603
hsa-miR-1228-5p	0.28610391837912974	0.5182192277212048	2.205281677182874	0.0	1.7729420922920203	0.1773962260904258	4.959943141665654
hsa-miR-219a-2-3p	0.0	0.0	2.205281677182874	0.6650929090454409	1.7729420922920203	0.2660943391356387	4.909411017655974
hsa-miR-4489	0.0	0.6477740346515061	3.445752620598241	0.33254645452272047	0.25327744175600286	0.1773962260904258	4.856746777618896
hsa-miR-6804-5p	0.5722078367582595	1.2955480693030121	0.5513204192957185	1.7735810907878427	0.37991616263400435	0.2660943391356387	4.838667917914476
hsa-miR-4742-5p	1.2874676327060839	0.9068836485121085	0.0	1.3301858180908819	1.0131097670240115	0.2660943391356387	4.803741205468724
hsa-miR-3128	0.5722078367582595	1.2955480693030121	1.516131153063226	0.44339527269696066	0.25327744175600286	0.7095849043617032	4.790144677939165
hsa-miR-582-5p	0.0	0.0	0.0	0.0	0.0	4.789698104441496	4.789698104441496
hsa-miR-548u	0.7152597959478244	0.7773288415818073	1.516131153063226	0.0	0.25327744175600286	1.5078679217686193	4.769865154117481
hsa-miR-4443	0.5722078367582595	0.9068836485121085	1.6539612578871556	0.22169763634848033	0.25327744175600286	1.1530754695877676	4.761103290849775
hsa-miR-12114	1.5735715510852137	0.0	0.6891505241196482	0.9976393635681614	0.8864710461460101	0.5321886782712774	4.679021163190311
hsa-miR-3690	0.0	0.0	1.2404709434153667	0.0	1.0131097670240115	2.394849052220748	4.648429762660125
hsa-miR-5003-3p	0.0	2.331986524745422	0.9648107337675074	0.6650929090454409	0.5065548835120057	0.1773962260904258	4.645841277160801
hsa-miR-4781-3p	1.0013637143269543	0.2591096138606024	0.9648107337675074	0.0	0.25327744175600286	2.1287547130851094	4.6073162167961765
hsa-miR-7977	0.8583117551373893	0.6477740346515061	0.0	0.5542440908712007	0.7598323252680087	1.7739622609042578	4.594124466832363
hsa-miR-6716-3p	0.42915587756869467	0.0	0.0	0.0	3.419245463706039	0.7095849043617032	4.557986245636437
hsa-miR-4504	0.0	2.072876910884819	0.4134903144717889	0.0	0.37991616263400435	1.6852641478590449	4.551547535849657
hsa-miR-6892-5p	1.2874676327060839	0.2591096138606024	0.0	2.1061275453105632	0.5065548835120057	0.3547924521808516	4.514052127570107
hsa-miR-3182	1.8596754694643434	1.165993262372711	0.0	1.2193369999166417	0.0	0.2660943391356387	4.511100070889335
hsa-miR-598-5p	0.8583117551373893	0.0	0.0	2.6603716361817638	0.6331936043900073	0.3547924521808516	4.506669447890013
hsa-miR-329-5p	0.7152597959478244	0.9068836485121085	0.5513204192957185	0.5542440908712007	1.3930259296580159	0.3547924521808516	4.47552633646572
hsa-miR-3161	0.0	0.0	1.102640838591437	3.325464545227205	0.0	0.0	4.428105383818642
hsa-miR-3202	0.28610391837912974	0.2591096138606024	0.6891505241196482	0.22169763634848033	2.65941313843803	0.2660943391356387	4.381569170281529
hsa-miR-3912-3p	0.7152597959478244	0.7773288415818073	0.0	0.6650929090454409	0.0	2.2174528261303226	4.375134372705395
hsa-miR-3667-3p	0.42915587756869467	0.0	0.5513204192957185	0.8867905453939213	1.3930259296580159	1.0643773565425547	4.324670128458905
hsa-miR-3121-3p	1.0013637143269543	0.9068836485121085	0.5513204192957185	0.33254645452272047	1.2663872087800145	0.2660943391356387	4.324595784573154
hsa-miR-4754	1.2874676327060839	0.0	0.0	0.8867905453939213	1.8995808131700216	0.1773962260904258	4.251235217360452
hsa-miR-365b-5p	0.0	0.2591096138606024	0.5513204192957185	0.0	1.3930259296580159	2.0400566000398968	4.243512562854233
hsa-miR-6131	0.7152597959478244	1.0364384554424095	1.2404709434153667	0.9976393635681614	0.25327744175600286	0.0	4.243086000129765
hsa-miR-6827-5p	1.0013637143269543	0.2591096138606024	0.5513204192957185	1.1084881817424015	1.139748487902013	0.1773962260904258	4.237426643218115
hsa-miR-6505-5p	0.42915587756869467	0.7773288415818073	0.0	0.7759417272196811	1.0131097670240115	1.2417735826329805	4.237309796027175
hsa-miR-3131	0.5722078367582595	0.2591096138606024	0.5513204192957185	0.7759417272196811	0.8864710461460101	1.1530754695877676	4.198126112868039
hsa-miR-4747-5p	0.0	1.0364384554424095	1.9296214675350147	0.33254645452272047	0.8864710461460101	0.0	4.185077423646155
hsa-miR-10401-3p	0.0	0.2591096138606024	0.0	0.22169763634848036	1.3930259296580159	2.306150939175535	4.179984119042634
hsa-miR-147b-3p	0.0	0.6477740346515061	1.3783010482392963	0.22169763634848033	0.5065548835120057	1.4191698087234064	4.1734974114746946
hsa-miR-548ag	0.5722078367582595	0.0	0.0	0.8867905453939213	0.7598323252680086	1.9513584869946836	4.170189194414873
hsa-miR-152-5p	0.0	0.0	0.27566020964785926	1.2193369999166417	0.5065548835120057	2.1287547130851094	4.130306806161617
hsa-miR-23c	0.9298377347321717	0.38866442079090363	0.0	1.0530637726552816	0.12663872087800143	1.6261320724955697	4.124336721551928
hsa-miR-4668-5p	0.5722078367582595	0.5182192277212048	0.27566020964785926	0.6650929090454409	0.37991616263400435	1.6852641478590449	4.096360493665814
hsa-miR-509-3-5p	1.0013637143269543	0.0	0.8269806289435778	0.22169763634848033	0.8864710461460101	1.1530754695877676	4.089588495352791
hsa-miR-643	0.8583117551373893	1.0364384554424095	0.8269806289435778	0.0	0.25327744175600286	1.0643773565425547	4.039385637821934
hsa-miR-449a	0.28610391837912974	0.0	0.0	0.44339527269696066	3.2926067428280374	0.0	4.022105933904128
hsa-miR-548ar-3p	0.42915587756869467	0.6477740346515061	1.6539612578871556	0.22169763634848033	0.0	1.0643773565425547	4.016966162998392
hsa-miR-2116-3p	0.42915587756869467	0.2591096138606024	0.0	0.22169763634848033	1.7729420922920203	1.3304716956781935	4.013376915747991
hsa-miR-616-5p	0.0	0.0	0.5513204192957185	0.0	0.8864710461460101	2.483547165265961	3.9213386307076896
hsa-miR-615-3p	0.0	1.2955480693030121	0.4134903144717889	1.2193369999166417	0.8864710461460101	0.0	3.814846429837453
hsa-miR-4497	0.28610391837912974	0.2591096138606024	0.27566020964785926	0.0	1.0131097670240115	1.9513584869946836	3.785341995906286
hsa-miR-377-3p	0.8583117551373893	0.9068836485121085	0.0	0.0	1.3930259296580159	0.6208867913164903	3.7791081246240035
hsa-miR-3200-5p	0.28610391837912974	2.331986524745422	0.0	0.44339527269696066	0.25327744175600286	0.44349056522606445	3.75825372280358
hsa-miR-4676-5p	0.8583117551373893	0.0	0.0	0.7759417272196811	1.139748487902013	0.9756792434973418	3.7496812137564253
hsa-miR-4707-3p	0.0	0.0	0.6891505241196482	2.771220454356004	0.25327744175600286	0.0	3.713648420231655
hsa-miR-548al	0.8583117551373893	1.813767297024217	0.6891505241196482	0.33254645452272047	0.0	0.0	3.693776030803975
hsa-miR-29b-1-5p	0.8583117551373893	0.0	0.13783010482392963	0.33254645452272047	1.6463033714140187	0.7095849043617032	3.6845765902597614
hsa-miR-3944-3p	0.0	0.38866442079090363	1.6539612578871556	0.0	0.8864710461460101	0.7095849043617032	3.638681629185773
hsa-miR-7855-5p	0.42915587756869467	0.9068836485121085	0.27566020964785926	0.22169763634848033	1.0131097670240115	0.7095849043617032	3.556092043462858
hsa-miR-4753-5p	0.7152597959478244	0.5182192277212048	0.6891505241196482	0.22169763634848033	0.5065548835120057	0.7982830174069161	3.4491650850560793
hsa-miR-4664-5p	0.5722078367582595	0.0	2.618771991654663	0.0	0.0	0.1773962260904258	3.3683760545033485
hsa-miR-4710	1.0013637143269543	0.0	0.0	0.9976393635681614	1.0131097670240115	0.3547924521808516	3.366905297099979
hsa-miR-141-3p	0.28610391837912974	0.5182192277212048	0.27566020964785926	0.22169763634848033	0.6331936043900073	1.4191698087234064	3.3540444052100877
hsa-miR-4474-3p	2.288831347033038	0.2591096138606024	0.0	0.0	0.0	0.7982830174069161	3.3462239783005563
hsa-miR-4716-3p	0.8583117551373893	0.0	1.7917913627110853	0.6650929090454409	0.0	0.0	3.315196026893916
hsa-miR-3192-5p	0.8583117551373893	0.7773288415818073	0.0	0.6650929090454409	1.0131097670240115	0.0	3.313843272788649
hsa-miR-3180	0.7042557990870886	0.8171918590988229	0.5725250508070923	0.733307566383435	0.37017472256646566	0.08187518127250422	3.279330179215409
hsa-miR-6511b-5p	0.14305195918956487	0.8032398029678676	0.5513204192957185	0.4433952726969606	1.038437511199612	0.28383396174468123	3.263278927094405
hsa-miR-212-3p	0.0	0.0	0.6891505241196482	0.0	0.5065548835120057	2.0400566000398968	3.2357620076715508
hsa-miR-4726-5p	0.28610391837912974	1.813767297024217	0.4134903144717889	0.44339527269696066	0.25327744175600286	0.0	3.2100342443280994
hsa-miR-7110-5p	1.4305195918956488	0.0	0.0	1.7735810907878427	0.0	0.0	3.2041006826834915
hsa-miR-3199	0.28610391837912974	1.2955480693030121	0.0	0.5542440908712007	0.25327744175600286	0.7982830174069161	3.1874565377162614
hsa-miR-6516-3p	0.28610391837912974	1.2955480693030121	0.5513204192957185	0.0	0.25327744175600286	0.7982830174069161	3.184532866140779
hsa-miR-378e	0.0	0.0	0.0	0.0	0.4305716509852049	2.7496415044015996	3.1802131553868045
hsa-miR-6783-3p	0.0	0.0	0.0	0.44339527269696066	2.026219534048023	0.7095849043617032	3.179199711106687
hsa-miR-202-5p	0.0	0.0	0.0	0.0	3.165968021950036	0.0	3.165968021950036
hsa-miR-6772-5p	0.7152597959478244	0.2591096138606024	0.0	0.44339527269696066	1.3930259296580159	0.3547924521808516	3.165583064344255
hsa-miR-4521	0.8583117551373893	0.0	0.0	1.6627322726136025	0.0	0.6208867913164903	3.1419308190674817
hsa-miR-579-5p	1.144415673516519	0.6477740346515061	0.0	0.5542440908712007	0.25327744175600286	0.5321886782712774	3.1318999190665067
hsa-miR-6868-3p	0.0	0.0	1.3783010482392963	1.5518834544393623	0.0	0.1773962260904258	3.107580728769084
hsa-miR-4500	0.7629437823443461	0.7773288415818073	0.3675469461971457	0.8867905453939213	0.25327744175600286	0.05913207536347526	3.107019632636699
hsa-miR-3617-5p	0.8583117551373893	0.7773288415818073	0.0	0.22169763634848033	0.5065548835120057	0.7095849043617032	3.073478020941386
hsa-miR-5094	0.0	0.6477740346515061	0.0	0.6650929090454409	0.5065548835120057	1.2417735826329805	3.0611954098419334
hsa-miR-6818-3p	0.42915587756869467	0.2591096138606024	0.0	0.0	2.1528582549260245	0.1773962260904258	3.0185199724457474
hsa-miR-5695	0.0	0.2591096138606024	1.2404709434153667	0.0	0.0	1.5078679217686193	3.007448479044588
hsa-miR-4638-3p	0.0	0.38866442079090363	0.27566020964785926	0.0	1.8995808131700216	0.44349056522606445	3.007396008834849
hsa-miR-3939	0.42915587756869467	1.0364384554424095	0.8269806289435778	0.44339527269696066	0.25327744175600286	0.0	2.989247676407646
hsa-miR-1179	1.144415673516519	0.0	0.0	1.6627322726136025	0.0	0.1773962260904258	2.9845441722205472
hsa-miR-299-3p	0.5722078367582595	0.6477740346515061	0.0	0.33254645452272047	0.5065548835120057	0.8869811304521289	2.946064339896621
hsa-miR-4762-3p	0.7152597959478244	0.5182192277212048	0.0	0.44339527269696066	0.37991616263400435	0.8869811304521289	2.9437715894521226
hsa-miR-3194-3p	0.0	0.2591096138606024	1.102640838591437	1.2193369999166417	0.0	0.3547924521808516	2.935879904549533
hsa-miR-4436b-3p	1.0013637143269543	0.6477740346515061	0.0	0.22169763634848033	0.8864710461460101	0.1773962260904258	2.9347026575633763
hsa-miR-4659b-5p	0.28610391837912974	0.2591096138606024	0.0	0.22169763634848033	1.2663872087800145	0.8869811304521289	2.9202795078203554
hsa-miR-4446-5p	0.0	0.0	0.0	0.22169763634848033	2.026219534048023	0.6208867913164903	2.8688039617129935
hsa-miR-6759-5p	0.8583117551373893	0.6477740346515061	0.0	0.44339527269696066	0.8864710461460101	0.0	2.835952108631866
hsa-miR-5001-3p	0.5722078367582595	0.5182192277212048	0.0	0.33254645452272047	0.25327744175600286	1.1530754695877676	2.8293264303459553
hsa-miR-6781-5p	0.42915587756869467	0.6477740346515061	1.516131153063226	0.22169763634848033	0.0	0.0	2.814758701631907
hsa-miR-432-3p	0.0	0.2591096138606024	0.0	0.0	1.3930259296580159	1.1530754695877676	2.805211013106386
hsa-miR-4437	0.0	0.0	1.2404709434153667	0.7759417272196811	0.5065548835120057	0.2660943391356387	2.789061893282692
hsa-miR-33a-5p	1.4305195918956488	0.6477740346515061	0.0	0.44339527269696066	0.0	0.2660943391356387	2.7877832383797543
hsa-miR-202-3p	0.0	0.0	1.516131153063226	0.0	1.2663872087800145	0.0	2.7825183618432403
hsa-miR-130a-5p	0.42915587756869467	0.0	0.6891505241196482	0.7759417272196811	0.0	0.8869811304521289	2.7812292593601526
hsv2-miR-H10	0.28610391837912974	1.5546576831636145	0.6891505241196482	0.22169763634848033	0.0	0.0	2.751609762010873
hsa-miR-4727-3p	0.0	0.2591096138606024	0.27566020964785926	0.0	1.3930259296580159	0.7982830174069161	2.7260787705733938
hsa-miR-4433a-5p	0.0	0.0	0.0	0.0	0.5065548835120057	2.2174528261303226	2.7240077096423283
hsa-miR-7704	0.0	0.5182192277212048	0.0	0.6650929090454409	0.6331936043900073	0.8869811304521289	2.703486871608782
hsa-miR-6889-5p	0.28610391837912974	0.2591096138606024	0.4134903144717889	0.22169763634848033	1.5196646505360174	0.0	2.7000661335960188
hsa-miR-885-5p	0.5722078367582595	0.0	0.27566020964785926	0.0	1.6463033714140187	0.1773962260904258	2.671567643910563
hsa-miR-6826-5p	1.2874676327060839	0.2591096138606024	0.0	0.44339527269696066	0.37991616263400435	0.2660943391356387	2.6359830210332897
hsa-miR-636	0.0	1.165993262372711	0.0	0.5542440908712007	0.37991616263400435	0.5321886782712774	2.6323421941491936
hsa-miR-548at-5p	0.0	0.0	0.27566020964785926	1.8844299089620826	0.0	0.44349056522606445	2.603580683836006
hsa-miR-605-5p	0.28610391837912974	0.5182192277212048	0.0	0.22169763634848033	0.5065548835120057	1.0643773565425547	2.5969530225033752
hsa-miR-188-5p	0.5722078367582595	0.2591096138606024	0.0	0.0	0.5065548835120057	1.2417735826329805	2.579645916763848
hsa-miR-1277-3p	0.42915587756869467	1.2955480693030121	0.0	0.5542440908712007	0.0	0.2660943391356387	2.5450423768785457
hsa-miR-4677-5p	0.28610391837912974	0.5182192277212048	0.9648107337675074	0.22169763634848033	0.0	0.5321886782712774	2.5230201944875996
hsa-miR-7845-5p	0.42915587756869467	0.0	0.6891505241196482	1.2193369999166417	0.0	0.1773962260904258	2.5150396276954106
hsa-miR-500a-5p	0.42915587756869467	0.0	0.0	0.7759417272196811	0.0	1.2861226391555869	2.4912202439439626
hsa-miR-3677-3p	0.0	0.0	0.4134903144717889	0.44339527269696066	0.37991616263400435	1.2417735826329805	2.4785753324357342
hsa-miR-3186-5p	0.0	0.0	0.0	0.44339527269696066	1.139748487902013	0.8869811304521289	2.4701248910511024
hsa-miR-4672	0.0	0.9068836485121085	0.0	0.0	0.7598323252680087	0.7982830174069161	2.4649989911870334
hsa-miR-3180-5p	0.28610391837912974	0.0	0.2756602096478592	0.4433952726969606	0.88647104614601	0.5321886782712774	2.423819125141237
hsa-miR-4999-5p	0.5722078367582595	0.2591096138606024	0.0	0.22169763634848033	0.37991616263400435	0.9756792434973418	2.4086104930986885
hsa-miR-4796-3p	0.28610391837912974	0.2591096138606024	0.5513204192957185	0.0	0.7598323252680087	0.5321886782712774	2.3885549550747367
hsa-miR-3065-5p	1.0013637143269543	0.0	0.0	1.1084881817424015	0.0	0.2660943391356387	2.375946235204994
hsa-miR-6770-5p	0.0	0.5182192277212048	0.0	0.2216976363484803	0.7598323252680088	0.7982830174069161	2.29803220674461
hsa-miR-6825-5p	0.0	0.0	1.6539612578871556	0.0	0.6331936043900073	0.0	2.2871548622771627
hsa-miR-1914-5p	0.0	0.0	0.5513204192957185	0.6650929090454409	0.0	1.0643773565425547	2.280790684883714
hsa-miR-4749-5p	0.0	0.0	0.9648107337675074	0.5542440908712007	0.7598323252680087	0.0	2.278887149906717
hsa-miR-548ap-5p	0.0	0.19433221039545182	0.0	0.4988196817840807	0.6331936043900073	0.9313301869747354	2.2576756835442753
hsa-miR-1229-3p	0.0	0.0	0.0	0.0	1.5196646505360174	0.7095849043617032	2.2292495548977205
hsa-miR-3685	0.7152597959478244	0.0	0.0	0.22169763634848033	0.7598323252680087	0.5321886782712774	2.228978435835591
hsa-miR-380-3p	0.0	0.2591096138606024	0.0	0.0	0.0	1.9513584869946836	2.210468100855286
hsa-miR-3137	0.0	0.0	0.0	0.6650929090454409	1.2663872087800145	0.2660943391356387	2.197574456961094
hsa-miR-4709-5p	0.42915587756869467	1.0364384554424095	0.5513204192957185	0.0	0.0	0.1773962260904258	2.1943109783972488
hsa-miR-4772-5p	0.0	0.0	1.102640838591437	0.0	0.6331936043900073	0.44349056522606445	2.179325008207509
hsa-miR-4775	0.0	0.2591096138606024	0.4134903144717889	0.7759417272196811	0.0	0.7095849043617032	2.1581265599137756
hsa-miR-5001-5p	0.0	0.0	0.27566020964785926	0.33254645452272047	1.0131097670240115	0.5321886782712774	2.1535051094658684
hsa-miR-1303	0.5722078367582595	0.6477740346515061	0.6891505241196482	0.22169763634848033	0.0	0.0	2.130830031877894
hsa-miR-4724-5p	0.0	0.0	0.0	0.0	0.0	2.1287547130851094	2.1287547130851094
