name	SRX2409152	SRX2409153	SRX2409150	SRX2409151	SRX2409149	SRX2409148
hsa-miR-323b-3p	71.52597959478244	35.23890748504193	2.3431117820068037	19.841938453188988	185.96896160934511	67.85405647958787	382.7729554039532
hsa-miR-369-3p	148.6309855979579	60.89075925724157	1.3783010482392963	32.47870372505237	59.393560091782675	78.58652815805863	381.35883787833245
hsa-miR-433-3p	101.28078710621193	48.84216221272355	1.7917913627110853	24.830135271029796	170.32907958091195	31.48783013105058	378.56178566463893
hsa-miR-3120-3p	52.07091314500162	32.5182565395056	8.545466499083638	28.709843907128203	132.2108245966335	123.73386769807199	377.78917238542454
hsa-miR-942-5p	70.81071979883461	75.53045244036561	24.395928553835546	75.04464990396059	89.53357566074702	40.44633954861708	375.7616659063604
hsa-miR-548o-3p	61.560026437909414	40.421099762253974	44.932614172601056	56.16340120828168	37.86497754252243	117.43630167186186	358.37842079543043
hsa-miR-11401	78.96468147263981	93.66812541060777	26.32555002137056	62.62958226844569	59.393560091782675	33.439188618045264	354.42068788289174
hsa-miR-28-5p	62.08455028827116	46.25106607411753	13.645180377569034	53.539979178158	64.07919276426873	114.06577337614378	353.6657420585282
hsa-miR-2355-3p	62.22760224746072	24.61541331675723	11.71555891003402	91.78282144827085	50.78212707207858	103.1559054715826	344.27942846618396
hsa-miR-454-3p	86.11727943211805	23.449420054384518	1.516131153063226	151.19778798966357	16.842949876774192	40.71243388775272	319.83600239375625
hsa-miR-4326	70.38156392126592	40.03243534146307	19.434044780174077	47.33244536040055	100.93106053976715	40.18024520948144	318.2917951525522
hsa-miR-106b-5p	22.03000171519299	56.61545062854162	20.398855513941584	26.93626281634036	25.707660338234295	158.9470185770215	310.63524958927235
hsa-miR-1307-5p	29.182599674671234	25.651851772199638	50.03232805108646	15.962229817090583	66.10541229831675	121.95990543716773	308.8943270505324
hsa-miR-21-3p	12.30246849030258	7.902843222748373	9.510277232851145	7.5377196358483305	31.026486615110354	238.68662220466788	306.9664174015287
hsa-miR-221-5p	58.6513032677216	28.631612331596568	31.838754214327743	65.06825626827897	50.655488351200574	69.53932062744691	304.3847350605724
hsa-miR-485-5p	61.083186573944204	27.336064262293554	4.548393459189678	13.5235558172573	134.36368285155953	54.37194329671551	295.2268262609598
hsa-miR-502-3p	26.60766440925907	40.80976418304488	26.96875717721556	34.03058717949173	40.27111323920446	126.3948110894284	295.0826972776441
hsa-miR-329-3p	59.938770900427684	25.522296965269337	0.8269806289435778	9.532998362984653	104.47694472435118	93.75390548879002	294.0518970707665
hsa-miR-25-5p	47.77935436931467	43.01219590086	38.04110893140458	57.419687814256406	69.7779352037788	37.60799993117027	293.6382821507847
hsa-miR-15a-5p	18.310650776264303	50.20248768549172	15.574801845104048	25.938623452772198	21.90849871189425	156.59651858132335	288.5315810528499
hsa-miR-32-5p	49.35292592039988	83.30374085618368	37.214128302461	53.65082799633224	12.917149529556147	49.93703764445486	286.3758102493878
hsa-miR-199b-5p	11.444156735165192	8.852911806903915	16.355839105772983	18.253105392691545	14.985581970563503	215.9799052650934	285.87150027619055
hsa-miR-196b-5p	53.21532881851814	46.12151126718723	20.950175933237304	55.42440908712008	51.66859811822459	57.476377253297954	284.85640047758534
hsa-miR-548j-5p	101.13773514702237	41.91098004195244	7.30499555566827	97.26983794789574	19.375724294334223	16.45349996988699	283.45277295676004
hsa-miR-324-5p	22.03000171519299	14.639693183124036	49.067517317318945	32.70040136140085	41.91741661061848	121.95990543716773	282.314935624823
hsa-miR-140-5p	39.33928877713034	26.170070999920842	24.947248973131263	31.259366725135724	27.733879872282316	127.9913771242422	277.4412324718427
hsa-miR-505-5p	49.92513375715814	42.364421866208495	31.425263899855956	87.90311281217245	56.10095334895464	8.426320739295225	276.14520642364494
hsa-miR-331-5p	41.48506816497382	51.174148737468975	14.334330901688682	45.780561905961186	57.36734055773466	64.12873573168892	274.27018599951623
hsa-miR-125a-3p	30.18396338899819	22.801646019733013	84.76551446671672	31.702761997832685	62.05297323022071	40.09154709643623	271.5984061999376
hsa-miR-550a-3-5p	39.14855283154425	72.11884252453433	22.512250454575174	45.60320379688239	46.51862346918586	34.4739999369061	260.3754730136281
hsa-miR-26b-3p	35.0477300014434	16.97167970786946	51.82411941379754	17.735810907878424	66.86524462358476	71.66807534053201	260.1126599951056
hsa-let-7b-3p	23.317469347899074	37.959558430578255	54.71855161510006	19.287694362317787	63.445999159878724	54.41629235323811	253.145565269012
hsa-miR-181c-3p	55.21805624717204	24.74496812368753	16.677442683695485	43.56358554247638	40.840987483155466	67.27751874479398	248.3225588249809
hsa-miR-181a-3p	44.48915930795468	21.6356527573603	30.59828327091238	73.38191763134698	21.08534702618724	53.085820657559914	244.27618065132148
hsa-miR-378c	10.681212952820843	18.979779215289128	9.544734759057127	6.4569436586494895	29.96905329577904	165.01544781119816	240.6471716927938
hsa-miR-144-3p	24.60493698060516	117.24710027192259	39.00591966517209	16.183927453439065	9.244626624094105	32.99569805281919	239.28220904805218
hsa-miR-1287-5p	48.35156220607293	21.3765431434997	3.7214128302461	47.99753826944599	40.90430684359447	75.0386036362501	237.38996692910928
hsa-miR-191-3p	51.49870530824336	20.080995074196686	11.43989870038616	82.91491599433164	47.23624288749454	20.84405656562503	234.01481453027742
hsa-miR-340-3p	71.95513547235113	38.60733246522976	8.407636394259708	60.08005945043816	27.10068626789231	24.924169765704825	231.0750198158759
hsa-miR-374a-5p	44.84678920592859	42.493976673138796	20.19211035670569	27.65678013447292	28.30375411623332	65.41485837084451	228.90826885732383
hsa-miR-660-5p	15.735715510852136	29.279386366248072	39.55724008446781	10.198091272030094	19.122446852578218	113.44488658482729	227.33776667100364
hsa-miR-145-5p	5.722078367582595	2.5910961386060243	10.75074817626651	12.304218817340658	26.847408826136306	166.39766007281938	224.61321039875148
hsa-miR-330-5p	35.0477300014434	20.987878722708796	49.343177526966805	46.55650363318087	36.21867417110841	35.83403767026601	223.9880017256743
hsa-miR-125b-5p	29.03954771548167	23.70852966824512	6.615845031548623	9.311300726636173	123.47275285605141	31.399132018005364	223.54710801596835
hsa-miR-4665-5p	57.79299151258421	23.57897486131482	6.615845031548623	72.71682472230154	46.47641056222653	12.683830165465444	219.86487685544117
hsa-miR-1306-3p	48.63766612445206	30.704489242481387	29.7713026419688	36.02586590662805	53.0616240478826	17.47352826990694	215.67447623331984
hsa-miR-130b-5p	45.2044191039025	35.75712671276313	0.6891505241196482	16.959869180658746	101.05769926064515	13.836905635053212	213.50517041714238
hsa-miR-550a-5p	31.089959130532105	57.69507401962748	19.112441202251574	36.00369614299321	40.22890033224512	29.122547116511555	213.25261794416105
hsa-miR-320e	44.43551482325859	38.850247728224076	29.076409196814822	44.71826073179139	38.89919376302611	6.500832535272062	202.48045877838703
hsa-miR-106a-5p	10.132847109260847	27.681543747441022	7.144193766707018	21.04280065007659	29.90784458068801	106.52643376730069	202.4356636214742
hsa-miR-29c-5p	41.771172083352944	17.489898935590663	5.375374088133255	57.86308308695336	29.253544522818334	49.40484896618358	201.15792168303216
hsa-miR-7706	33.045002572789485	50.91503912360837	28.117341384081644	31.813610816006925	39.51128091393645	16.763943365545238	200.1662181759681
hsa-miR-3138	34.189418246306005	18.137672970242168	52.92676025238898	39.683876906377975	43.05716509852049	11.264660356742038	199.25955383057766
hsa-miR-452-5p	40.054548573078165	12.048597044518012	0.8269806289435778	25.716925816423718	51.28868195559058	69.09583006222084	199.0315640807749
hsa-miR-142-3p	60.510978737185944	34.59113345039042	10.061597652146864	29.59663445252212	14.05689801745816	45.85692444437507	194.67416675407858
hsa-miR-29b-3p	10.204373088855629	20.21054988112699	26.739040335842343	10.124192059913932	25.623234524315627	97.39052812364376	190.2919180136983
hsa-miR-487b-3p	41.62812012416338	12.95548069303012	0.0	18.733450271446586	49.64237858417657	64.39483007082457	187.35425974364122
hsa-miR-6741-5p	32.615846695220796	27.206509455363253	36.66280788316528	23.943344725635875	56.10095334895464	9.313301869747354	185.84276397808722
hsa-miR-4664-3p	31.32837906251471	22.283426792011806	34.59535631080634	47.77584063309751	35.4588418458404	11.175962243696825	182.6178068879676
hsa-miR-6515-5p	46.20578281822946	20.59921430191789	12.680369643801527	53.76167681450648	28.240434755794322	12.595132052420231	174.08261038666993
hsa-miR-625-5p	16.45097530679996	18.785447004893676	15.02348142580833	58.08478072330184	36.34531289198642	25.4563584439761	170.14635579676633
hsa-miR-23b-5p	42.62948383849034	21.765207564290602	11.853389014857948	39.905574542726455	44.3235523073005	7.361943382752671	167.8391506504185
hsa-miR-190b-5p	13.73298808219823	15.805686445496747	13.231690063097245	11.528277090120977	60.28003113792869	52.06579235753997	166.64446517638186
hsa-miR-450a-5p	13.303832204629535	13.344145113821025	39.14374976999601	14.85374163534818	24.061356966820274	59.33903762724743	164.04586331786246
hsa-miR-1292-5p	25.606300694932113	25.004077737548133	28.668661803377365	37.13435408837045	35.0789256832064	10.73247167847076	162.22479168590522
hsa-miR-1250-5p	21.88694975600343	8.421062450469579	4.272733249541819	28.82069272530244	24.31463440857628	73.26464137534585	160.98071396523937
hsa-miR-27b-5p	53.07227685932857	18.008118163311867	2.205281677182874	53.76167681450648	18.869169410822217	11.885547148058528	157.80207007321053
hsa-miR-27a-5p	12.445520449492145	8.421062450469579	8.683296603907566	16.959869180658746	15.070007784482172	95.17307529751344	156.75283176652363
hsa-miR-889-3p	39.62539269550947	25.392742158339036	0.9648107337675074	7.870266090371051	40.017835797448456	42.042905583430915	155.91395305886644
hsa-miR-3120-5p	38.19487310361382	22.024317178151204	7.167165450844341	41.01406272446886	39.89119707657046	3.0157358435372386	151.3073513771859
hsa-miR-200a-3p	11.301104775975626	6.995959574236265	3.032262306126452	7.870266090371051	71.42423857519282	49.227452740093156	149.85128406199536
hsa-miR-30b-3p	38.05182114442426	16.583015287078553	10.199427756970792	43.8961319969991	25.45438289647829	11.974245261103741	146.15902434305474
hsa-miR-7-1-3p	4.577662694066076	6.218630732654458	58.991284864641884	4.323103908795366	20.262195340480233	49.67094330531922	144.04382084595724
hsa-miR-598-3p	22.31610563357212	21.50609795043	16.815272788519415	19.065996725969306	41.53750044798447	22.795415052619713	144.03638859909503
hsa-miR-1271-5p	24.89104089898429	17.10123451479976	14.196500796864752	22.613158907544992	29.00026708106233	33.61658484413569	141.41878704339183
hsa-miR-375-3p	31.757534940083403	35.10935267811163	7.30499555566827	10.198091272030094	50.655488351200574	5.321886782712774	140.34734957980672
hsa-miR-19a-3p	22.459157592761684	30.05671520782988	27.290360755138067	14.96459045352242	13.17042697131215	32.286113148457495	140.2273641290217
hsa-miR-5010-5p	10.156689102459106	21.246988336569398	43.140822809889976	18.955147907795066	37.99161626340043	7.716735834933522	139.2080002550475
hsa-miR-24-2-5p	29.54022957264515	15.676131638566446	9.717022390087038	20.28533372588595	12.663872087800144	49.5378961357514	137.42048555073612
hsa-miR-4429	28.2468014416395	20.18895741330527	16.74635773610745	32.728113565944405	33.72811266050772	5.477108480541896	137.11545129804622
hsa-miR-331-3p	28.324287919533845	16.712570094008857	7.994146079787918	25.384379361900997	37.73833882164443	20.400566000398964	136.55428827727502
hsa-miR-539-5p	53.93058861446596	20.340104688057288	0.0	19.952787271363228	26.2142152217463	15.078679217686192	135.516375013319
hsa-miR-30c-1-3p	29.03954771548167	11.271268202936204	8.269806289435778	46.113108360483906	24.061356966820274	14.369094313324489	133.12418184848232
hsa-miR-6877-5p	26.03545657250081	15.546576831636145	2.7566020964785927	20.95042663493139	51.66859811822459	8.958509417566502	125.91616967133804
hsa-miR-431-5p	24.60493698060516	12.566816272239217	1.102640838591437	10.419788908378575	30.519931731598348	46.655207461781984	125.86932219319472
hsa-miR-132-3p	13.303832204629535	13.473699920751326	12.818199748625455	18.179206180575385	28.493712197550327	34.769660313723456	121.03831056585548
hsa-miR-19b-3p	9.012273428942587	14.510138376193735	12.818199748625455	3.325464545227205	13.676981854824156	67.05577346218095	120.3988314159941
hsa-miR-7976	15.592663551662572	35.88668151969343	26.739040335842347	5.653289726886248	9.877820228484113	25.899849009202164	119.64934437177087
hsa-miR-382-3p	30.040911429808624	35.10935267811163	1.6539612578871556	10.087242453855854	29.253544522818334	12.151641487194167	118.29665382967576
hsa-miR-92b-5p	16.73707922517909	21.894762371220903	28.668661803377365	28.155599816257002	17.7294209229202	3.1931320696276644	116.37865620858223
hsa-miR-18a-3p	14.448247878146052	14.251028762333133	15.850462054751908	7.20517318132561	35.0789256832064	29.447773531010682	116.2816110907738
hsa-miR-3928-3p	14.591299837335617	9.198391292051385	3.5835827254221706	12.747614090037619	42.55061021500848	32.99569805281919	115.66719621267447
hsa-miR-144-5p	15.449611592473007	38.34822285136916	8.131976184611847	23.278251816590434	2.4061356966820275	27.673811270106423	115.2880094118329
hsa-miR-151b	21.171689960055602	13.99191914847253	1.3783010482392963	30.982244679700123	22.225095514089254	21.908433922167585	111.65768427272438
hsa-miR-98-3p	12.30246849030258	6.607295153445361	12.956029853449385	11.528277090120977	22.288414874528254	42.13160369647613	107.81408915832267
hsa-miR-5189-5p	16.880131184368654	13.732809534611928	17.780083522286922	28.044750998082762	25.707660338234295	4.789698104441496	106.93513368202605
hsa-miR-3613-5p	16.307923347610398	12.437261465308916	5.926694507428974	11.971672362817937	11.27084615814213	48.51786783573145	106.4322656770398
hsa-miR-215-5p	12.660098388276491	18.915001811823977	7.4428256604922	5.099045636015047	21.08534702618724	38.36193389205458	103.56425241484953
hsa-miR-93-3p	10.442793020838236	7.773288415818072	11.71555891003402	9.643847181158893	26.467492663502302	37.164509365944205	103.20748955729573
hsa-miR-641	27.036820286827762	12.696371079169518	4.272733249541819	29.8183320888706	10.257736391118117	18.98139619167556	103.06338928720338
hsa-miR-4750-5p	21.6008458376243	11.78948743065741	6.340184821900763	30.372576179741802	26.3408539426243	5.854075460984051	102.29802367353263
hsa-miR-576-5p	8.440065592184327	13.214590306890722	8.269806289435778	3.9905574542726456	19.50236301521222	48.34047160964103	101.75785426763672
hsa-miR-532-3p	6.294286204340855	8.421062450469579	21.50149635253302	2.882069272530244	28.493712197550327	33.17309427890962	100.76572075633365
hsa-miR-210-3p	16.594027265989524	18.008118163311867	4.272733249541819	27.71220454356004	10.51101383287412	22.618018826529287	99.71611588180664
hsa-miR-450b-5p	6.15123424515129	5.4413018910726505	9.785937442499003	9.200451908461933	12.663872087800144	55.87981121848412	99.12260879346914
hsa-miR-296-3p	14.448247878146052	7.643733608887771	15.02348142580833	41.45745799716582	15.829840109750181	3.8140188609441545	98.21677988070232
hsa-miR-874-3p	12.01636457192345	8.939281678190783	8.269806289435778	11.417428271946736	35.4588418458404	21.73103769607716	97.8327603534143
hsa-miR-483-5p	38.76708094037208	15.02835760391494	18.74489425605443	12.082521180992178	12.410594646044142	0.5321886782712774	97.56563730564905
hsa-miR-454-5p	16.594027265989524	11.530377816796808	4.961883773661467	12.304218817340658	21.401943828382244	28.205999948377702	94.9984514505484
hsa-miR-362-5p	21.74389779681386	3.4979797871181324	1.102640838591437	48.44093354214295	5.065548835120058	11.619452808922889	91.47045360870932
hsa-miR-548l	19.59811840897039	22.672091212802712	4.134903144717889	25.162681725552517	10.764291274630123	8.515018852340438	90.84710461901406
hsa-miR-203a-3p	8.726169510563457	19.43322103954518	13.645180377569034	23.389100634764674	14.183536738336162	11.175962243696825	90.55317054447534
hsa-miR-6503-3p	2.7179872246017327	0.9068836485121085	17.504423312639062	0.5542440908712007	19.629001736090224	48.51786783573145	89.83040784844579
hsa-miR-4473	12.731624367871275	15.287467217775543	4.961883773661467	15.186288089870901	31.026486615110354	9.934188661063844	89.12793872535339
hsa-miR-34c-5p	0.28610391837912974	1.5546576831636145	1.2404709434153667	1.1084881817424015	80.66886519928693	3.6366226348537287	88.49520856084116
hsa-miR-1296-5p	12.731624367871275	6.218630732654458	3.032262306126452	15.962229817090583	28.746989639306328	19.9570754351729	86.648812298222
hsa-miR-873-5p	3.0040911429808625	1.5546576831636145	13.093859958273315	2.4386739998332834	19.755640456968226	46.56650934873677	86.41343258995607
hsa-miR-4467	3.0040911429808625	15.805686445496747	34.59535631080634	10.752335362901295	13.930259296580159	6.563660365345754	84.65138892411116
hsa-miR-337-3p	27.46597616439646	10.234829747493794	1.102640838591437	3.5471621815756853	22.921608478918262	18.537905626449493	83.81012303742514
hsa-miR-378a-5p	5.2929224900139005	5.5708566980029515	14.334330901688682	5.3207432723635275	21.27530510750424	30.778245226688874	82.57240369626217
hsa-miR-1224-5p	1.7166235102747787	15.417022024705844	53.89157098615649	3.2146157270529647	5.445464997754062	2.660943391356387	82.34624063730051
hsa-miR-6516-5p	16.021819429231268	9.068836485121084	1.102640838591437	21.50467072580259	18.995808131700215	13.748207522007998	80.4419831324546
hsa-miR-939-5p	7.152597959478244	6.47774034651506	26.0498898117227	10.087242453855854	25.074466733844286	4.0801132000797935	78.92205050549595
hsa-miR-548e-3p	12.01636457192345	10.623494168284699	3.445752620598241	6.87262672680289	11.650762320776133	32.99569805281919	77.6046984612046
hsa-miR-3605-5p	8.869221469753022	6.995959574236265	30.59828327091238	16.959869180658746	5.065548835120058	6.120169800119689	74.60905213080015
hsa-miR-378d	4.38692674847999	6.348185539584759	1.5850462054751908	1.9398543180492027	8.01623103157749	51.1492451894061	73.42548903257273
hsa-miR-664b-5p	17.02318314355822	8.032398029678674	5.513204192957185	10.863184181075535	24.187995687698276	6.829754704481393	72.44971993944928
hsa-miR-410-3p	4.434610734876511	5.700411504933253	0.8269806289435778	2.1061275453105632	12.28395592516614	45.32473576610379	70.67682210533384
hsa-miR-30d-3p	18.596754694643433	12.825925886099819	2.618771991654663	15.186288089870901	5.952019881266068	14.723886765505341	69.90364730904022
hsa-miR-9-5p	5.579026408393029	14.251028762333128	2.8944322013025223	13.080160544560336	26.847408826136316	6.474962252300541	69.12701899502588
hsa-miR-378g	4.291558775686946	3.3684249801878314	2.4809418868307334	3.325464545227205	9.497904065850108	45.85692444437507	68.82121869815789
hsa-miR-4659b-3p	21.38626789883995	9.327946098981688	0.8269806289435778	13.30185818090882	18.679211329505215	5.277537726190167	68.79980186336941
hsa-miR-4435	11.15805281678606	8.939281678190783	0.4134903144717889	17.181566817007226	21.528582549260246	5.410584895757987	64.6315590714741
hsa-miR-96-5p	4.577662694066076	14.639693183124036	21.225836142885164	3.9905574542726456	3.672522905462042	15.344773556821831	63.4510459366318
hsa-miR-5010-3p	8.440065592184327	6.866404767305964	2.4809418868307334	7.5377196358483305	24.947828012966283	12.949924504601082	63.22288439973673
hsa-miR-664a-3p	5.006818571634771	2.331986524745422	7.029335346020411	2.882069272530244	20.768750223992235	24.480679200478757	62.499639139401836
hsa-miR-4732-3p	4.291558775686946	30.18627001476018	11.71555891003402	2.1061275453105632	11.52412359989813	2.5722452783111738	62.395884124001014
hsa-miR-744-3p	12.159416531113015	8.291507643539276	6.064524612252904	6.54008027228017	10.384375111996118	16.58654713945481	60.02645131063629
hsa-miR-3074-5p	7.2956499186678085	5.052637470281747	0.5513204192957185	5.8749873632347285	13.676981854824156	27.23032070488036	59.68189773118452
hsa-miR-146a-3p	22.31610563357212	17.619453742520964	5.375374088133255	13.19100936273458	0.6331936043900073	0.3547924521808516	59.489928883531775
hsa-miR-4645-3p	10.585844980027801	4.923082663351446	1.3783010482392963	21.28297308945411	6.585213485656075	12.861226391555869	57.61664165828459
hsa-miR-219a-1-3p	10.87194889840693	9.198391292051385	4.410563354365748	9.865544817507374	18.109337085554206	4.6123018783510705	57.068087326236714
hsa-miR-409-5p	11.873312612733885	5.4413018910726505	0.27566020964785926	4.323103908795366	8.991349182338103	25.98854712224738	56.89327492683525
hsa-miR-218-5p	4.720714653255641	8.161952836608975	5.6510342977811145	3.7688598179241652	23.04824719979626	11.353358469787251	56.70416727515341
hsa-miR-3064-5p	9.584481265700846	8.939281678190783	6.340184821900763	10.863184181075535	13.550343133946155	7.273245269707457	56.550720350521544
hsa-miR-6734-5p	6.15123424515129	12.048597044518012	18.33140394158264	6.87262672680289	9.62454278672811	3.1044339565824512	56.1328387013654
hsa-miR-618	0.0	0.6477740346515061	4.548393459189678	1.1084881817424015	5.065548835120058	44.349056522606446	55.71926103331009
hsa-miR-3913-5p	7.2956499186678085	19.562775846475482	9.923767547322933	7.648568454022571	3.2926067428280374	7.982830174069161	55.70619868338599
hsa-miR-374b-3p	17.30928706193735	6.47774034651506	0.0	18.400903816923865	3.039329301072035	10.377679226289908	55.60493975273822
hsa-miR-642a-3p	2.5749352654121678	3.23887017325753	30.18479295644059	1.6627322726136025	12.917149529556147	3.9914150870345804	54.56989528431462
hsa-miR-34a-5p	7.724805796236503	3.4979797871181324	0.0	37.57774936106741	2.7860518593160317	2.7496415044015996	54.33622830813968
hsa-miR-1278	5.435974449203465	13.344145113821025	12.266879329329736	9.532998362984653	0.7598323252680087	12.861226391555869	54.201055972162756
hsa-miR-4746-5p	9.155325388132152	10.753048975215	5.375374088133255	4.655650363318086	13.17042697131215	10.555075452380335	53.664901238490984
hsa-miR-499a-5p	7.724805796236503	8.809726871260482	13.231690063097245	5.764138545060488	9.244626624094105	8.86981130452129	53.644799204270115
hsa-miR-6735-5p	9.155325388132152	7.643733608887771	9.923767547322933	8.978754272113452	14.183536738336162	2.660943391356387	52.546060946148856
hsa-miR-92a-1-5p	6.580390122719985	2.461541331675723	6.891505241196482	9.089603090287692	21.90849871189425	5.233188669667561	52.16472716744169
hsa-miR-1270	5.57902640839303	11.530377816796808	3.997073039893959	10.419788908378575	9.75118150760611	10.022886774109057	51.300334455177534
hsa-miR-3188	15.735715510852136	3.886644207909036	0.6891505241196482	21.83721718032531	6.07865860214407	2.8383396174468127	51.06572564279701
hsa-miR-6852-3p	10.585844980027801	10.623494168284699	0.27566020964785926	4.7664991814923265	19.882279177846225	4.6123018783510705	50.74607959564998
hsa-let-7f-2-3p	7.152597959478244	3.3684249801878314	2.3431117820068037	4.101406272446886	2.65941313843803	30.305188623781074	49.93014275633887
hsa-miR-7849-3p	6.580390122719985	5.052637470281747	1.7917913627110853	9.089603090287692	19.24908557345622	8.071528287114374	49.83503590657111
hsa-miR-542-3p	2.145779387843473	0.9068836485121085	3.1700924109503816	0.8867905453939213	5.952019881266068	36.72101880071814	49.782584674684095
hsa-miR-4433a-3p	13.303832204629535	8.161952836608975	2.205281677182874	10.752335362901295	12.15731720428814	2.8383396174468127	49.41905890305763
hsa-miR-4286	3.576298979739122	0.7773288415818073	2.4809418868307334	0.9976393635681614	11.650762320776133	29.891264096236746	49.3742354887327
hsa-miR-132-5p	8.297013632994762	6.348185539584759	12.266879329329736	9.311300726636173	7.598323252680086	4.967094330531922	48.788796811757436
hsa-miR-5187-5p	8.440065592184327	4.145753821769638	6.4780149267246925	10.974032999249776	14.436814180092165	3.9914150870345804	48.46609660705518
hsa-miR-651-5p	5.006818571634771	6.348185539584759	6.891505241196482	3.1037669088787245	6.711852206534076	19.424886756901625	47.48701522473044
hsa-miR-9985	6.485022149926942	4.275308628699939	2.1363666247709094	8.941804666055374	11.481910692938799	13.600377333599312	46.92079009599127
hsa-miR-548j-3p	12.445520449492145	6.089075925724156	2.3431117820068037	2.327825181659043	9.371265344972107	14.102999974188851	46.67979865804311
hsa-miR-129-5p	8.440065592184327	6.995959574236265	3.445752620598241	12.304218817340658	13.550343133946155	1.6852641478590449	46.42160388616469
hsa-miR-4738-3p	5.722078367582595	7.125514381166567	6.615845031548623	5.431592090537768	17.6027822020422	3.459226408763303	45.95703848164105
hsa-miR-204-5p	8.153961673805199	5.052637470281747	1.102640838591437	6.207533817757449	18.36261452731021	5.6766792348936255	44.55606756263967
hsa-miR-1538	8.583117551373892	3.3684249801878314	1.3783010482392963	14.6320439989997	14.310175459214163	1.9513584869946836	44.22342152500957
hsa-miR-511-5p	9.870585184079976	8.161952836608975	1.7917913627110853	2.5495228180075236	19.24908557345622	2.1287547130851094	43.751692487948894
hsa-miR-32-3p	10.299741061648671	6.607295153445361	4.961883773661467	9.089603090287692	6.585213485656075	5.499283008803199	43.04301957350246
hsa-miR-6862-5p	4.148506816497381	5.052637470281747	6.891505241196482	9.311300726636173	14.183536738336162	2.5722452783111738	42.15973227125912
hsa-miR-374a-3p	14.305195918956487	9.068836485121084	0.9648107337675074	9.643847181158893	2.279496975804026	5.410584895757987	41.672772190565986
hsa-miR-4661-5p	6.15123424515129	8.809726871260482	2.0674515723589444	6.87262672680289	13.17042697131215	4.168811313125006	41.240277700010765
hsa-miR-3909	6.43733816353042	5.700411504933253	3.8592429350700295	5.209894454189287	9.62454278672811	9.845490548018631	40.676920392469725
hsa-miR-2277-5p	3.576298979739122	3.757089400978735	1.9296214675350147	7.20517318132561	5.952019881266068	17.917018835133003	40.33722174597755
hsa-miR-369-5p	8.583117551373892	6.47774034651506	0.0	1.6627322726136025	16.71631115589619	6.474962252300541	39.91486357869928
hsa-miR-29c-3p	2.7179872246017327	5.398116955429217	4.548393459189678	2.6234220301236837	2.110645347966691	22.278009393189304	39.67657441050031
hsa-miR-548k	10.585844980027801	5.3117470841423495	1.3783010482392963	11.749974726469457	1.0131097670240115	9.224603756702141	39.26358136260506
hsa-miR-3187-3p	5.86513032677216	7.643733608887771	3.3079225157743113	10.198091272030094	7.724961973558088	4.434905652260645	39.17474534928307
hsa-miR-3691-5p	5.435974449203465	6.47774034651506	3.7214128302461	9.422149544810413	11.017568716386126	2.660943391356387	38.735789278517544
hsa-miR-363-5p	5.1498705308243355	9.58705571284229	6.615845031548623	10.419788908378575	5.192187555998059	0.8869811304521289	37.851728870044006
hsa-miR-6721-5p	10.013637143269541	3.757089400978735	3.1700924109503816	11.528277090120977	7.471684531802085	1.5965660348138322	37.537346611935554
hsa-miR-628-5p	7.2956499186678085	2.5910961386060243	0.4134903144717889	4.988196817840807	7.851600694436089	14.102999974188851	37.24303385821137
hsa-miR-4533	6.580390122719985	2.461541331675723	0.8269806289435778	5.3207432723635275	18.995808131700215	2.8383396174468127	37.02380310484984
hsa-miR-671-5p	2.5749352654121678	1.5546576831636145	0.27566020964785926	2.327825181659043	19.755640456968226	9.313301869747354	35.80202066659827
hsa-miR-1185-1-3p	9.94211116367476	3.3684249801878314	0.27566020964785926	0.7759417272196811	6.901810287851078	14.23604714375667	35.49999551233788
hsa-miR-3614-5p	3.4332470205495573	2.2024317178151205	10.612918071442582	2.882069272530244	4.558993951608052	11.353358469787251	35.04301850373281
hsa-miR-143-5p	0.5722078367582595	0.6477740346515061	0.0	3.7688598179241652	3.419245463706039	26.520735800518654	34.92882295355862
hsa-miR-3174	6.008182285961725	2.5910961386060243	1.2404709434153667	6.87262672680289	11.904039762532136	5.854075460984051	34.470491318302194
hsa-miR-6813-5p	6.580390122719985	3.23887017325753	1.3783010482392963	9.976393635681614	8.484794298826097	4.789698104441496	34.44844738316602
hsa-miR-4508	5.1498705308243355	18.26722777717247	4.272733249541819	5.985836181408969	0.5065548835120057	0.1773962260904258	34.359618848550014
hsa-miR-26a-1-3p	8.297013632994762	3.757089400978735	0.5513204192957185	12.304218817340658	3.9258003472180447	5.499283008803199	34.33472562663111
hsa-miR-1260a	6.365812183935637	3.109315366327229	1.5850462054751908	3.8797086360984054	8.548113659265098	10.776820734993366	34.264816786094926
hsa-miR-12136	5.2929224900139005	1.4251028762333133	0.0	2.5495228180075236	13.17042697131215	11.619452808922889	34.057427964489776
hsa-miR-6859-5p	2.861039183791298	3.627534594048434	5.099713878485398	3.4363133634014456	13.803620575702157	5.144490556622346	33.97271215205107
hsa-miR-204-3p	6.008182285961725	2.9797605593969276	3.3079225157743113	14.96459045352242	6.458574764778073	0.1773962260904258	33.89642680552388
hsa-miR-197-5p	3.1471431021704275	3.23887017325753	6.4780149267246925	3.658010999749925	12.28395592516614	4.700999991396284	33.506995118465
