name	SRX1733814	SRX1733815	SRX1733816	SRX1733810	SRX1733811	SRX1733812	SRX1733813	SRX1733809	SRX1733808
hsa-miR-132-5p	0.0	346.9210754553339	943.5742592942065	0.0	0.0	0.0	0.0	0.0	0.0	1290.4953347495405
hsa-miR-98-5p	0.0	0.0	1132.2891111530478	0.0	0.0	0.0	0.0	0.0	89.42944017170453	1221.7185513247523
hsa-miR-125b-1-3p	0.0	0.0	0.0	0.0	1161.271592393671	0.0	0.0	0.0	0.0	1161.271592393671
hsa-miR-133a-3p	0.0	0.0	1132.2891111530478	0.0	0.0	0.0	0.0	0.0	0.0	1132.2891111530478
hsa-miR-425-3p	0.0	0.0	1132.2891111530478	0.0	0.0	0.0	0.0	0.0	0.0	1132.2891111530478
hsa-miR-143-5p	0.0	0.0	1132.2891111530478	0.0	0.0	0.0	0.0	0.0	0.0	1132.2891111530478
hsa-miR-135a-5p	0.0	1040.7632263660016	0.0	0.0	0.0	0.0	0.0	0.0	44.714720085852264	1085.4779464518538
hsa-miR-425-5p	0.0	0.0	943.5742592942065	0.0	0.0	0.0	0.0	0.0	89.42944017170453	1033.003699465911
hsa-miR-4306	0.0	0.0	0.0	0.0	1016.1126433444622	0.0	0.0	0.0	0.0	1016.1126433444622
hsa-miR-1307-5p	0.0	520.3816131830008	0.0	0.0	290.31789809841774	0.0	0.0	0.0	134.1441602575568	944.8436715389754
hsa-miR-4535	0.0	0.0	943.5742592942065	0.0	0.0	0.0	0.0	0.0	0.0	943.5742592942065
hsa-miR-182-5p	0.0	0.0	943.5742592942065	0.0	0.0	0.0	0.0	0.0	0.0	943.5742592942065
hsa-miR-195-5p	0.0	0.0	943.5742592942065	0.0	0.0	0.0	0.0	0.0	0.0	943.5742592942065
hsa-miR-629-5p	0.0	0.0	0.0	0.0	290.31789809841774	0.0	0.0	0.0	626.0060812019317	916.3239793003495
hsa-miR-551b-3p	0.0	0.0	0.0	0.0	580.6357961968355	0.0	0.0	0.0	313.00304060096585	893.6388367978013
hsa-miR-499a-5p	0.0	867.3026886383348	0.0	0.0	0.0	0.0	0.0	0.0	0.0	867.3026886383348
hsa-miR-320e	0.0	0.0	0.0	432.24551545277717	36.28973726230222	0.0	0.0	0.0	290.6456805580397	759.1809332731191
hsa-miR-339-3p	0.0	0.0	754.8594074353651	0.0	0.0	0.0	0.0	0.0	0.0	754.8594074353651
hsa-miR-17-5p	0.0	693.8421509106678	0.0	0.0	0.0	0.0	0.0	0.0	44.714720085852264	738.55687099652
hsa-miR-6861-5p	0.0	0.0	0.0	0.0	725.7947452460444	0.0	0.0	0.0	0.0	725.7947452460444
hsa-miR-3158-3p	0.0	0.0	0.0	0.0	725.7947452460444	0.0	0.0	0.0	0.0	725.7947452460444
hsa-miR-494-3p	0.0	0.0	0.0	0.0	725.7947452460444	0.0	0.0	0.0	0.0	725.7947452460444
hsa-miR-454-3p	0.0	0.0	0.0	0.0	725.7947452460444	0.0	0.0	0.0	0.0	725.7947452460444
hsa-miR-361-3p	0.0	0.0	377.42970371768257	0.0	0.0	0.0	0.0	0.0	335.360400643892	712.7901043615745
hsa-miR-6724-5p	0.0	693.8421509106679	0.0	0.0	0.0	0.0	0.0	0.0	0.0	693.8421509106679
hsa-miR-377-3p	0.0	0.0	0.0	648.3682731791657	0.0	0.0	0.0	0.0	44.714720085852264	693.082993265018
hsa-miR-181a-3p	0.0	0.0	377.42970371768257	0.0	290.31789809841774	0.0	0.0	0.0	0.0	667.7476018161003
hsa-miR-185-3p	0.0	0.0	0.0	648.3682731791657	0.0	0.0	0.0	0.0	0.0	648.3682731791657
hsa-miR-4429	0.0	0.0	0.0	432.24551545277717	0.0	0.0	0.0	0.0	178.85888034340906	611.1043957961863
hsa-miR-887-3p	0.0	0.0	0.0	0.0	580.6357961968355	0.0	0.0	0.0	0.0	580.6357961968355
hsa-miR-3615	0.0	0.0	0.0	0.0	580.6357961968355	0.0	0.0	0.0	0.0	580.6357961968355
hsa-miR-154-3p	0.0	520.3816131830008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	520.3816131830008
hsa-miR-137-3p	0.0	346.9210754553339	0.0	0.0	0.0	0.0	0.0	0.0	156.50152030048292	503.4225957558168
hsa-miR-34c-5p	0.0	0.0	0.0	0.0	290.31789809841774	0.0	0.0	0.0	201.2162403863352	491.53413848475293
hsa-miR-378e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	482.9189769272045	482.9189769272045
hsa-miR-29c-3p	0.0	0.0	0.0	0.0	435.47684714762664	0.0	0.0	0.0	44.714720085852264	480.1915672334789
hsa-miR-23a-3p	0.0	0.0	471.78712964710326	0.0	0.0	0.0	0.0	0.0	0.0	471.78712964710326
hsa-miR-193b-3p	0.0	0.0	0.0	0.0	435.47684714762664	0.0	0.0	0.0	0.0	435.47684714762664
hsa-miR-663a	0.0	0.0	0.0	0.0	435.47684714762664	0.0	0.0	0.0	0.0	435.47684714762664
hsa-miR-29b-2-5p	0.0	0.0	0.0	0.0	435.47684714762664	0.0	0.0	0.0	0.0	435.47684714762664
hsa-miR-505-3p	0.0	0.0	0.0	0.0	435.47684714762664	0.0	0.0	0.0	0.0	435.47684714762664
hsa-miR-193b-5p	0.0	0.0	0.0	0.0	435.47684714762664	0.0	0.0	0.0	0.0	435.47684714762664
hsa-miR-4484	0.0	0.0	0.0	432.24551545277717	0.0	0.0	0.0	0.0	0.0	432.24551545277717
hsa-miR-3156-3p	0.0	0.0	0.0	432.24551545277717	0.0	0.0	0.0	0.0	0.0	432.24551545277717
hsa-miR-125b-2-3p	0.0	0.0	0.0	432.24551545277717	0.0	0.0	0.0	0.0	0.0	432.24551545277717
hsa-let-7a-3p	0.0	0.0	377.42970371768257	0.0	0.0	0.0	0.0	0.0	44.714720085852264	422.14442380353483
hsa-miR-1253	0.0	0.0	377.42970371768257	0.0	0.0	0.0	0.0	0.0	0.0	377.42970371768257
hsa-miR-6856-5p	0.0	0.0	377.42970371768257	0.0	0.0	0.0	0.0	0.0	0.0	377.42970371768257
hsa-miR-450a-5p	0.0	0.0	377.42970371768257	0.0	0.0	0.0	0.0	0.0	0.0	377.42970371768257
hsa-miR-944	0.0	0.0	377.42970371768257	0.0	0.0	0.0	0.0	0.0	0.0	377.42970371768257
hsa-miR-1306-5p	0.0	0.0	377.42970371768257	0.0	0.0	0.0	0.0	0.0	0.0	377.42970371768257
hsa-miR-4443	0.0	0.0	377.42970371768257	0.0	0.0	0.0	0.0	0.0	0.0	377.42970371768257
hsa-miR-29c-5p	0.0	346.9210754553339	0.0	0.0	0.0	0.0	0.0	0.0	0.0	346.9210754553339
hsa-miR-939-5p	0.0	346.9210754553339	0.0	0.0	0.0	0.0	0.0	0.0	0.0	346.9210754553339
hsa-miR-106b-5p	0.0	346.9210754553339	0.0	0.0	0.0	0.0	0.0	0.0	0.0	346.9210754553339
hsa-miR-3200-3p	0.0	0.0	0.0	0.0	290.31789809841774	0.0	0.0	0.0	44.714720085852264	335.03261818427
hsa-miR-374a-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	313.00304060096585	313.00304060096585
hsa-miR-23a-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	290.6456805580397	290.6456805580397
hsa-miR-595	0.0	0.0	0.0	0.0	290.31789809841774	0.0	0.0	0.0	0.0	290.31789809841774
hsa-miR-577	0.0	0.0	0.0	0.0	290.31789809841774	0.0	0.0	0.0	0.0	290.31789809841774
hsa-miR-1-3p	0.0	0.0	0.0	0.0	290.31789809841774	0.0	0.0	0.0	0.0	290.31789809841774
hsa-miR-492	0.0	0.0	0.0	0.0	290.31789809841774	0.0	0.0	0.0	0.0	290.31789809841774
hsa-miR-5100	0.0	0.0	0.0	0.0	290.31789809841774	0.0	0.0	0.0	0.0	290.31789809841774
hsa-miR-199a-5p	0.0	0.0	0.0	0.0	290.31789809841774	0.0	0.0	0.0	0.0	290.31789809841774
hsa-miR-25-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	268.2883205151136	268.2883205151136
hsa-miR-151b	0.0	260.1908065915004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	260.1908065915004
hsa-miR-590-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	245.93096047218745	245.93096047218745
hsa-miR-32-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	223.57360042926132	223.57360042926132
hsa-miR-504-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	223.57360042926132	223.57360042926132
	sumhsa-miR-485-5p	0.0	0.0	0.0	0.0	0.0	5988.023952095808	0.0	0.0	201.2162403863352	6189.240192482143
hsa-miR-144-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	201.2162403863352	201.2162403863352
hsa-miR-378g	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	201.2162403863352	201.2162403863352
hsa-miR-3675-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	156.50152030048292	156.50152030048292
hsa-miR-378b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	134.1441602575568	134.1441602575568
hsa-miR-3667-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	134.1441602575568	134.1441602575568
hsa-miR-16-2-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	111.78680021463066	111.78680021463066
hsa-miR-223-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	111.78680021463066	111.78680021463066
hsa-miR-516b-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	111.78680021463066	111.78680021463066
hsa-miR-129-2-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	111.78680021463066	111.78680021463066
hsa-miR-1249-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	89.42944017170453	89.42944017170453
hsa-miR-132-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	89.42944017170453	89.42944017170453
hsa-miR-192-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	89.42944017170453	89.42944017170453
hsa-miR-148b-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	89.42944017170453	89.42944017170453
hsa-miR-127-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	89.42944017170453	89.42944017170453
hsa-miR-19b-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	89.42944017170453	89.42944017170453
hsa-miR-767-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	89.42944017170453	89.42944017170453
hsa-miR-136-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.714720085852264	44.714720085852264
hsa-miR-130a-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.714720085852264	44.714720085852264
hsa-miR-532-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.714720085852264	44.714720085852264
hsa-miR-452-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.714720085852264	44.714720085852264
hsa-miR-3928-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.714720085852264	44.714720085852264
hsa-miR-4665-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.714720085852264	44.714720085852264
hsa-miR-3613-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.714720085852264	44.714720085852264
hsa-miR-4515	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.714720085852264	44.714720085852264
hsa-miR-106a-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.714720085852264	44.714720085852264
hsa-miR-539-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.714720085852264	44.714720085852264
hsa-miR-4433b-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.714720085852264	44.714720085852264
hsa-miR-31-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.714720085852264	44.714720085852264
hsa-miR-142-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.714720085852264	44.714720085852264
hsa-miR-12136	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.714720085852264	44.714720085852264
hsa-miR-502-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.357360042926132	22.357360042926132
hsa-miR-500a-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.357360042926132	22.357360042926132
