name	SRX732315	SRX732316	SRX732317
hsa-miR-3615	117	235	353	705.0
hsa-miR-1-3p	202	356	139	697.0
hsa-miR-122-3p	606	33	13	652.0
hsa-miR-150-5p	396	101	155	652.0
hsa-miR-503-5p	123	243	281	647.0
hsa-miR-127-3p	193	326	114	633.0
hsa-miR-941	264	178	167	608.9399999999999
hsa-miR-15b-3p	107	118	361	586.0
hsa-miR-589-5p	127	199	253	579.0
hsa-miR-7-5p	167	198	208	573.0
hsa-miR-141-3p	22	174	346	542.0
hsa-miR-339-3p	172	158	211	541.0
hsa-miR-142-3p	287	122	127	536.0
hsa-miR-18a-5p	146	148	222	516.0
hsa-miR-130b-3p	103	218	193	514.0
hsa-miR-183-5p	153	107	243	503.0
hsa-miR-574-3p	359	71	72	502.0
hsv2-miR-H10	93	73	322	488.0
hsa-miR-7977	309	82	97	488.0
hsa-miR-4508	76	103	300	479.0
hsa-miR-200b-3p	134	173	170	477.0
hsa-miR-320e	64	142	246	452.42
hsa-miR-885-5p	207	201	41	449.0
hsa-miR-17-3p	117	76	234	427.0
hsa-miR-223-5p	187	182	58	427.0
hsa-miR-200c-3p	87	166	150	403.0
hsa-miR-339-5p	140	129	127	396.0
hsa-miR-30a-3p	227	103	57	386.5
hsa-miR-342-3p	166	101	111	378.0
hsa-miR-125b-2-3p	237	65	71	373.0
hsa-miR-361-3p	123	130	119	372.0
hsa-miR-206	62	252	56	370.0
hsa-miR-374a-5p	174	55	139	368.0
hsa-miR-361-5p	149	120	96	365.0
hsa-miR-424-5p	114	149	93	356.0
hsa-miR-29b-3p	151	63	139	353.34000000000003
hsa-miR-424-3p	47	173	126	346.0
hsa-miR-1301-3p	121	111	114	346.0
hsa-miR-505-3p	209	78	52	339.0
hsa-miR-181c-5p	167	66	102	335.0
hsa-miR-483-5p	166	63	102	331.0
hsa-miR-155-5p	198	47	82	327.0
hsa-miR-22-5p	87	107	131	325.0
hsa-miR-2110	87	114	117	318.0
hsa-miR-378c	133	94	84	310.05
hsa-miR-181a-2-3p	127	67	114	308.0
hsa-miR-512-3p	0	305	2	307.0
hsa-miR-450a-5p	175	69	63	307.0
hsa-miR-20b-5p	101	58	138	296.34000000000003
hsa-miR-324-5p	91	48	155	294.0
hsa-miR-342-5p	124	86	78	288.0
hsa-miR-324-3p	105	64	101	270.0
hsa-miR-452-5p	23	232	11	266.0
hsa-miR-145-3p	50	115	99	264.0
hsa-miR-421	69	89	102	260.0
hsa-miR-4732-3p	45	46	161	252.0
hsa-miR-499a-5p	45	132	74	251.0
hsa-miR-497-5p	42	110	99	251.0
hsa-miR-628-3p	131	32	75	238.0
hsa-miR-338-5p	73	125	35	233.0
hsa-miR-4497	17	187	28	232.0
hsa-miR-654-3p	108	81	33	222.0
hsa-miR-106a-5p	43	74	105	221.5
hsa-miR-409-3p	121	74	25	220.0
hsa-miR-197-3p	118	45	49	212.0
hsa-miR-95-3p	34	123	53	210.0
hsa-miR-885-3p	81	97	30	208.0
hsa-miR-181a-3p	57	68	75	200.0
hsa-miR-769-5p	70	90	39	199.0
hsa-miR-1908-5p	88	34	74	196.0
hsa-miR-7704	72	35	89	196.0
hsa-miR-19a-3p	83	71	30	184.0
hsa-let-7i-3p	45	63	75	183.0
hsa-miR-1260b	75	51	47	172.0
hsa-miR-136-3p	60	61	51	172.0
hsa-miR-450b-5p	54	66	40	160.0
hsa-miR-1294	35	31	94	160.0
hsa-miR-130b-5p	63	58	39	160.0
hsa-miR-181c-3p	98	26	33	157.0
hsa-miR-378d	83	37	36	156.1
hsa-miR-214-3p	35	45	70	150.0
hsa-miR-4443	44	45	61	150.0
hsa-miR-193b-5p	62	64	23	149.0
hsa-miR-132-3p	21	95	33	149.0
hsa-miR-9985	56	38	53	146.5
hsa-miR-550a-5p	34	25	84	142.8
hsa-miR-139-3p	26	77	35	138.0
hsa-miR-331-5p	24	56	56	136.0
hsa-miR-942-5p	32	40	63	135.0
hsa-miR-550a-3p	31	24	79	133.98
hsa-miR-1260a	65	34	35	133.0
hsa-miR-30d-3p	56	53	24	133.0
hsa-miR-150-3p	37	33	62	132.0
hsa-miR-4433b-3p	115	4	13	132.0
hsa-miR-4516	31	33	68	132.0
hsa-miR-301a-3p	94	11	27	132.0
hsa-miR-1843	61	38	32	131.0
hsa-miR-190b-5p	8	108	8	124.0
hsa-miR-196b-5p	46	31	46	123.0
hsa-miR-205-5p	42	32	48	122.0
hsa-miR-382-5p	42	59	20	121.0
hsa-miR-18a-3p	24	33	61	118.0
hsa-miR-193b-3p	82	21	15	118.0
hsa-miR-381-3p	38	54	26	118.0
hsa-miR-134-5p	40	42	35	117.0
hsa-miR-598-3p	49	19	48	116.0
hsa-miR-4433b-5p	94	7	14	115.0
hsa-miR-454-3p	61	43	11	115.0
hsa-miR-12136	63	28	22	113.0
hsa-miR-323a-3p	37	49	27	113.0
hsa-miR-140-5p	45	34	34	113.0
hsa-miR-625-5p	27	5	80	112.0
hsa-miR-505-5p	60	19	32	111.0
hsa-miR-374b-5p	62	20	28	110.0
hsa-miR-10a-3p	11	69	29	109.0
hsa-miR-664a-5p	48	27	33	108.0
hsa-miR-195-5p	35	41	31	106.67
hsa-let-7b-3p	42	33	31	106.0
hsa-miR-432-5p	58	32	15	105.0
hsa-miR-6131	31	34	38	103.0
hsa-miR-133a-3p	56	33	14	103.0
hsa-miR-221-5p	62	32	9	103.0
hsa-miR-328-3p	63	17	23	103.0
hsa-miR-4732-5p	33	14	56	103.0
hsa-miR-455-5p	85	4	12	101.0
hsa-miR-410-3p	40	28	30	98.0
hsa-miR-7976	16	19	62	97.0
hsa-miR-3158-3p	20	24	50	94.0
hsa-miR-148a-5p	48	28	17	93.0
hsa-miR-374a-3p	50	34	9	93.0
hsa-miR-24-2-5p	48	34	11	93.0
hsa-miR-11400	70	7	15	92.0
hsa-miR-370-3p	58	16	18	92.0
hsa-miR-33b-5p	18	18	55	91.0
hsa-miR-185-3p	33	16	42	91.0
hsa-miR-330-3p	55	14	22	91.0
hsa-miR-532-3p	11	32	45	88.0
hsa-miR-326	72	5	11	88.0
hsa-miR-23b-5p	47	32	8	87.0
hsa-miR-431-5p	51	20	13	84.0
hsa-miR-181d-5p	41	24	18	83.0
hsa-miR-99b-3p	13	56	13	82.0
hsa-miR-624-5p	11	29	40	80.0
hsa-miR-124-3p	0	73	7	79.97999999999999
hsa-miR-31-5p	17	9	53	79.0
hsa-miR-146b-3p	26	25	28	79.0
hsa-miR-93-3p	33	11	34	78.0
hsa-let-7a-3p	30	22	26	78.0
hsa-miR-143-5p	26	40	11	77.0
hsa-miR-873-5p	8	23	40	71.0
hsa-miR-1228-5p	13	45	13	71.0
hsa-miR-1304-3p	28	30	13	71.0
hsa-miR-1296-5p	23	30	18	71.0
hsa-miR-378a-5p	32	24	14	70.0
hsa-miR-5100	38	0	30	68.0
hsa-miR-217-5p	3	49	16	68.0
hsa-miR-10b-3p	7	35	26	68.0
hsa-miR-18b-5p	21	5	40	66.0
hsa-miR-1287-5p	17	19	28	64.0
hsa-miR-26b-3p	29	26	8	63.0
hsa-miR-379-5p	40	23	0	63.0
hsa-miR-338-3p	12	32	19	63.0
hsa-miR-331-3p	32	16	14	62.0
hsa-miR-1468-5p	54	0	7	61.0
hsa-miR-3200-3p	29	6	25	60.0
hsa-miR-493-5p	38	8	14	60.0
hsa-miR-3130-3p	18	28	12	58.0
hsa-miR-106a-3p	10	16	32	58.0
hsa-miR-1271-5p	38	5	14	57.0
hsa-miR-200b-5p	21	26	10	57.0
hsa-miR-3605-3p	10	26	21	57.0
hsa-miR-369-3p	24	24	9	57.0
hsa-let-7f-2-3p	32	19	5	56.0
hsa-miR-25-5p	16	14	26	56.0
hsa-miR-1304-5p	19	17	19	55.0
hsa-miR-877-5p	8	11	36	55.0
hsa-miR-1323	0	50	5	55.0
hsa-miR-3182	21	7	26	54.0
hsa-miR-4306	12	3	38	53.0
hsa-miR-874-3p	20	13	19	52.0
hsa-miR-3688-3p	3	14	34	51.0
hsa-miR-543	35	10	6	51.0
hsa-miR-1246	15	4	31	50.0
hsa-miR-33a-5p	28	7	15	50.0
hsa-miR-6852-5p	37	2	10	49.0
hsa-miR-10399-3p	11	4	33	48.0
hsa-miR-125a-3p	4	29	15	48.0
hsa-miR-362-3p	17	13	17	47.0
hsa-miR-651-5p	6	24	16	46.0
hsa-miR-27b-5p	30	12	4	46.0
hsa-miR-92a-1-5p	15	24	7	46.0
hsa-miR-323b-3p	18	17	9	44.0
hsa-miR-92b-5p	14	5	25	44.0
hsa-miR-132-5p	8	21	15	44.0
hsa-miR-582-5p	34	8	2	44.0
hsa-miR-487b-3p	35	3	5	43.0
hsa-miR-122b-5p	32	10	1	42.5
hsa-miR-2355-3p	12	21	8	41.0
hsa-miR-101-5p	16	12	13	41.0
hsa-miR-3613-5p	8	14	19	41.0
hsa-miR-889-3p	16	10	14	40.0
hsa-miR-10527-5p	15	11	14	40.0
hsa-miR-2355-5p	21	10	9	40.0
hsa-miR-483-3p	36	0	3	39.0
hsa-miR-24-1-5p	21	6	12	39.0
hsa-miR-362-5p	13	10	16	39.0
hsa-miR-5010-5p	17	3	18	38.0
hsa-miR-194-3p	35	3	0	38.0
hsa-miR-411-5p	17	11	9	37.0
hsa-miR-136-5p	3	23	11	37.0
hsa-miR-4488	2	18	17	37.0
hsa-miR-30c-2-3p	24	10	2	36.0
hsa-miR-3909	17	11	8	36.0
hsa-miR-1273h-3p	20	10	6	36.0
hsa-miR-34c-5p	16	13	7	36.0
hsa-miR-4446-3p	35	0	0	35.0
hsa-miR-335-3p	23	9	3	35.0
hsa-miR-10399-5p	11	12	12	35.0
hsa-miR-216a-5p	2	30	3	35.0
hsa-miR-550a-3-5p	4	5	25	34.400000000000006
hsa-miR-4662a-5p	29	5	0	34.0
hsa-miR-3143	4	5	25	34.0
hsa-miR-433-3p	9	16	9	34.0
hsa-miR-202-5p	2	25	7	34.0
hsa-miR-340-3p	24	10	0	34.0
hsa-miR-494-3p	24	7	2	33.0
hsa-miR-429	3	12	18	33.0
hsa-miR-582-3p	19	14	0	33.0
hsa-miR-493-3p	20	10	2	32.0
hsa-miR-6815-5p	15	2	15	32.0
hsa-miR-183-3p	10	2	20	32.0
hsa-miR-4466	3	19	10	32.0
hcmv-miR-US25-1-5p	0	32	0	32.0
hcmv-miR-US5-1	6	26	0	32.0
hsa-miR-191-3p	11	12	8	31.0
hsa-miR-511-5p	4	22	5	31.0
hsa-miR-145-5p	2	17	12	31.0
hsa-miR-196a-5p	8	17	6	31.0
hsa-miR-671-3p	23	2	6	31.0
hsa-miR-5589-3p	28	0	2	30.0
hsa-miR-6503-3p	4	24	2	30.0
hsa-miR-188-5p	4	20	5	29.0
hsa-miR-504-5p	7	14	8	29.0
hsa-miR-561-5p	13	10	5	28.0
hsa-miR-218-5p	4	9	15	28.0
hsa-miR-200a-5p	5	18	5	28.0
hsa-miR-409-5p	9	19	0	28.0
hsa-miR-7706	0	19	9	28.0
hsa-miR-485-3p	24	0	3	27.0
hsa-miR-20a-3p	20	5	2	27.0
hsa-miR-411-3p	15	8	4	27.0
hsa-miR-27a-5p	13	14	0	27.0
	sumhsa-miR-214-5p	3	27	26	56.0
hsa-miR-758-3p	11	10	5	26.0
hsa-miR-516a-5p	2	18	5	25.0
hsa-miR-99a-3p	17	4	4	25.0
hsa-miR-3177-3p	8	5	12	25.0
hsa-miR-3120-3p	24	0	0	24.0
hsa-miR-148b-5p	22	0	2	24.0
hsa-miR-11401	11	2	11	24.0
hsa-miR-576-5p	3	2	18	23.0
hsa-miR-3176	2	2	18	22.0
hsa-miR-1261	8	11	3	22.0
hsa-miR-30c-1-3p	20	2	0	22.0
hsa-miR-204-5p	13	6	3	22.0
hsa-miR-4485-3p	8	11	2	21.0
hsa-miR-7-1-3p	18	3	0	21.0
hsa-miR-3187-3p	2	0	19	21.0
hsa-miR-3605-5p	4	15	2	21.0
hsa-miR-193a-3p	17	4	0	21.0
hsa-miR-149-5p	6	9	6	21.0
hsa-miR-6891-5p	0	7	13	20.0
hsa-miR-542-3p	13	7	0	20.0
hsa-miR-147b-3p	4	16	0	20.0
hsa-miR-548k	11	7	2	20.0
hsa-miR-4286	15	0	4	19.0
hsa-miR-1306-3p	5	4	10	19.0
hsa-miR-495-3p	8	5	6	19.0
hsa-miR-590-3p	11	4	4	19.0
hsa-miR-33b-3p	3	10	5	18.0
hsa-miR-9-5p	10	8	0	18.0
hsa-miR-7975	12	2	4	18.0
hsa-miR-454-5p	4	6	8	18.0
hsa-miR-10401-3p	11	0	6	17.04
hsa-miR-1283	0	17	0	17.0
hsa-miR-548e-3p	3	10	4	17.0
hsa-miR-524-5p	0	17	0	17.0
hsa-miR-204-3p	3	5	9	17.0
hsa-miR-365b-3p	14	3	0	16.0
hsa-miR-329-3p	11	5	0	16.0
hsa-miR-365a-3p	14	3	0	16.0
hsa-miR-1306-5p	2	10	4	16.0
hsa-miR-654-5p	11	2	3	16.0
hsa-miR-1343-3p	6	9	0	15.0
hsa-miR-3124-5p	8	2	5	15.0
hsa-miR-371b-5p	9	2	4	15.0
hsa-miR-6842-3p	6	4	5	15.0
hsa-miR-208b-3p	0	10	5	15.0
hsa-miR-3648	0	11	3	14.0
hsa-miR-3178	2	7	5	14.0
hsa-miR-760	0	6	8	14.0
hsa-miR-32-3p	8	4	2	14.0
hsa-miR-766-5p	2	6	6	14.0
hsa-miR-128-1-5p	4	7	3	14.0
hsa-miR-618	6	0	7	13.0
hsa-miR-940	6	5	2	13.0
hsa-miR-12135	6	0	7	13.0
hsa-miR-548o-3p	3	3	7	13.0
hsa-miR-3614-5p	7	4	2	13.0
hsa-miR-766-3p	8	3	2	13.0
hsa-miR-548ah-5p	13	0	0	13.0
hsa-miR-676-3p	0	13	0	13.0
hsa-miR-4492	1	4	8	13.0
hsa-let-7f-1-3p	0	11	2	13.0
hsa-miR-296-3p	6	6	0	12.0
hsa-miR-485-5p	0	3	9	12.0
hsa-miR-2277-5p	4	6	2	12.0
hsa-miR-1292-5p	0	5	7	12.0
hsa-miR-4772-3p	10	0	2	12.0
hsa-miR-627-5p	8	4	0	12.0
hsa-miR-744-3p	10	2	0	12.0
hsa-miR-642a-3p	3	3	6	12.0
hsa-miR-5588-5p	6	3	3	12.0
hsa-miR-556-5p	12	0	0	12.0
hsa-miR-520a-5p	0	12	0	12.0
hsa-miR-517a-3p	0	12	0	11.5
hsa-miR-517b-3p	0	12	0	11.5
hsa-miR-1224-5p	6	0	5	11.0
hsa-miR-487a-3p	6	3	2	11.0
hsa-miR-548j-5p	7	2	2	11.0
hsa-miR-1275	0	8	3	11.0
hsa-miR-4772-5p	6	3	2	11.0
hsa-let-7g-3p	3	8	0	11.0
hsa-miR-4659a-3p	5	0	6	11.0
hsa-miR-29c-5p	2	7	2	11.0
hsa-miR-299-3p	2	7	2	11.0
hsa-miR-504-3p	5	2	4	11.0
hsa-miR-412-5p	2	5	4	11.0
hsa-miR-1284	0	2	8	10.0
hsa-miR-625-3p	2	2	6	10.0
hsa-miR-3130-5p	0	2	8	10.0
hsa-miR-195-3p	2	8	0	10.0
hsa-miR-19a-5p	7	3	0	10.0
hsa-miR-592	6	4	0	10.0
hsa-miR-4326	0	5	5	10.0
hsa-miR-516b-5p	0	10	0	10.0
hsa-miR-1185-1-3p	9	0	2	10.0
hsa-miR-1295b-3p	6	2	2	10.0
hsa-miR-212-5p	0	6	4	10.0
hsa-miR-887-3p	4	6	0	10.0
hsa-miR-4454	8	0	2	10.0
hsa-miR-636	0	4	6	10.0
hsa-miR-539-3p	8	2	0	10.0
hsa-miR-30b-3p	2	7	0	9.0
hsa-miR-5189-5p	0	2	7	9.0
hsa-miR-3196	0	4	5	9.0
hsa-miR-3074-3p	9	0	0	9.0
hsa-miR-301b-3p	5	4	0	9.0
hsa-miR-216b-5p	2	7	0	9.0
hsa-miR-1278	0	0	9	9.0
hsa-miR-3065-3p	5	4	0	9.0
hsa-miR-6509-5p	7	0	2	9.0
hsa-miR-4999-5p	0	6	3	9.0
hsa-miR-224-3p	0	5	4	9.0
hsa-miR-3940-3p	0	0	9	9.0
hsa-miR-616-5p	2	5	2	9.0
hsa-miR-3912-3p	5	0	4	9.0
hsa-miR-1250-5p	0	9	0	9.0
hsa-miR-3140-3p	4	3	2	9.0
hsa-miR-520a-3p	0	9	0	9.0
hsa-miR-376a-3p	3	0	5	8.0
hsa-miR-4710	2	6	0	8.0
hsa-miR-125b-1-3p	2	6	0	8.0
hsa-miR-1226-3p	2	6	0	8.0
hsa-miR-196b-3p	2	0	6	8.0
hsa-miR-4685-3p	4	2	2	8.0
hsa-miR-4433a-3p	4	4	0	8.0
hsa-miR-374b-3p	8	0	0	8.0
hsa-miR-3939	0	0	7	7.0
hsa-miR-129-5p	3	4	0	7.0
hsa-miR-363-5p	0	2	5	7.0
hsa-miR-4521	0	7	0	7.0
hsa-miR-1270	5	0	2	7.0
hsa-miR-23a-5p	0	2	5	7.0
hsa-miR-3677-3p	2	3	2	7.0
hsa-miR-4755-5p	5	0	2	7.0
hsa-miR-2116-3p	5	0	2	7.0
hsa-miR-301a-5p	7	0	0	7.0
hsa-miR-190a-5p	2	0	5	7.0
hsa-miR-524-3p	0	7	0	7.0
hsa-miR-526b-5p	0	7	0	7.0
hsa-miR-624-3p	2	0	5	7.0
hsa-miR-212-3p	2	0	5	7.0
hsa-miR-4467	2	5	0	7.0
hsa-miR-1269b	0	7	0	7.0
hsa-miR-519a-5p	0	7	0	6.67
hsa-miR-767-5p	0	4	2	6.0
hsa-miR-377-5p	3	3	0	6.0
hsa-miR-570-3p	6	0	0	6.0
hsa-miR-6500-3p	2	4	0	6.0
hsa-miR-675-5p	0	6	0	6.0
hsa-miR-3913-5p	4	0	2	6.0
hsa-miR-4804-5p	0	0	6	6.0
hsa-miR-3960	2	4	0	6.0
hsa-miR-5683	6	0	0	6.0
hsa-miR-491-5p	4	0	2	6.0
hsa-miR-4474-3p	0	2	4	6.0
hsa-miR-4742-3p	3	3	0	6.0
hsa-miR-514a-3p	6	0	0	6.0
hsa-miR-378g	6	0	0	6.0
hsa-miR-548l	2	4	0	6.0
hsa-miR-664a-3p	4	0	2	6.0
hsa-miR-192-3p	2	4	0	6.0
hsa-miR-2117	6	0	0	6.0
hsa-miR-660-3p	6	0	0	6.0
hsa-miR-369-5p	4	0	2	6.0
hsa-miR-515-3p	0	6	0	6.0
hsa-miR-4451	2	2	2	6.0
hsa-miR-1197	3	3	0	6.0
hsa-miR-3180-3p	2	3	2	5.829999999999999
hsa-miR-548a-3p	3	0	2	5.01
hsa-miR-9-3p	0	5	0	5.01
hsa-miR-4645-3p	0	5	0	5.0
hsa-miR-628-5p	3	0	2	5.0
hsa-miR-513c-5p	0	5	0	5.0
hsa-miR-3188	0	3	2	5.0
hsa-miR-3175	5	0	0	5.0
hsa-miR-431-3p	5	0	0	5.0
hsa-miR-6513-5p	5	0	0	5.0
hsa-miR-525-5p	0	5	0	5.0
hsa-miR-519c-3p	0	5	0	5.0
hsa-let-7e-3p	0	3	2	5.0
hsa-miR-4523	5	0	0	5.0
hsa-miR-3200-5p	5	0	0	5.0
hsa-miR-548s	0	0	5	5.0
hsa-miR-4638-3p	2	0	3	5.0
hsa-miR-548aw	2	3	0	5.0
hsa-miR-330-5p	3	2	0	5.0
hsa-miR-5590-3p	3	2	0	5.0
hsa-miR-3928-3p	0	5	0	5.0
hsa-miR-7113-5p	2	0	3	5.0
hcmv-miR-UL36-5p	0	5	0	5.0
hsa-miR-616-3p	0	3	2	5.0
hsa-miR-4672	0	3	2	5.0
hsa-miR-548b-3p	0	2	3	5.0
hsa-miR-3150a-5p	0	5	0	5.0
hsa-miR-6858-5p	3	2	0	5.0
hsa-miR-6747-3p	0	3	2	5.0
hsa-miR-1269a	0	5	0	5.0
hsa-miR-641	0	5	0	5.0
hcmv-miR-US25-1-3p	0	5	0	5.0
hsa-miR-615-3p	0	5	0	5.0
hsa-miR-1297	4	0	1	4.5
hsa-miR-656-3p	4	0	0	4.0
hsa-miR-6750-5p	2	0	2	4.0
hsa-miR-98-3p	4	0	0	4.0
hsa-miR-296-5p	0	2	2	4.0
hsa-miR-4797-3p	0	0	4	4.0
hsa-miR-3074-5p	4	0	0	4.0
hsa-miR-1295a	0	4	0	4.0
hsa-miR-4285	4	0	0	4.0
hsa-miR-222-5p	4	0	0	4.0
hsa-miR-7854-3p	2	2	0	4.0
hsa-miR-3139	0	2	2	4.0
hsa-miR-6735-5p	0	2	2	4.0
hsa-miR-182-3p	0	0	4	4.0
hsa-miR-3065-5p	4	0	0	4.0
hsa-miR-3150b-3p	0	2	2	4.0
hsa-miR-6515-5p	2	2	0	4.0
hsa-miR-1273c	4	0	0	4.0
hsa-miR-500b-3p	0	2	2	4.0
hsa-miR-382-3p	4	0	0	4.0
hsa-miR-522-3p	0	4	0	4.0
hsa-miR-202-3p	2	2	0	4.0
hsa-miR-6837-5p	2	0	2	4.0
hsa-miR-942-3p	2	0	2	4.0
hsa-miR-4757-3p	2	2	0	4.0
hsa-miR-215-3p	0	0	4	4.0
hsa-miR-548at-5p	0	2	2	4.0
hsa-miR-4787-3p	0	4	0	4.0
hsa-miR-490-3p	0	0	4	4.0
hsa-miR-6799-5p	4	0	0	4.0
hsa-miR-5094	0	2	2	4.0
