name	SRX3292449	SRX3292448	SRX3292447	SRX3292446	SRX3292445	SRX3292444	SRX3292443	SRX3292442	SRX3292441	SRX3292440	SRX3292429	SRX3292428	SRX3292416	SRX3292415	SRX3292421	SRX3292420	SRX3292423	SRX3292422	SRX3292425	SRX3292424	SRX3292427	SRX3292426	SRX3292417	SRX3292435	SRX3292450	SRX3292451	SRX3292452	SRX3292453	SRX3292454	SRX3292438	SRX3292439	SRX3292418	SRX3292419	SRX3292432	SRX3292433	SRX3292430	SRX3292431	SRX3292436	SRX3292437	SRX3292434	SRX3292413	SRX3292414
hsa-miR-183-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	91.84001469440234	0.0	0.0	0.0	0.0	0.0	9.784352862901647	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.75593674341936	0.0	127.38030430072334
hsa-miR-194-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.383371726962649	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59.59120433823968	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57.155921353452214	0.0	0.0	126.13049741865454
hsa-miR-455-5p	0.0	0.0	0.0	0.0	0.0	0.0	28.26146090556786	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59.41417622244668	0.0	0.0	0.0	0.0	0.0	0.0	25.927782483190153	0.0	0.0	0.0	12.23044107862706	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	125.83386068983174
hsa-miR-98-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.794868404778457	18.766743453925297	0.0	0.0	39.120451871311765	0.0	0.0	24.612658290158627	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.771651433505017	0.0	0.0	0.0	0.0	0.0	0.0	125.06637345367918
hsa-miR-4646-5p	124.2506134874041	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	124.2506134874041
hsa-miR-1275	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.458429317406623	0.0	47.53134097795734	21.064858699937105	0.0	0.0	9.84506331606345	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.254367419606098	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	124.15405973097062
hsa-miR-4645-3p	0.0	0.0	0.0	0.0	0.0	0.0	45.92487397154777	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.529912269852304	0.0	0.0	0.0	0.0	0.0	0.0	4.922531658031725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.75472260294381	0.0	0.0	0.0	0.0	28.27174804218145	0.0	0.0	0.0	0.0	0.0	123.40378854455705
hsa-miR-369-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.589736809556914	0.0	0.0	11.882835244489335	0.0	0.0	37.19546215361726	17.22886080311104	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.771651433505017	0.0	0.0	0.0	0.0	0.0	0.0	121.66854644427957
hsa-miR-6843-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.64956134926152	0.0	0.0	41.58992335571268	0.0	0.0	0.0	7.383797487047588	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.67248989280813	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	121.2957720848299
hsa-miR-4492	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.465347201941007	76.30481229016178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.254367419606098	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	121.02452691170888
hsa-miR-377-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.567918331816564	0.0	12.037062114249775	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.09061236601016	31.88521323236349	0.0	0.0	0.0	0.0	0.0	0.0	0.0	120.58080604443998
hsa-miR-6734-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.529912269852304	0.0	19.783959165908282	0.0	0.0	0.0	0.0	4.922531658031725	0.0	0.0	0.0	0.0	0.0	0.0	7.338264647176236	0.0	0.0	0.0	37.09061236601016	0.0	0.0	42.40762206327217	0.0	0.0	0.0	0.0	0.0	120.07290217025088
hsa-miR-3198	0.0	0.0	0.0	0.0	49.841752436015646	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.383797487047588	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.672963470591746	0.0	14.836244946404065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	119.73475834005905
hsa-miR-216b-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.285188322126768	0.0	0.0	0.0	0.0	0.0	59.59120433823968	0.0	0.0	0.0	0.0	42.40762206327217	0.0	0.0	0.0	0.0	0.0	119.28401472363862
hsa-miR-190b-5p	0.0	0.0	0.0	0.0	0.0	0.0	7.065365226391965	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.059824539704607	0.0	0.0	0.0	18.05559317137466	0.0	0.0	4.922531658031725	0.0	0.0	0.0	0.0	0.0	0.0	22.014793941528705	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.64400084874402	0.0	17.170624495612905	0.0	118.9327338813886
hsa-miR-4748	0.0	0.0	117.97322007904206	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	117.97322007904206
hsa-miR-1271-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	82.46334504312833	0.0	0.0	9.383371726962649	0.0	0.0	6.018531057124887	0.0	0.0	19.6901266321269	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	117.55537445934277
hsa-miR-516b-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.885596717664086	0.0	0.0	0.0	81.11521837375575	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	117.00081509141984
hsa-miR-141-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	89.86138880776403	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.92373114510939	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	113.78511995287342
hsa-miR-582-3p	0.0	0.0	0.0	0.0	0.0	0.0	21.196095679175894	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.383371726962649	0.0	0.0	15.046327642812217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.014793941528705	0.0	23.836481735295873	0.0	22.254367419606098	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	113.73143814538143
hsa-miR-9985	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.5229019086010975	0.0	0.0	0.0	7.4181224732020326	15.942606616181745	0.0	0.0	66.03275224511357	16.32200042437201	0.0	0.0	0.0	112.23838366747044
hsa-miR-4659b-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.529912269852304	9.383371726962649	29.67593874886242	17.824252866734003	6.018531057124887	23.92373114510939	0.0	4.922531658031725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.127183709803049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	111.40545318248043
hsa-miR-6875-5p	0.0	0.0	0.0	0.0	74.76262865402347	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.529912269852304	0.0	0.0	0.0	0.0	23.92373114510939	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	107.21627206898516
hsa-miR-17-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.84506331606345	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.836481735295873	0.0	0.0	0.0	0.0	70.67937010545361	0.0	0.0	0.0	0.0	0.0	104.36091515681294
hsa-miR-4677-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.059824539704607	18.766743453925297	0.0	0.0	24.07412422849955	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.40762206327217	0.0	0.0	0.0	0.0	0.0	102.30831428540162
hsa-miR-4690-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.794868404778457	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	89.31495430051504	0.0	0.0	0.0	0.0	0.0	0.0	102.1098227052935
hsa-miR-1288-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.794868404778457	9.383371726962649	0.0	0.0	0.0	47.84746229021878	0.0	9.84506331606345	0.0	0.0	0.0	0.0	0.0	0.0	4.892176431450824	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.170624495612905	0.0	101.93356666508706
hsa-miR-504-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	101.7397497202157	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	101.7397497202157
hsa-miR-193b-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.383797487047588	0.0	92.70310671286371	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0869041999113
hsa-miR-6767-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	82.46334504312833	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.122617510077884	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	99.58596255320622
hsa-miR-3909	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.383797487047588	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63.77042646472698	0.0	28.27174804218145	0.0	0.0	0.0	0.0	0.0	99.42597199395601
hsa-miR-1537-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	99.20142850057042	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	99.20142850057042
hsa-miR-125a-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.86987486010785	0.0	0.0	0.0	8.529912269852304	0.0	0.0	0.0	0.0	0.0	0.0	9.84506331606345	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.771651433505017	0.0	0.0	0.0	0.0	0.0	0.0	99.01650187952862
hsa-miR-3934-5p	0.0	0.0	0.0	0.0	0.0	0.0	14.13073045278393	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.92373114510939	0.0	4.922531658031725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.836481735295873	0.0	0.0	31.88521323236349	0.0	0.0	0.0	0.0	0.0	0.0	0.0	98.69868822358441
hsa-miR-4510	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.986138880776403	45.782887374097065	0.0	23.08973661207593	0.0	0.0	0.0	0.0	2.376567048897867	3.0092655285624437	4.784746229021878	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.4245235020155764	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.868249798245163	0.0	98.32211497369232
hsa-miR-6881-3p	0.0	0.0	0.0	0.0	49.841752436015646	0.0	45.92487397154777	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	95.76662640756342
hsa-miR-6819-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.885596717664086	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59.543302867010034	0.0	0.0	0.0	0.0	0.0	0.0	95.42889958467413
hsa-miR-708-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.930694403882015	0.0	0.0	0.0	0.0	0.0	28.150115180887948	0.0	0.0	0.0	0.0	0.0	4.922531658031725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.170624495612905	0.0	95.17396573841461
hsa-miR-3174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	89.86138880776403	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.922531658031725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	94.78392046579576
hsa-miR-4644	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	92.98865538404316	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	92.98865538404316
hsa-miR-6716-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.059824539704607	0.0	19.783959165908282	0.0	0.0	0.0	0.0	4.922531658031725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.6927179068237	0.0	0.0	0.0	28.27174804218145	0.0	0.0	0.0	0.0	0.0	92.73078131264975
hsa-miR-7976	0.0	0.0	0.0	0.0	0.0	0.0	14.13073045278393	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.064858699937105	0.0	0.0	12.306329145079314	0.0	0.0	17.285188322126768	0.0	0.0	0.0	26.90697037297953	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	91.69407699290664
hsa-miR-125b-2-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.930694403882015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.02779658568733	23.92373114510939	0.0	4.922531658031725	0.0	0.0	0.0	0.0	0.0	0.0	7.338264647176236	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	90.14301843988669
hsa-miR-3135a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	67.39604160582303	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.6927179068237	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	90.08875951264673
hsa-miR-6786-3p	0.0	0.0	0.0	0.0	0.0	0.0	7.065365226391965	0.0	0.0	0.0	0.0	0.0	0.0	82.46334504312833	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	89.52871026952029
hsa-miR-4504	0.0	0.0	0.0	0.0	0.0	0.0	17.663413065979913	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.075057590443974	0.0	35.648505733468006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.014793941528705	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	89.4017703314206
hsa-miR-3928-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.383371726962649	0.0	17.824252866734003	0.0	0.0	0.0	0.0	0.0	0.0	17.285188322126768	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.508734839212195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	89.00154775503562
hsa-miR-616-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.930694403882015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.824252866734003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.836481735295873	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	86.59142900591189
hsa-miR-32-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.930694403882015	0.0	0.0	0.0	0.0	0.0	9.383371726962649	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.88521323236349	0.0	0.0	0.0	0.0	0.0	0.0	0.0	86.19927936320815
hsa-miR-200a-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.67593874886242	23.76567048897867	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.784352862901647	0.0	0.0	22.6927179068237	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	85.91868000756644
hsa-miR-939-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	85.73388203017832	0.0	0.0	85.73388203017832
hsa-miR-362-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.529912269852304	9.383371726962649	0.0	0.0	0.0	0.0	0.0	4.922531658031725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.75472260294381	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.75593674341936	0.0	84.34647500120984
hsa-miR-548l	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.67593874886242	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.46088215725412	0.0	0.0	0.0	29.67248989280813	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	83.80931079892467
hsa-miR-539-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.529912269852304	0.0	19.783959165908282	0.0	0.0	0.0	0.0	22.151392461142766	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.64400084874402	0.0	0.0	0.0	83.10926474564738
hsa-miR-3940-3p	62.12530674370205	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.783959165908282	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	81.90926590961033
hsa-miR-7113-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.84506331606345	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.836244946404065	0.0	0.0	0.0	0.0	0.0	57.155921353452214	0.0	0.0	81.83722961591974
hsa-miR-651-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.07412422849955	0.0	37.19546215361726	9.84506331606345	0.0	0.0	0.0	0.0	0.0	0.0	9.784352862901647	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	80.8990025610819
hsa-miR-376a-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	67.39604160582303	0.0	0.0	0.0	0.0	8.529912269852304	0.0	0.0	0.0	0.0	0.0	0.0	4.922531658031725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	80.84848553370706
hsa-miR-6861-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55.967538827480055	0.0	9.383371726962649	0.0	0.0	0.0	0.0	0.0	14.767594974095177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	80.11850552853788
hsa-miR-6735-5p	0.0	0.0	0.0	0.0	49.841752436015646	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.67593874886242	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	79.51769118487806
hsa-miR-541-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.529912269852304	0.0	39.567918331816564	0.0	9.02779658568733	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.254367419606098	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	79.3799946069623
hsa-miR-6813-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.478007025877	0.0	0.0	0.0	29.67593874886242	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	79.15394577473941
hsa-miR-202-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.783959165908282	0.0	0.0	0.0	0.0	0.0	0.0	57.93944169553982	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	77.7234008614481
hsa-miR-331-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.794868404778457	0.0	0.0	41.58992335571268	0.0	0.0	0.0	4.922531658031725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.170624495612905	0.0	76.47794791413577
hsa-miR-6883-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	76.30481229016178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	76.30481229016178
hsa-miR-3127-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	65.97067603450266	0.0	8.529912269852304	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	74.50058830435496
hsa-miR-190a-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	65.97067603450266	0.0	0.0	0.0	0.0	0.0	6.018531057124887	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	71.98920709162755
